Ticket,EEM US Equity,EWG US Equity,TIP US Equity,EWJ US Equity,EFA US Equity,IEF US Equity,EWQ US Equity,EWU US Equity,XLB US Equity,XLE US Equity,XLF US Equity,LQD US Equity,XLK US Equity,XLU US Equity,EPP US Equity,FXI US Equity,VGK US Equity,VPL US Equity,SPY US Equity,TLT US Equity,BND US Equity,CSJ US Equity,DIA US Equity
01/27/2010, 38.970000 , 20.970000 , 104.960000 , 40.320000 , 54.130000 , 90.390000 , 24.720000 , 32.000000 , 31.230000 , 56.090000 , 11.644300 , 104.910000 , 21.930000 , 29.970000 , 39.430000 , 38.340000 , 47.130000 , 51.690000 , 109.830000 , 91.560000 , 79.470000 , 104.430000 , 102.340000 
01/28/2010, 38.710000 , 20.560000 , 105.080000 , 39.920000 , 53.240000 , 90.350000 , 24.130000 , 31.240000 , 30.650000 , 55.460000 , 11.603700 , 104.780000 , 21.350000 , 29.710000 , 39.140000 , 38.510000 , 46.030000 , 51.190000 , 108.570000 , 91.420000 , 79.500000 , 104.480000 , 101.200000 
01/29/2010, 38.280000 , 20.340000 , 105.490000 , 39.360000 , 52.480000 , 90.670000 , 23.820000 , 30.840000 , 30.140000 , 54.500000 , 11.514400 , 105.380000 , 20.940000 , 29.530000 , 38.230000 , 38.380000 , 45.520000 , 50.420000 , 107.390000 , 92.300000 , 79.600000 , 104.560000 , 100.550000 
02/01/2010, 39.310000 , 20.740000 , 105.230000 , 39.760000 , 53.440000 , 90.100000 , 24.320000 , 31.020000 , 31.310000 , 56.300000 , 11.709300 , 104.510000 , 21.230000 , 29.720000 , 39.030000 , 39.560000 , 46.540000 , 51.010000 , 109.060000 , 91.150000 , 79.300000 , 104.250000 , 101.840000 
02/02/2010, 39.610000 , 21.020000 , 105.420000 , 40.440000 , 54.320000 , 90.240000 , 24.860000 , 31.740000 , 31.440000 , 57.050000 , 11.823000 , 104.850000 , 21.410000 , 29.960000 , 39.370000 , 39.840000 , 47.280000 , 51.800000 , 110.380000 , 91.410000 , 79.340000 , 104.300000 , 102.880000 
02/03/2010, 39.400000 , 20.850000 , 105.040000 , 40.160000 , 53.790000 , 89.800000 , 24.640000 , 31.380000 , 31.110000 , 56.550000 , 11.684900 , 104.720000 , 21.450000 , 29.760000 , 39.060000 , 39.840000 , 46.800000 , 51.450000 , 109.830000 , 90.350000 , 79.300000 , 104.260000 , 102.660000 
02/04/2010, 37.620000 , 19.940000 , 105.270000 , 39.360000 , 51.550000 , 90.560000 , 23.400000 , 30.160000 , 29.920000 , 54.290000 , 11.189600 , 104.720000 , 20.870000 , 28.990000 , 37.390000 , 38.060000 , 44.500000 , 49.960000 , 106.460000 , 91.780000 , 79.460000 , 104.300000 , 100.060000 
02/05/2010, 37.200000 , 19.700000 , 105.090000 , 39.320000 , 51.480000 , 90.840000 , 22.840000 , 29.800000 , 30.490000 , 54.240000 , 11.335800 , 104.450000 , 21.080000 , 28.920000 , 37.490000 , 37.580000 , 43.840000 , 49.890000 , 106.710000 , 91.960000 , 79.550000 , 104.340000 , 100.110000 
02/08/2010, 36.820000 , 19.530000 , 104.930000 , 38.920000 , 50.460000 , 90.730000 , 22.650000 , 29.400000 , 29.970000 , 53.740000 , 11.075900 , 104.500000 , 20.970000 , 28.590000 , 37.260000 , 37.180000 , 43.310000 , 49.420000 , 105.890000 , 92.100000 , 79.590000 , 104.260000 , 99.220000 
02/09/2010, 38.030000 , 20.120000 , 104.590000 , 39.240000 , 52.060000 , 90.300000 , 23.390000 , 30.160000 , 30.720000 , 54.880000 , 11.205800 , 104.320000 , 21.170000 , 28.850000 , 38.420000 , 38.430000 , 45.050000 , 50.340000 , 107.220000 , 91.190000 , 79.430000 , 104.270000 , 100.650000 
02/10/2010, 37.930000 , 20.060000 , 104.260000 , 39.280000 , 51.740000 , 90.000000 , 23.220000 , 30.060000 , 30.530000 , 54.640000 , 11.303300 , 103.490000 , 21.100000 , 28.760000 , 38.180000 , 38.630000 , 44.650000 , 50.320000 , 107.010000 , 90.340000 , 79.250000 , 104.070000 , 100.490000 
02/11/2010, 38.930000 , 20.090000 , 104.000000 , 39.400000 , 52.240000 , 89.880000 , 23.260000 , 30.580000 , 31.030000 , 55.620000 , 11.319500 , 103.700000 , 21.330000 , 28.920000 , 39.230000 , 39.640000 , 45.030000 , 50.880000 , 108.130000 , 89.830000 , 79.150000 , 104.090000 , 101.610000 
02/12/2010, 38.470000 , 19.770000 , 104.120000 , 39.280000 , 51.750000 , 90.160000 , 22.900000 , 30.280000 , 31.030000 , 55.590000 , 11.327600 , 103.820000 , 21.340000 , 28.810000 , 38.810000 , 38.970000 , 44.420000 , 50.450000 , 108.040000 , 90.180000 , 79.230000 , 104.180000 , 101.270000 
02/16/2010, 39.430000 , 20.330000 , 104.330000 , 39.600000 , 52.900000 , 90.320000 , 23.570000 , 31.060000 , 31.750000 , 56.900000 , 11.563100 , 104.210000 , 21.650000 , 29.290000 , 39.920000 , 39.530000 , 45.640000 , 51.330000 , 109.740000 , 90.370000 , 79.310000 , 104.300000 , 102.850000 
02/17/2010, 39.570000 , 20.290000 , 104.130000 , 39.600000 , 52.960000 , 89.880000 , 23.620000 , 31.140000 , 31.770000 , 56.810000 , 11.603700 , 103.950000 , 21.750000 , 29.190000 , 40.310000 , 39.720000 , 45.550000 , 51.530000 , 110.260000 , 89.360000 , 79.140000 , 104.320000 , 103.370000 
02/18/2010, 39.740000 , 20.400000 , 104.010000 , 39.680000 , 53.270000 , 89.480000 , 23.820000 , 31.260000 , 32.130000 , 57.140000 , 11.676800 , 103.850000 , 21.880000 , 29.350000 , 40.520000 , 39.730000 , 45.920000 , 51.680000 , 110.960000 , 88.980000 , 79.040000 , 104.310000 , 104.170000 
02/19/2010, 39.380000 , 20.430000 , 103.840000 , 39.000000 , 52.960000 , 89.560000 , 23.750000 , 31.060000 , 32.290000 , 57.360000 , 11.741800 , 104.170000 , 21.820000 , 29.780000 , 40.170000 , 39.060000 , 45.720000 , 51.040000 , 111.140000 , 89.450000 , 79.030000 , 104.270000 , 104.000000 
02/22/2010, 39.440000 , 20.390000 , 103.570000 , 39.520000 , 53.050000 , 89.470000 , 23.800000 , 31.080000 , 32.150000 , 56.570000 , 11.879800 , 104.230000 , 21.790000 , 29.600000 , 40.500000 , 39.160000 , 45.680000 , 51.490000 , 111.160000 , 89.130000 , 79.010000 , 104.300000 , 103.840000 
02/23/2010, 38.520000 , 19.970000 , 103.890000 , 39.360000 , 52.290000 , 90.190000 , 23.350000 , 30.620000 , 31.640000 , 55.630000 , 11.676800 , 104.470000 , 21.520000 , 29.380000 , 39.810000 , 38.650000 , 44.730000 , 51.110000 , 109.790000 , 90.470000 , 79.310000 , 104.420000 , 102.870000 
02/24/2010, 38.890000 , 20.030000 , 103.710000 , 39.440000 , 52.600000 , 90.220000 , 23.480000 , 30.880000 , 31.580000 , 55.980000 , 11.879800 , 104.950000 , 21.720000 , 29.420000 , 40.270000 , 39.320000 , 45.210000 , 51.480000 , 110.820000 , 90.680000 , 79.400000 , 104.460000 , 103.710000 
02/25/2010, 38.580000 , 19.880000 , 103.690000 , 39.520000 , 52.310000 , 90.560000 , 23.220000 , 30.480000 , 31.490000 , 55.990000 , 11.847300 , 104.880000 , 21.660000 , 29.360000 , 39.520000 , 39.030000 , 44.850000 , 51.010000 , 110.670000 , 91.170000 , 79.520000 , 104.450000 , 103.300000 
02/26/2010, 38.960000 , 20.070000 , 103.890000 , 39.760000 , 52.630000 , 90.690000 , 23.610000 , 30.600000 , 31.500000 , 56.110000 , 11.920400 , 105.490000 , 21.690000 , 29.140000 , 40.090000 , 39.600000 , 45.170000 , 51.580000 , 110.740000 , 91.670000 , 79.610000 , 104.620000 , 103.250000 
03/01/2010, 39.620000 , 20.320000 , 103.910000 , 40.160000 , 53.030000 , 90.520000 , 23.770000 , 30.420000 , 31.990000 , 56.660000 , 11.952900 , 105.180000 , 21.970000 , 29.560000 , 40.940000 , 40.590000 , 45.310000 , 52.370000 , 111.890000 , 91.400000 , 79.460000 , 104.500000 , 104.020000 
03/02/2010, 40.066000 , 20.630000 , 104.010000 , 40.320000 , 53.440000 , 90.570000 , 24.050000 , 30.640000 , 32.250000 , 57.160000 , 11.993500 , 105.480000 , 21.940000 , 29.650000 , 41.070000 , 40.900000 , 45.800000 , 52.570000 , 112.200000 , 91.260000 , 79.520000 , 104.510000 , 104.040000 
03/03/2010, 40.120000 , 20.900000 , 103.960000 , 40.480000 , 54.070000 , 90.540000 , 24.410000 , 31.300000 , 32.640000 , 57.370000 , 12.001600 , 105.640000 , 21.940000 , 29.620000 , 41.400000 , 40.780000 , 46.500000 , 52.930000 , 112.300000 , 91.020000 , 79.530000 , 104.540000 , 104.100000 
03/04/2010, 39.910000 , 20.790000 , 104.070000 , 40.160000 , 53.930000 , 90.670000 , 24.260000 , 31.240000 , 32.730000 , 57.080000 , 12.123400 , 105.600000 , 22.040000 , 29.650000 , 41.320000 , 40.170000 , 46.330000 , 52.460000 , 112.650000 , 91.440000 , 79.570000 , 104.360000 , 104.500000 
03/05/2010, 40.950000 , 21.120000 , 103.840000 , 40.560000 , 54.970000 , 90.240000 , 24.930000 , 31.960000 , 33.180000 , 58.150000 , 12.358900 , 105.450000 , 22.310000 , 29.960000 , 42.220000 , 41.180000 , 47.540000 , 53.140000 , 114.260000 , 90.260000 , 79.460000 , 104.420000 , 105.740000 
03/08/2010, 40.980000 , 21.080000 , 103.750000 , 40.840000 , 54.990000 , 89.990000 , 24.810000 , 31.700000 , 33.140000 , 58.060000 , 12.383300 , 105.660000 , 22.410000 , 30.010000 , 42.170000 , 41.310000 , 47.360000 , 53.390000 , 114.270000 , 89.800000 , 79.330000 , 104.500000 , 105.600000 
03/09/2010, 41.210000 , 21.030000 , 103.830000 , 40.640000 , 54.850000 , 90.230000 , 24.760000 , 31.480000 , 32.980000 , 58.060000 , 12.423900 , 105.660000 , 22.520000 , 29.930000 , 42.510000 , 41.410000 , 47.100000 , 53.460000 , 114.430000 , 89.820000 , 79.390000 , 104.440000 , 105.710000 
03/10/2010, 41.490000 , 21.280000 , 103.820000 , 40.400000 , 55.060000 , 90.070000 , 25.010000 , 31.660000 , 32.970000 , 58.520000 , 12.561900 , 105.740000 , 22.680000 , 29.940000 , 42.610000 , 41.520000 , 47.540000 , 53.430000 , 114.970000 , 89.590000 , 79.330000 , 104.600000 , 105.760000 
03/11/2010, 41.510000 , 21.400000 , 103.870000 , 40.800000 , 55.300000 , 90.000000 , 25.090000 , 31.980000 , 33.160000 , 58.470000 , 12.667500 , 105.660000 , 22.750000 , 30.010000 , 42.530000 , 41.360000 , 47.770000 , 53.670000 , 115.450000 , 89.920000 , 79.300000 , 104.480000 , 106.270000 
03/12/2010, 41.360000 , 21.550000 , 104.240000 , 41.120000 , 55.670000 , 90.110000 , 25.160000 , 32.160000 , 33.330000 , 58.510000 , 12.626900 , 105.990000 , 22.760000 , 29.840000 , 42.410000 , 41.240000 , 47.950000 , 53.780000 , 115.460000 , 90.480000 , 79.350000 , 104.580000 , 106.430000 
03/15/2010, 41.070000 , 21.370000 , 104.180000 , 41.040000 , 55.280000 , 90.160000 , 24.950000 , 31.840000 , 33.230000 , 57.900000 , 12.618800 , 105.950000 , 22.730000 , 29.950000 , 42.160000 , 40.750000 , 47.520000 , 53.630000 , 115.490000 , 90.390000 , 79.460000 , 104.400000 , 106.590000 
03/16/2010, 41.600000 , 21.680000 , 104.590000 , 41.440000 , 55.950000 , 90.490000 , 25.300000 , 32.300000 , 33.740000 , 58.440000 , 12.773000 , 106.330000 , 22.880000 , 30.280000 , 42.780000 , 40.960000 , 48.360000 , 54.230000 , 116.410000 , 91.070000 , 79.590000 , 104.610000 , 107.050000 
03/17/2010, 42.050000 , 21.760000 , 104.780000 , 41.560000 , 56.260000 , 90.600000 , 25.290000 , 32.520000 , 33.980000 , 59.050000 , 12.927300 , 106.730000 , 22.980000 , 30.400000 , 43.250000 , 41.620000 , 48.550000 , 54.440000 , 117.100000 , 91.440000 , 79.610000 , 104.640000 , 107.530000 
03/18/2010, 41.730000 , 21.610000 , 104.430000 , 41.280000 , 55.940000 , 90.360000 , 25.080000 , 32.420000 , 33.720000 , 58.180000 , 12.854200 , 106.590000 , 23.010000 , 30.280000 , 43.040000 , 41.420000 , 48.150000 , 54.290000 , 117.037500 , 91.180000 , 79.480000 , 104.430000 , 107.950000 
03/19/2010, 41.200000 , 21.340000 , 104.280000 , 41.240000 , 55.400000 , 90.250000 , 24.770000 , 32.000000 , 33.280000 , 57.280000 , 12.740600 , 106.490000 , 22.780000 , 29.940000 , 42.680000 , 41.080000 , 47.490000 , 53.980000 , 115.960000 , 91.260000 , 79.530000 , 104.480000 , 107.350000 
03/22/2010, 41.340000 , 21.370000 , 104.420000 , 41.400000 , 55.550000 , 90.490000 , 24.830000 , 32.120000 , 33.770000 , 57.150000 , 12.805500 , 106.630000 , 22.960000 , 29.770000 , 42.850000 , 41.100000 , 47.660000 , 54.220000 , 116.570000 , 91.360000 , 79.620000 , 104.550000 , 107.820000 
03/23/2010, 41.640000 , 21.480000 , 104.340000 , 41.800000 , 55.920000 , 90.350000 , 24.970000 , 32.300000 , 34.190000 , 57.360000 , 12.911100 , 106.630000 , 23.180000 , 29.870000 , 43.390000 , 41.230000 , 47.930000 , 54.440000 , 117.410000 , 90.950000 , 79.630000 , 104.590000 , 108.850000 
03/24/2010, 41.020000 , 21.180000 , 103.430000 , 41.120000 , 54.990000 , 89.450000 , 24.500000 , 31.880000 , 34.120000 , 57.030000 , 12.919200 , 105.760000 , 23.040000 , 29.570000 , 42.670000 , 40.750000 , 47.000000 , 53.940000 , 116.830000 , 89.270000 , 79.200000 , 104.300000 , 108.400000 
03/25/2010, 40.900000 , 21.340000 , 103.390000 , 40.880000 , 54.930000 , 89.110000 , 24.580000 , 31.800000 , 33.450000 , 56.050000 , 12.984200 , 105.410000 , 23.090000 , 29.380000 , 42.570000 , 40.020000 , 47.160000 , 53.550000 , 116.650000 , 88.670000 , 78.970000 , 104.340000 , 108.430000 
03/26/2010, 41.100000 , 21.590000 , 103.500000 , 41.520000 , 55.510000 , 89.330000 , 24.890000 , 31.940000 , 33.680000 , 56.090000 , 12.992300 , 105.740000 , 23.040000 , 29.430000 , 42.860000 , 40.830000 , 47.620000 , 54.160000 , 116.582000 , 89.030000 , 79.140000 , 104.450000 , 108.450000 
03/29/2010, 41.840000 , 21.840000 , 103.360000 , 42.040000 , 55.980000 , 89.170000 , 25.080000 , 32.300000 , 34.010000 , 57.200000 , 13.024800 , 105.660000 , 23.090000 , 29.810000 , 43.380000 , 41.640000 , 48.010000 , 54.900000 , 117.350000 , 88.600000 , 78.970000 , 104.450000 , 108.940000 
03/30/2010, 42.030000 , 21.780000 , 103.450000 , 42.280000 , 55.980000 , 89.270000 , 25.040000 , 32.340000 , 34.090000 , 57.250000 , 12.927300 , 105.770000 , 23.170000 , 29.750000 , 43.510000 , 42.260000 , 47.790000 , 55.100000 , 117.400000 , 88.890000 , 79.130000 , 104.520000 , 109.130000 
03/31/2010, 42.110000 , 21.880000 , 103.900000 , 41.720000 , 56.010000 , 89.470000 , 25.080000 , 32.540000 , 33.920000 , 57.520000 , 12.951700 , 105.760000 , 23.100000 , 29.670000 , 42.960000 , 42.110000 , 48.130000 , 54.570000 , 117.000000 , 89.500000 , 79.210000 , 104.590000 , 108.610000 
04/01/2010, 43.210000 , 22.230000 , 103.440000 , 42.360000 , 56.950000 , 89.040000 , 25.550000 , 33.160000 , 34.510000 , 58.550000 , 13.073500 , 105.570000 , 23.070000 , 30.070000 , 43.790000 , 43.270000 , 49.010000 , 55.490000 , 117.800000 , 88.980000 , 78.940000 , 104.400000 , 109.270000 
04/05/2010, 43.610000 , 22.270000 , 102.710000 , 42.320000 , 57.050000 , 88.260000 , 25.570000 , 33.460000 , 34.930000 , 59.580000 , 13.203400 , 104.590000 , 23.320000 , 30.250000 , 44.100000 , 43.780000 , 49.130000 , 55.450000 , 118.750000 , 87.490000 , 78.480000 , 103.930000 , 109.730000 
04/06/2010, 43.750000 , 22.100000 , 103.110000 , 42.360000 , 56.900000 , 88.500000 , 25.450000 , 33.340000 , 34.990000 , 59.580000 , 13.325200 , 104.840000 , 23.330000 , 30.490000 , 44.340000 , 43.840000 , 48.860000 , 55.660000 , 119.010000 , 87.610000 , 78.540000 , 104.110000 , 109.720000 
04/07/2010, 43.360000 , 21.870000 , 103.860000 , 42.440000 , 56.470000 , 89.070000 , 25.070000 , 33.060000 , 34.770000 , 58.990000 , 13.276500 , 105.360000 , 23.260000 , 30.220000 , 44.070000 , 43.580000 , 48.240000 , 55.350000 , 118.360000 , 88.740000 , 78.830000 , 104.200000 , 109.060000 
04/08/2010, 43.520000 , 21.850000 , 103.750000 , 42.440000 , 56.410000 , 88.980000 , 25.010000 , 33.040000 , 34.850000 , 59.200000 , 13.382000 , 105.180000 , 23.300000 , 30.020000 , 44.040000 , 43.830000 , 48.160000 , 55.560000 , 118.750000 , 88.800000 , 78.790000 , 104.110000 , 109.370000 
04/09/2010, 43.780000 , 22.170000 , 103.840000 , 42.520000 , 57.140000 , 89.080000 , 25.490000 , 33.480000 , 34.910000 , 59.840000 , 13.422600 , 105.210000 , 23.460000 , 30.240000 , 44.460000 , 44.590000 , 49.110000 , 55.840000 , 119.550000 , 88.990000 , 78.950000 , 104.000000 , 110.020000 
04/12/2010, 43.450000 , 22.340000 , 104.150000 , 42.520000 , 57.330000 , 89.270000 , 25.720000 , 33.440000 , 34.780000 , 59.970000 , 13.487600 , 105.520000 , 23.530000 , 30.320000 , 44.280000 , 44.010000 , 49.450000 , 55.700000 , 119.750000 , 89.430000 , 79.010000 , 104.220000 , 110.140000 
04/13/2010, 43.360000 , 22.370000 , 104.240000 , 42.360000 , 57.290000 , 89.450000 , 25.660000 , 33.420000 , 34.690000 , 59.760000 , 13.487600 , 105.890000 , 23.600000 , 30.160000 , 44.200000 , 43.840000 , 49.400000 , 55.550000 , 119.830000 , 89.730000 , 79.180000 , 104.150000 , 110.250000 
04/14/2010, 44.000000 , 22.630000 , 104.110000 , 42.560000 , 58.050000 , 89.240000 , 26.020000 , 33.880000 , 34.900000 , 60.320000 , 13.844900 , 105.800000 , 23.930000 , 30.190000 , 45.120000 , 44.260000 , 50.120000 , 56.210000 , 121.190000 , 89.120000 , 79.120000 , 104.290000 , 111.280000 
04/15/2010, 43.740000 , 22.580000 , 104.410000 , 42.800000 , 57.980000 , 89.370000 , 25.850000 , 34.120000 , 34.920000 , 60.320000 , 13.788100 , 106.010000 , 24.050000 , 30.180000 , 44.950000 , 43.930000 , 50.050000 , 56.260000 , 121.290000 , 89.210000 , 79.250000 , 104.310000 , 111.550000 
04/16/2010, 42.450000 , 22.110000 , 104.640000 , 42.040000 , 56.730000 , 89.910000 , 25.230000 , 33.480000 , 34.310000 , 59.310000 , 13.268400 , 106.350000 , 23.730000 , 29.830000 , 43.810000 , 42.310000 , 48.890000 , 55.150000 , 119.360000 , 89.870000 , 79.420000 , 104.400000 , 110.180000 
04/19/2010, 42.290000 , 21.990000 , 104.390000 , 41.920000 , 56.570000 , 89.700000 , 25.150000 , 33.180000 , 34.360000 , 59.350000 , 13.406400 , 106.050000 , 23.790000 , 29.860000 , 43.710000 , 41.910000 , 48.730000 , 55.020000 , 119.840000 , 89.670000 , 79.310000 , 104.370000 , 110.840000 
04/20/2010, 42.810000 , 22.240000 , 104.630000 , 41.760000 , 56.930000 , 89.730000 , 25.310000 , 33.540000 , 34.460000 , 60.570000 , 13.593200 , 106.150000 , 23.910000 , 30.240000 , 44.180000 , 42.590000 , 49.210000 , 55.210000 , 120.870000 , 89.960000 , 79.390000 , 104.410000 , 111.140000 
04/21/2010, 42.620000 , 22.110000 , 104.910000 , 41.920000 , 56.540000 , 90.030000 , 25.010000 , 33.340000 , 34.360000 , 60.480000 , 13.512000 , 106.510000 , 23.960000 , 30.260000 , 43.900000 , 41.990000 , 48.720000 , 54.890000 , 120.660000 , 90.670000 , 79.450000 , 104.480000 , 111.140000 
04/22/2010, 42.830000 , 21.910000 , 104.690000 , 41.600000 , 56.040000 , 89.840000 , 24.660000 , 33.060000 , 34.690000 , 60.570000 , 13.593200 , 106.340000 , 24.010000 , 30.370000 , 43.790000 , 42.180000 , 48.180000 , 54.780000 , 121.000000 , 90.420000 , 79.400000 , 104.370000 , 111.360000 
04/23/2010, 43.060000 , 22.170000 , 104.680000 , 41.840000 , 56.460000 , 89.570000 , 24.880000 , 33.420000 , 35.010000 , 62.090000 , 13.625700 , 106.300000 , 24.070000 , 30.610000 , 43.660000 , 42.040000 , 48.760000 , 54.850000 , 121.812500 , 90.090000 , 79.330000 , 104.330000 , 111.960000 
04/26/2010, 43.070000 , 22.260000 , 104.780000 , 42.120000 , 56.510000 , 89.630000 , 24.920000 , 33.360000 , 35.160000 , 61.880000 , 13.406400 , 106.310000 , 24.050000 , 30.500000 , 43.600000 , 42.080000 , 48.660000 , 55.180000 , 121.350000 , 90.200000 , 79.320000 , 104.360000 , 112.070000 
04/27/2010, 41.540000 , 21.320000 , 105.360000 , 41.360000 , 54.280000 , 90.480000 , 23.530000 , 32.060000 , 33.940000 , 59.980000 , 12.951700 , 106.440000 , 23.580000 , 29.970000 , 42.150000 , 40.470000 , 46.280000 , 53.700000 , 118.480000 , 91.490000 , 79.600000 , 104.360000 , 109.890000 
04/28/2010, 41.870000 , 21.210000 , 105.170000 , 41.240000 , 54.260000 , 90.000000 , 23.430000 , 32.120000 , 34.280000 , 60.600000 , 13.130300 , 106.650000 , 23.660000 , 30.270000 , 42.770000 , 40.900000 , 46.150000 , 53.970000 , 119.380000 , 90.700000 , 79.540000 , 104.390000 , 110.550000 
04/29/2010, 42.570000 , 21.470000 , 105.720000 , 41.680000 , 55.100000 , 90.170000 , 23.860000 , 32.520000 , 34.570000 , 60.680000 , 13.447000 , 106.870000 , 23.890000 , 30.310000 , 43.120000 , 41.020000 , 47.040000 , 54.580000 , 120.857500 , 91.040000 , 79.570000 , 104.380000 , 111.690000 
04/30/2010, 42.030000 , 21.390000 , 106.050000 , 41.560000 , 54.430000 , 90.720000 , 23.650000 , 31.840000 , 34.040000 , 59.960000 , 13.114100 , 107.310000 , 23.400000 , 30.450000 , 42.220000 , 40.840000 , 46.340000 , 53.980000 , 118.812500 , 92.130000 , 79.800000 , 104.420000 , 110.100000 
05/03/2010, 42.280000 , 21.510000 , 105.710000 , 41.720000 , 54.790000 , 90.220000 , 23.870000 , 31.760000 , 34.010000 , 60.580000 , 13.365800 , 106.940000 , 23.700000 , 30.840000 , 42.740000 , 41.210000 , 46.580000 , 54.420000 , 120.350000 , 91.690000 , 79.520000 , 104.140000 , 111.540000 
05/04/2010, 40.370000 , 20.620000 , 105.870000 , 40.280000 , 52.630000 , 90.810000 , 22.670000 , 31.100000 , 32.840000 , 59.090000 , 13.008500 , 107.020000 , 23.040000 , 30.290000 , 40.740000 , 39.660000 , 44.670000 , 52.310000 , 117.520000 , 93.340000 , 79.740000 , 104.200000 , 109.360000 
05/05/2010, 39.630000 , 20.050000 , 105.940000 , 40.280000 , 51.620000 , 91.160000 , 21.940000 , 30.160000 , 32.560000 , 58.040000 , 12.937500 , 106.610000 , 22.950000 , 30.090000 , 40.290000 , 39.080000 , 43.460000 , 52.110000 , 116.840000 , 93.880000 , 79.800000 , 104.160000 , 108.770000 
05/06/2010, 37.990000 , 19.340000 , 106.400000 , 40.080000 , 49.350000 , 92.180000 , 20.710000 , 28.760000 , 31.470000 , 56.060000 , 12.383300 , 104.750000 , 22.190000 , 29.260000 , 37.940000 , 37.760000 , 41.130000 , 50.990000 , 112.942000 , 96.790000 , 80.100000 , 103.990000 , 105.220000 
05/07/2010, 38.190000 , 19.180000 , 106.200000 , 39.760000 , 49.230000 , 91.940000 , 20.640000 , 28.580000 , 31.130000 , 54.990000 , 12.261500 , 105.190000 , 21.750000 , 29.090000 , 38.260000 , 38.230000 , 40.970000 , 50.680000 , 111.260000 , 95.590000 , 79.900000 , 103.310000 , 103.780000 
05/10/2010, 40.950000 , 20.190000 , 105.890000 , 40.840000 , 52.400000 , 91.210000 , 22.500000 , 30.120000 , 32.500000 , 57.330000 , 12.943600 , 105.610000 , 22.740000 , 30.010000 , 40.730000 , 40.350000 , 44.340000 , 52.860000 , 116.160000 , 93.580000 , 79.810000 , 103.500000 , 108.040000 
05/11/2010, 40.220000 , 20.140000 , 106.070000 , 40.000000 , 51.530000 , 91.340000 , 22.210000 , 29.980000 , 32.200000 , 56.990000 , 12.886700 , 105.870000 , 22.600000 , 30.040000 , 39.940000 , 39.620000 , 43.610000 , 51.760000 , 115.810000 , 93.330000 , 79.900000 , 103.720000 , 107.640000 
05/12/2010, 40.700000 , 20.650000 , 106.190000 , 40.360000 , 52.140000 , 91.100000 , 22.510000 , 30.140000 , 32.850000 , 57.830000 , 13.024800 , 105.860000 , 23.130000 , 30.310000 , 40.250000 , 39.830000 , 44.330000 , 52.180000 , 117.450000 , 92.610000 , 79.700000 , 103.770000 , 109.260000 
05/13/2010, 40.320000 , 20.450000 , 106.320000 , 40.000000 , 51.450000 , 91.310000 , 22.100000 , 29.760000 , 32.390000 , 57.380000 , 12.805500 , 106.130000 , 22.870000 , 30.170000 , 40.000000 , 39.610000 , 43.470000 , 51.760000 , 115.990000 , 93.260000 , 79.850000 , 103.870000 , 108.100000 
05/14/2010, 39.500000 , 19.850000 , 106.500000 , 39.680000 , 50.010000 , 91.900000 , 21.180000 , 28.780000 , 31.600000 , 56.180000 , 12.464500 , 106.170000 , 22.420000 , 29.940000 , 38.790000 , 38.850000 , 42.000000 , 50.910000 , 113.890000 , 94.890000 , 80.120000 , 103.700000 , 106.510000 
05/17/2010, 39.250000 , 19.910000 , 106.230000 , 39.640000 , 50.060000 , 91.760000 , 21.150000 , 28.960000 , 31.580000 , 55.640000 , 12.472600 , 106.360000 , 22.510000 , 29.970000 , 38.590000 , 38.690000 , 42.100000 , 50.930000 , 113.950000 , 94.540000 , 80.130000 , 103.740000 , 106.530000 
05/18/2010, 38.430000 , 19.630000 , 106.800000 , 38.920000 , 48.980000 , 92.410000 , 20.650000 , 28.300000 , 31.050000 , 55.130000 , 12.115300 , 106.650000 , 22.190000 , 29.670000 , 37.800000 , 38.435000 , 41.180000 , 49.810000 , 112.420000 , 96.000000 , 80.440000 , 103.860000 , 105.430000 
05/19/2010, 38.060000 , 19.650000 , 106.100000 , 39.280000 , 49.170000 , 92.540000 , 21.010000 , 28.240000 , 31.050000 , 54.590000 , 12.131500 , 106.710000 , 22.020000 , 29.390000 , 36.860000 , 38.380000 , 41.520000 , 49.600000 , 111.770000 , 96.300000 , 80.460000 , 103.810000 , 104.730000 
05/20/2010, 36.160000 , 19.090000 , 106.092000 , 38.640000 , 47.460000 , 93.380000 , 20.350000 , 27.160000 , 29.630000 , 52.090000 , 11.571200 , 106.380000 , 21.290000 , 28.450000 , 34.740000 , 37.022500 , 40.190000 , 48.140000 , 107.540000 , 98.360000 , 80.590000 , 103.610000 , 101.040000 
05/21/2010, 37.350000 , 19.230000 , 106.150000 , 39.040000 , 48.600000 , 93.450000 , 20.810000 , 27.860000 , 30.400000 , 53.020000 , 11.985400 , 106.110000 , 21.470000 , 28.620000 , 36.070000 , 38.210000 , 41.160000 , 49.120000 , 109.115000 , 98.430000 , 80.700000 , 103.420000 , 101.920000 
05/24/2010, 36.950000 , 18.760000 , 105.990000 , 38.440000 , 47.510000 , 93.440000 , 20.140000 , 27.400000 , 29.870000 , 51.870000 , 11.636200 , 106.480000 , 21.360000 , 28.380000 , 36.040000 , 38.440000 , 39.970000 , 48.830000 , 107.720000 , 98.120000 , 80.690000 , 103.670000 , 100.670000 
