major,minor,Cash0,Cash1,Cash2,Close,Share0,Share1,Share2,Total0,Total1,Total2
AAPL US Equity,2007-05-01,10.37,10.37,10.37,14.21,703.0,703.0,703.0,10000.0,10000.0,10000.0
AAPL US Equity,2007-05-02,10.37,10.37,10.37,14.34,703.0,703.0,703.0,10091.39,10091.39,10091.39
AAPL US Equity,2007-05-03,10.37,10.37,10.37,14.34,703.0,703.0,703.0,10091.39,10091.39,10091.39
AAPL US Equity,2007-05-04,10.37,10.37,10.37,14.4,703.0,703.0,703.0,10133.57,10133.57,10133.57
AAPL US Equity,2007-05-07,10.37,10.37,10.37,14.85,703.0,703.0,703.0,10449.92,10449.92,10449.92
AAPL US Equity,2007-05-08,10.37,10.37,10.37,15.01,703.0,703.0,703.0,10562.4,10562.4,10562.4
AAPL US Equity,2007-05-09,10.37,10.37,10.37,15.27,703.0,703.0,703.0,10745.18,10745.18,10745.18
AAPL US Equity,2007-05-10,10.37,10.37,10.37,15.33,703.0,703.0,703.0,10787.36,10787.36,10787.36
AAPL US Equity,2007-05-11,10.37,10.37,10.37,15.53,703.0,703.0,703.0,10927.96,10927.96,10927.96
AAPL US Equity,2007-05-14,10.37,10.37,10.37,15.62,703.0,703.0,703.0,10991.23,10991.23,10991.23
AAPL US Equity,2007-05-15,10.37,10.37,10.37,15.36,703.0,703.0,703.0,10808.45,10808.45,10808.45
AAPL US Equity,2007-05-16,10.37,10.37,10.37,15.33,703.0,703.0,703.0,10787.36,10787.36,10787.36
AAPL US Equity,2007-05-17,10.37,10.37,10.37,15.63,703.0,703.0,703.0,10998.26,10998.26,10998.26
AAPL US Equity,2007-05-18,10.37,10.37,10.37,15.72,703.0,703.0,703.0,11061.53,11061.53,11061.53
AAPL US Equity,2007-05-21,10.37,10.37,10.37,16.0,703.0,703.0,703.0,11258.37,11258.37,11258.37
AAPL US Equity,2007-05-22,10.37,10.37,10.37,16.22,703.0,703.0,703.0,11413.03,11413.03,11413.03
AAPL US Equity,2007-05-23,10.37,10.37,10.37,16.13,703.0,703.0,703.0,11349.76,11349.76,11349.76
AAPL US Equity,2007-05-24,10.37,10.37,10.37,15.81,703.0,703.0,703.0,11124.8,11124.8,11124.8
AAPL US Equity,2007-05-25,10.37,10.37,10.37,16.23,703.0,703.0,703.0,11420.06,11420.06,11420.06
AAPL US Equity,2007-05-29,10.37,10.37,10.37,16.34,703.0,703.0,703.0,11497.39,11497.39,11497.39
AAPL US Equity,2007-05-30,10.37,10.37,10.37,16.97,703.0,703.0,703.0,11940.28,11940.28,11940.28
AAPL US Equity,2007-05-31,10.37,10.37,10.37,17.31,703.0,703.0,703.0,12179.3,12179.3,12179.3
AAPL US Equity,2007-06-01,10.37,10.37,10.37,16.91,703.0,703.0,703.0,11898.1,11898.1,11898.1
AAPL US Equity,2007-06-04,10.37,10.37,10.37,17.33,703.0,703.0,703.0,12193.36,12193.36,12193.36
AAPL US Equity,2007-06-05,10.37,10.37,10.37,17.52,703.0,703.0,703.0,12326.93,12326.93,12326.93
AAPL US Equity,2007-06-06,10.37,10.37,10.37,17.66,703.0,703.0,703.0,12425.35,12425.35,12425.35
AAPL US Equity,2007-06-07,10.37,10.37,10.37,17.72,703.0,703.0,703.0,12467.53,12467.53,12467.53
AAPL US Equity,2007-06-08,10.37,10.37,10.37,17.78,703.0,703.0,703.0,12509.71,12509.71,12509.71
AAPL US Equity,2007-06-11,10.37,10.37,10.37,17.17,703.0,703.0,703.0,12080.88,12080.88,12080.88
AAPL US Equity,2007-06-12,10.37,10.37,10.37,17.2,703.0,703.0,703.0,12101.97,12101.97,12101.97
AAPL US Equity,2007-06-13,10.37,10.37,10.37,16.79,703.0,703.0,703.0,11813.74,11813.74,11813.74
AAPL US Equity,2007-06-14,10.37,2401.73,2401.73,16.96,703.0,562.0,562.0,11933.25,11933.25,11933.25
AAPL US Equity,2007-06-15,10.37,2401.73,2401.73,17.21,703.0,562.0,562.0,12109.0,12073.75,12073.75
AAPL US Equity,2007-06-18,10.37,2401.73,2401.73,17.87,703.0,562.0,562.0,12572.98,12444.67,12444.67
AAPL US Equity,2007-06-19,10.37,2401.73,2401.73,17.67,703.0,562.0,562.0,12432.38,12332.27,12332.27
AAPL US Equity,2007-06-20,10.37,2401.73,2401.73,17.36,703.0,562.0,562.0,12214.45,12158.05,12158.05
AAPL US Equity,2007-06-21,10.37,2401.73,2401.73,17.7,703.0,562.0,562.0,12453.47,12349.13,12349.13
AAPL US Equity,2007-06-22,10.37,2401.73,2401.73,17.57,703.0,562.0,562.0,12362.08,12276.07,12276.07
AAPL US Equity,2007-06-25,10.37,2401.73,2401.73,17.48,703.0,562.0,562.0,12298.81,12225.49,12225.49
AAPL US Equity,2007-06-26,10.37,2401.73,2401.73,17.09,703.0,562.0,562.0,12024.64,12006.31,12006.31
AAPL US Equity,2007-06-27,10.37,2401.73,2401.73,17.41,703.0,562.0,562.0,12249.6,12186.15,12186.15
AAPL US Equity,2007-06-28,10.37,2401.73,2401.73,17.22,703.0,562.0,562.0,12116.03,12079.37,12079.37
AAPL US Equity,2007-06-29,10.37,2401.73,2401.73,17.43,703.0,562.0,562.0,12263.66,12197.39,12197.39
AAPL US Equity,2007-07-02,10.37,11.57,11.57,17.32,703.0,700.0,700.0,12186.33,12135.57,12135.57
AAPL US Equity,2007-07-03,10.37,11.57,11.57,18.17,703.0,700.0,700.0,12783.88,12730.57,12730.57
AAPL US Equity,2007-07-05,10.37,11.57,11.57,18.96,703.0,700.0,700.0,13339.25,13283.57,13283.57
AAPL US Equity,2007-07-06,10.37,11.57,11.57,18.9,703.0,700.0,700.0,13297.07,13241.57,13241.57
AAPL US Equity,2007-07-09,10.37,11.57,11.57,18.62,703.0,700.0,700.0,13100.23,13045.57,13045.57
AAPL US Equity,2007-07-10,10.37,11.57,11.57,18.91,703.0,700.0,700.0,13304.1,13248.57,13248.57
AAPL US Equity,2007-07-11,10.37,11.57,11.57,18.91,703.0,700.0,700.0,13304.1,13248.57,13248.57
AAPL US Equity,2007-07-12,10.37,11.57,11.57,19.15,703.0,700.0,700.0,13472.82,13416.57,13416.57
AAPL US Equity,2007-07-13,10.37,11.57,11.57,19.68,703.0,700.0,700.0,13845.41,13787.57,13787.57
AAPL US Equity,2007-07-16,10.37,11.57,11.57,19.73,703.0,700.0,700.0,13880.56,13822.57,13822.57
AAPL US Equity,2007-07-17,10.37,11.57,11.57,19.84,703.0,700.0,700.0,13957.89,13899.57,13899.57
AAPL US Equity,2007-07-18,10.37,11.57,11.57,19.73,703.0,700.0,700.0,13880.56,13822.57,13822.57
AAPL US Equity,2007-07-19,10.37,11.57,11.57,20.0,703.0,700.0,700.0,14070.37,14011.57,14011.57
AAPL US Equity,2007-07-20,10.37,11.57,11.57,20.54,703.0,700.0,700.0,14449.99,14389.57,14389.57
AAPL US Equity,2007-07-23,10.37,11.57,11.57,20.53,703.0,700.0,700.0,14442.96,14382.57,14382.57
AAPL US Equity,2007-07-24,10.37,11.57,11.57,19.27,703.0,700.0,700.0,13557.18,13500.57,13500.57
AAPL US Equity,2007-07-25,10.37,2756.97,2756.97,19.61,703.0,560.0,560.0,13796.2,13738.57,13738.57
AAPL US Equity,2007-07-26,10.37,2756.97,2756.97,20.86,703.0,560.0,560.0,14674.95,14438.57,14438.57
AAPL US Equity,2007-07-27,10.37,2756.97,2756.97,20.55,703.0,560.0,560.0,14457.02,14264.97,14264.97
AAPL US Equity,2007-07-30,10.37,2756.97,2756.97,20.2,703.0,560.0,560.0,14210.97,14068.97,14068.97
AAPL US Equity,2007-07-31,10.37,2756.97,2756.97,18.82,703.0,560.0,560.0,13240.83,13296.17,13296.17
AAPL US Equity,2007-08-01,10.37,17.79,17.79,19.29,703.0,702.0,702.0,13571.24,13559.37,13559.37
AAPL US Equity,2007-08-02,10.37,17.79,17.79,19.5,703.0,702.0,702.0,13718.87,13706.79,13706.79
AAPL US Equity,2007-08-03,10.37,17.79,17.79,18.84,703.0,702.0,702.0,13254.89,13243.47,13243.47
AAPL US Equity,2007-08-06,10.37,17.79,17.79,19.32,703.0,702.0,702.0,13592.33,13580.43,13580.43
AAPL US Equity,2007-08-07,10.37,17.79,17.79,19.29,703.0,702.0,702.0,13571.24,13559.37,13559.37
AAPL US Equity,2007-08-08,10.37,17.79,17.79,19.14,703.0,702.0,702.0,13465.79,13454.07,13454.07
AAPL US Equity,2007-08-09,10.37,17.79,17.79,18.06,703.0,702.0,702.0,12706.55,12695.91,12695.91
AAPL US Equity,2007-08-10,10.37,2536.05,2536.05,17.86,703.0,561.0,561.0,12565.95,12555.51,12555.51
AAPL US Equity,2007-08-13,10.37,2536.05,2536.05,18.26,703.0,561.0,561.0,12847.15,12779.91,12779.91
AAPL US Equity,2007-08-14,10.37,2536.05,2536.05,17.72,703.0,561.0,561.0,12467.53,12476.97,12476.97
AAPL US Equity,2007-08-15,10.37,2536.05,2536.05,17.13,703.0,561.0,561.0,12052.76,12145.98,12145.98
AAPL US Equity,2007-08-16,10.37,2536.05,4425.41,16.72,703.0,561.0,448.0,11764.53,11915.97,11915.97
AAPL US Equity,2007-08-17,10.37,2536.05,4425.41,17.44,703.0,561.0,448.0,12270.69,12319.89,12238.53
AAPL US Equity,2007-08-20,10.37,2536.05,4425.41,17.46,703.0,561.0,448.0,12284.75,12331.11,12247.49
AAPL US Equity,2007-08-21,10.37,2536.05,4425.41,18.22,703.0,561.0,448.0,12819.03,12757.47,12587.97
AAPL US Equity,2007-08-22,10.37,2536.05,4425.41,18.93,703.0,561.0,448.0,13318.16,13155.78,12906.05
AAPL US Equity,2007-08-23,10.37,2536.05,4425.41,18.72,703.0,561.0,448.0,13170.53,13037.97,12811.97
AAPL US Equity,2007-08-24,10.37,2536.05,4425.41,19.33,703.0,561.0,448.0,13599.36,13380.18,13085.25
AAPL US Equity,2007-08-27,10.37,2536.05,4425.41,18.89,703.0,561.0,448.0,13290.04,13133.34,12888.13
AAPL US Equity,2007-08-28,10.37,2536.05,4425.41,18.12,703.0,561.0,448.0,12748.73,12701.37,12543.17
AAPL US Equity,2007-08-29,10.37,2536.05,4425.41,19.15,703.0,561.0,448.0,13472.82,13279.2,13004.61
AAPL US Equity,2007-08-30,10.37,2536.05,4425.41,19.46,703.0,561.0,448.0,13690.75,13453.11,13143.49
AAPL US Equity,2007-08-31,10.37,2536.05,4425.41,19.78,703.0,561.0,448.0,13915.71,13632.63,13286.85
AAPL US Equity,2007-09-04,10.37,3.48,19.15,20.59,703.0,684.0,662.0,14485.14,14087.04,13649.73
AAPL US Equity,2007-09-05,10.37,3.48,19.15,19.54,703.0,684.0,662.0,13746.99,13368.84,12954.63
AAPL US Equity,2007-09-06,10.37,2646.21,2584.72,19.29,703.0,547.0,529.0,13571.24,13197.84,12789.13
AAPL US Equity,2007-09-07,10.37,2646.21,2584.72,18.82,703.0,547.0,529.0,13240.83,12940.75,12540.5
AAPL US Equity,2007-09-10,10.37,2646.21,2584.72,19.53,703.0,547.0,529.0,13739.96,13329.12,12916.09
AAPL US Equity,2007-09-11,10.37,2646.21,2584.72,19.36,703.0,547.0,529.0,13620.45,13236.13,12826.16
AAPL US Equity,2007-09-12,10.37,2646.21,2584.72,19.55,703.0,547.0,529.0,13754.02,13340.06,12926.67
AAPL US Equity,2007-09-13,10.37,2646.21,2584.72,19.6,703.0,547.0,529.0,13789.17,13367.41,12953.12
AAPL US Equity,2007-09-14,10.37,2646.21,2584.72,19.83,703.0,547.0,529.0,13950.86,13493.22,13074.79
AAPL US Equity,2007-09-17,10.37,2646.21,2584.72,19.77,703.0,547.0,529.0,13908.68,13460.4,13043.05
AAPL US Equity,2007-09-18,10.37,2646.21,2584.72,20.13,703.0,547.0,529.0,14161.76,13657.32,13233.49
AAPL US Equity,2007-09-19,10.37,2646.21,2584.72,20.11,703.0,547.0,529.0,14147.7,13646.38,13222.91
AAPL US Equity,2007-09-20,10.37,2646.21,2584.72,20.04,703.0,547.0,529.0,14098.49,13608.09,13185.88
AAPL US Equity,2007-09-21,10.37,2646.21,2584.72,20.59,703.0,547.0,529.0,14485.14,13908.94,13476.83
AAPL US Equity,2007-09-24,10.37,2646.21,2584.72,21.18,703.0,547.0,529.0,14899.91,14231.67,13788.94
AAPL US Equity,2007-09-25,10.37,2646.21,2584.72,21.88,703.0,547.0,529.0,15392.01,14614.57,14159.24
AAPL US Equity,2007-09-26,10.37,2646.21,2584.72,21.82,703.0,547.0,529.0,15349.83,14581.75,14127.5
AAPL US Equity,2007-09-27,10.37,2646.21,2584.72,22.07,703.0,547.0,529.0,15525.58,14718.5,14259.75
AAPL US Equity,2007-09-28,10.37,2646.21,2584.72,21.92,703.0,547.0,529.0,15420.13,14636.45,14180.4
AAPL US Equity,2007-10-01,10.37,11.27,16.77,22.33,703.0,665.0,644.0,15708.36,14860.72,14397.29
AAPL US Equity,2007-10-02,10.37,11.27,16.77,22.64,703.0,665.0,644.0,15926.29,15066.87,14596.93
AAPL US Equity,2007-10-03,10.37,11.27,16.77,22.56,703.0,665.0,644.0,15870.05,15013.67,14545.41
AAPL US Equity,2007-10-04,10.37,11.27,16.77,22.32,703.0,665.0,644.0,15701.33,14854.07,14390.85
AAPL US Equity,2007-10-05,10.37,11.27,16.77,23.06,703.0,665.0,644.0,16221.55,15346.17,14867.41
AAPL US Equity,2007-10-08,10.37,11.27,16.77,23.99,703.0,665.0,644.0,16875.34,15964.62,15466.33
AAPL US Equity,2007-10-09,10.37,11.27,16.77,23.98,703.0,665.0,644.0,16868.31,15957.97,15459.89
AAPL US Equity,2007-10-10,10.37,11.27,16.77,23.83,703.0,665.0,644.0,16762.86,15858.22,15363.29
AAPL US Equity,2007-10-11,10.37,11.27,16.77,23.18,703.0,665.0,644.0,16305.91,15425.97,14944.69
AAPL US Equity,2007-10-12,10.37,11.27,16.77,23.89,703.0,665.0,644.0,16805.04,15898.12,15401.93
AAPL US Equity,2007-10-15,10.37,11.27,16.77,23.85,703.0,665.0,644.0,16776.92,15871.52,15376.17
AAPL US Equity,2007-10-16,10.37,11.27,16.77,24.23,703.0,665.0,644.0,17044.06,16124.22,15620.89
AAPL US Equity,2007-10-17,10.37,11.27,16.77,24.68,703.0,665.0,644.0,17360.41,16423.47,15910.69
AAPL US Equity,2007-10-18,10.37,11.27,16.77,24.79,703.0,665.0,644.0,17437.74,16496.62,15981.53
AAPL US Equity,2007-10-19,10.37,11.27,16.77,24.35,703.0,665.0,644.0,17128.42,16204.02,15698.17
AAPL US Equity,2007-10-22,10.37,11.27,16.77,24.91,703.0,665.0,644.0,17522.1,16576.42,16058.81
AAPL US Equity,2007-10-23,10.37,11.27,16.77,26.59,703.0,665.0,644.0,18703.14,17693.62,17140.73
AAPL US Equity,2007-10-24,10.37,11.27,16.77,26.56,703.0,665.0,644.0,18682.05,17673.67,17121.41
AAPL US Equity,2007-10-25,10.37,11.27,16.77,26.11,703.0,665.0,644.0,18365.7,17374.42,16831.61
AAPL US Equity,2007-10-26,10.37,11.27,16.77,26.39,703.0,665.0,644.0,18562.54,17560.62,17011.93
AAPL US Equity,2007-10-29,10.37,11.27,16.77,26.44,703.0,665.0,644.0,18597.69,17593.87,17044.13
AAPL US Equity,2007-10-30,10.37,11.27,16.77,26.71,703.0,665.0,644.0,18787.5,17773.42,17218.01
AAPL US Equity,2007-10-31,10.37,11.27,16.77,27.14,703.0,665.0,644.0,19089.79,18059.37,17494.93
AAPL US Equity,2007-11-01,10.37,11.27,16.77,26.78,703.0,665.0,644.0,18836.71,17819.97,17263.09
AAPL US Equity,2007-11-02,10.37,11.27,16.77,26.84,703.0,665.0,644.0,18878.89,17859.87,17301.73
AAPL US Equity,2007-11-05,10.37,11.27,16.77,26.6,703.0,665.0,644.0,18710.17,17700.27,17147.17
AAPL US Equity,2007-11-06,10.37,11.27,16.77,27.4,703.0,665.0,644.0,19272.57,18232.27,17662.37
AAPL US Equity,2007-11-07,10.37,11.27,16.77,26.61,703.0,665.0,644.0,18717.2,17706.92,17153.61
AAPL US Equity,2007-11-08,10.37,11.27,16.77,25.07,703.0,665.0,644.0,17634.58,16682.82,16161.85
AAPL US Equity,2007-11-09,10.37,3152.73,3063.75,23.62,703.0,532.0,515.0,16615.23,15718.57,15228.05
AAPL US Equity,2007-11-12,10.37,3152.73,5326.66,21.97,703.0,532.0,412.0,15455.28,14840.77,14378.3
AAPL US Equity,2007-11-13,10.37,3152.73,5326.66,24.28,703.0,532.0,412.0,17079.21,16069.69,15330.02
AAPL US Equity,2007-11-14,10.37,3152.73,5326.66,23.73,703.0,532.0,412.0,16692.56,15777.09,15103.42
AAPL US Equity,2007-11-15,10.37,3152.73,5326.66,23.47,703.0,532.0,412.0,16509.78,15638.77,14996.3
AAPL US Equity,2007-11-16,10.37,3152.73,5326.66,23.77,703.0,532.0,412.0,16720.68,15798.37,15119.9
AAPL US Equity,2007-11-19,10.37,3152.73,5326.66,23.42,703.0,532.0,412.0,16474.63,15612.17,14975.7
AAPL US Equity,2007-11-20,10.37,3152.73,5326.66,24.12,703.0,532.0,412.0,16966.73,15984.57,15264.1
AAPL US Equity,2007-11-21,10.37,3152.73,5326.66,24.07,703.0,532.0,412.0,16931.58,15957.97,15243.5
AAPL US Equity,2007-11-23,10.37,3152.73,5326.66,24.51,703.0,532.0,412.0,17240.9,16192.05,15424.78
AAPL US Equity,2007-11-26,10.37,3152.73,5326.66,24.65,703.0,532.0,412.0,17339.32,16266.53,15482.46
AAPL US Equity,2007-11-27,10.37,3152.73,5326.66,24.97,703.0,532.0,412.0,17564.28,16436.77,15614.3
AAPL US Equity,2007-11-28,10.37,3152.73,5326.66,25.75,703.0,532.0,412.0,18112.62,16851.73,15935.66
AAPL US Equity,2007-11-29,10.37,3152.73,5326.66,26.33,703.0,532.0,412.0,18520.36,17160.29,16174.62
AAPL US Equity,2007-11-30,10.37,3152.73,5326.66,26.03,703.0,532.0,412.0,18309.46,17000.69,16051.02
AAPL US Equity,2007-12-03,10.37,10.08,12.26,25.55,703.0,655.0,620.0,17972.02,16745.33,15853.26
AAPL US Equity,2007-12-04,10.37,10.08,12.26,25.69,703.0,655.0,620.0,18070.44,16837.03,15940.06
AAPL US Equity,2007-12-05,10.37,10.08,12.26,26.5,703.0,655.0,620.0,18639.87,17367.58,16442.26
AAPL US Equity,2007-12-06,10.37,10.08,12.26,27.14,703.0,655.0,620.0,19089.79,17786.78,16839.06
AAPL US Equity,2007-12-07,10.37,10.08,12.26,27.76,703.0,655.0,620.0,19525.65,18192.88,17223.46
AAPL US Equity,2007-12-10,10.37,10.08,12.26,27.74,703.0,655.0,620.0,19511.59,18179.78,17211.06
AAPL US Equity,2007-12-11,10.37,10.08,12.26,26.93,703.0,655.0,620.0,18942.16,17649.23,16708.86
AAPL US Equity,2007-12-12,10.37,10.08,12.26,27.27,703.0,655.0,620.0,19181.18,17871.93,16919.66
AAPL US Equity,2007-12-13,10.37,10.08,12.26,27.4,703.0,655.0,620.0,19272.57,17957.08,17000.26
AAPL US Equity,2007-12-14,10.37,10.08,12.26,27.2,703.0,655.0,620.0,19131.97,17826.08,16876.26
AAPL US Equity,2007-12-17,10.37,10.08,12.26,26.34,703.0,655.0,620.0,18527.39,17262.78,16343.06
AAPL US Equity,2007-12-18,10.37,3434.42,3253.62,26.14,703.0,524.0,496.0,18386.79,17131.78,16219.06
AAPL US Equity,2007-12-19,10.37,3434.42,3253.62,26.16,703.0,524.0,496.0,18400.85,17142.26,16228.98
AAPL US Equity,2007-12-20,10.37,3434.42,3253.62,26.74,703.0,524.0,496.0,18808.59,17446.18,16516.66
AAPL US Equity,2007-12-21,10.37,3434.42,3253.62,27.7,703.0,524.0,496.0,19483.47,17949.22,16992.82
AAPL US Equity,2007-12-24,10.37,3434.42,3253.62,28.4,703.0,524.0,496.0,19975.57,18316.02,17340.02
AAPL US Equity,2007-12-26,10.37,3434.42,3253.62,28.42,703.0,524.0,496.0,19989.63,18326.5,17349.94
AAPL US Equity,2007-12-27,10.37,3434.42,3253.62,28.37,703.0,524.0,496.0,19954.48,18300.3,17325.14
AAPL US Equity,2007-12-28,10.37,3434.42,3253.62,28.55,703.0,524.0,496.0,20081.02,18394.62,17414.42
AAPL US Equity,2007-12-31,10.37,3434.42,3253.62,28.3,703.0,524.0,496.0,19905.27,18263.62,17290.42
AAPL US Equity,2008-01-02,10.37,11.33,25.34,27.83,703.0,647.0,612.0,19574.86,18017.34,17057.3
AAPL US Equity,2008-01-03,10.37,11.33,25.34,27.85,703.0,647.0,612.0,19588.92,18030.28,17069.54
AAPL US Equity,2008-01-04,10.37,11.33,25.34,25.72,703.0,647.0,612.0,18091.53,16652.17,15765.98
AAPL US Equity,2008-01-07,10.37,3310.73,3147.08,25.38,703.0,517.0,489.0,17852.51,16432.19,15557.9
AAPL US Equity,2008-01-08,10.37,3310.73,3147.08,24.46,703.0,517.0,489.0,17205.75,15956.55,15108.02
AAPL US Equity,2008-01-09,10.37,3310.73,3147.08,25.63,703.0,517.0,489.0,18028.26,16561.44,15680.15
AAPL US Equity,2008-01-10,10.37,3310.73,3147.08,25.43,703.0,517.0,489.0,17887.66,16458.04,15582.35
AAPL US Equity,2008-01-11,10.37,3310.73,3147.08,24.67,703.0,517.0,489.0,17353.38,16065.12,15210.71
AAPL US Equity,2008-01-14,10.37,3310.73,3147.08,25.54,703.0,517.0,489.0,17964.99,16514.91,15636.14
AAPL US Equity,2008-01-15,10.37,3310.73,3147.08,24.15,703.0,517.0,489.0,16987.82,15796.28,14956.43
AAPL US Equity,2008-01-16,10.37,3310.73,5382.46,22.81,703.0,517.0,391.0,16045.8,15103.5,14301.17
AAPL US Equity,2008-01-17,10.37,3310.73,5382.46,22.98,703.0,517.0,391.0,16165.31,15191.39,14367.64
AAPL US Equity,2008-01-18,10.37,3310.73,5382.46,23.05,703.0,517.0,391.0,16214.52,15227.58,14395.01
AAPL US Equity,2008-01-22,10.37,3310.73,5382.46,22.23,703.0,517.0,391.0,15638.06,14803.64,14074.39
AAPL US Equity,2008-01-23,10.37,3310.73,5382.46,19.87,703.0,517.0,391.0,13978.98,13583.52,13151.63
AAPL US Equity,2008-01-24,10.37,13325.02,5382.46,19.37,703.0,0.0,391.0,13627.48,13325.02,12956.13
AAPL US Equity,2008-01-25,10.37,13325.02,5382.46,18.57,703.0,0.0,391.0,13065.08,13325.02,12643.33
AAPL US Equity,2008-01-28,10.37,13325.02,12643.33,18.57,703.0,0.0,0.0,13065.08,13325.02,12643.33
AAPL US Equity,2008-01-29,10.37,13325.02,12643.33,18.79,703.0,0.0,0.0,13219.74,13325.02,12643.33
AAPL US Equity,2008-01-30,10.37,13325.02,12643.33,18.88,703.0,0.0,0.0,13283.01,13325.02,12643.33
AAPL US Equity,2008-01-31,10.37,13325.02,12643.33,19.34,703.0,0.0,0.0,13606.39,13325.02,12643.33
AAPL US Equity,2008-02-01,10.37,5.35,11.62,19.11,703.0,697.0,661.0,13444.7,13325.02,12643.33
AAPL US Equity,2008-02-04,10.37,5.35,11.62,18.81,703.0,697.0,661.0,13233.8,13115.92,12445.03
AAPL US Equity,2008-02-05,10.37,5.35,11.62,18.48,703.0,697.0,661.0,13001.81,12885.91,12226.9
AAPL US Equity,2008-02-06,10.37,5.35,11.62,17.43,703.0,697.0,661.0,12263.66,12154.06,11532.85
AAPL US Equity,2008-02-07,10.37,2430.15,2315.18,17.32,703.0,557.0,528.0,12186.33,12077.39,11460.14
AAPL US Equity,2008-02-08,10.37,2430.15,2315.18,17.93,703.0,557.0,528.0,12615.16,12417.16,11782.22
AAPL US Equity,2008-02-11,10.37,2430.15,2315.18,18.49,703.0,557.0,528.0,13008.84,12729.08,12077.9
AAPL US Equity,2008-02-12,10.37,2430.15,2315.18,17.84,703.0,557.0,528.0,12551.89,12367.03,11734.7
AAPL US Equity,2008-02-13,10.37,2430.15,2315.18,18.49,703.0,557.0,528.0,13008.84,12729.08,12077.9
AAPL US Equity,2008-02-14,10.37,2430.15,2315.18,18.21,703.0,557.0,528.0,12812.0,12573.12,11930.06
AAPL US Equity,2008-02-15,10.37,2430.15,2315.18,17.8,703.0,557.0,528.0,12523.77,12344.75,11713.58
AAPL US Equity,2008-02-19,10.37,2430.15,2315.18,17.45,703.0,557.0,528.0,12277.72,12149.8,11528.78
AAPL US Equity,2008-02-20,10.37,2430.15,4190.32,17.69,703.0,557.0,422.0,12446.44,12283.48,11655.5
AAPL US Equity,2008-02-21,10.37,2430.15,4190.32,17.36,703.0,557.0,422.0,12214.45,12099.67,11516.24
AAPL US Equity,2008-02-22,10.37,2430.15,4190.32,17.07,703.0,557.0,422.0,12010.58,11938.14,11393.86
AAPL US Equity,2008-02-25,10.37,2430.15,4190.32,17.11,703.0,557.0,422.0,12038.7,11960.42,11410.74
AAPL US Equity,2008-02-26,10.37,2430.15,4190.32,17.02,703.0,557.0,422.0,11975.43,11910.29,11372.76
AAPL US Equity,2008-02-27,10.37,2430.15,4190.32,17.57,703.0,557.0,422.0,12362.08,12216.64,11604.86
AAPL US Equity,2008-02-28,10.37,2430.15,4190.32,18.56,703.0,557.0,422.0,13058.05,12768.07,12022.64
AAPL US Equity,2008-02-29,10.37,2430.15,4190.32,17.86,703.0,557.0,422.0,12565.95,12378.17,11727.24
AAPL US Equity,2008-03-03,10.37,12.94,16.72,17.39,703.0,696.0,662.0,12235.54,12116.38,11528.9
AAPL US Equity,2008-03-04,10.37,12.94,16.72,17.8,703.0,696.0,662.0,12523.77,12401.74,11800.32
AAPL US Equity,2008-03-05,10.37,12.94,16.72,17.78,703.0,696.0,662.0,12509.71,12387.82,11787.08
AAPL US Equity,2008-03-06,10.37,12.94,16.72,17.28,703.0,696.0,662.0,12158.21,12039.82,11456.08
AAPL US Equity,2008-03-07,10.37,12.94,16.72,17.46,703.0,696.0,662.0,12284.75,12165.1,11575.24
AAPL US Equity,2008-03-10,10.37,12.94,16.72,17.1,703.0,696.0,662.0,12031.67,11914.54,11336.92
AAPL US Equity,2008-03-11,10.37,12.94,16.72,18.19,703.0,696.0,662.0,12797.94,12673.18,12058.5
AAPL US Equity,2008-03-12,10.37,12.94,16.72,18.0,703.0,696.0,662.0,12664.37,12540.94,11932.72
AAPL US Equity,2008-03-13,10.37,12.94,16.72,18.28,703.0,696.0,662.0,12861.21,12735.82,12118.08
AAPL US Equity,2008-03-14,10.37,12.94,16.72,18.09,703.0,696.0,662.0,12727.64,12603.58,11992.3
AAPL US Equity,2008-03-17,10.37,12.94,16.72,18.1,703.0,696.0,662.0,12734.67,12610.54,11998.92
AAPL US Equity,2008-03-18,10.37,12.94,16.72,18.97,703.0,696.0,662.0,13346.28,13216.06,12574.86
AAPL US Equity,2008-03-19,10.37,12.94,16.72,18.52,703.0,696.0,662.0,13029.93,12902.86,12276.96
AAPL US Equity,2008-03-20,10.37,12.94,16.72,19.04,703.0,696.0,662.0,13395.49,13264.78,12621.2
AAPL US Equity,2008-03-24,10.37,12.94,16.72,19.93,703.0,696.0,662.0,14021.16,13884.22,13210.38
AAPL US Equity,2008-03-25,10.37,12.94,16.72,20.14,703.0,696.0,662.0,14168.79,14030.38,13349.4
AAPL US Equity,2008-03-26,10.37,12.94,16.72,20.72,703.0,696.0,662.0,14576.53,14434.06,13733.36
AAPL US Equity,2008-03-27,10.37,12.94,16.72,20.04,703.0,696.0,662.0,14098.49,13960.78,13283.2
AAPL US Equity,2008-03-28,10.37,12.94,16.72,20.43,703.0,696.0,662.0,14372.66,14232.22,13541.38
AAPL US Equity,2008-03-31,10.37,12.94,16.72,20.5,703.0,696.0,662.0,14421.87,14280.94,13587.72
AAPL US Equity,2008-04-01,10.37,12.94,16.72,21.36,703.0,696.0,662.0,15026.45,14879.5,14157.04
