major,minor,Cash0,Cash1,Cash2,Close,Share0,Share1,Share2,Total0,Total1,Total2
AMZN US Equity,2008-03-25,26.03,26.65,51.83,75.17,163.0,167.0,173.0,12278.74,12580.04,13056.24
AMZN US Equity,2008-03-26,26.03,26.65,51.83,73.8,163.0,167.0,173.0,12055.43,12351.25,12819.23
AMZN US Equity,2008-03-27,26.03,26.65,51.83,70.8,163.0,167.0,173.0,11566.43,11850.25,12300.23
AMZN US Equity,2008-03-28,26.03,2398.49,2493.43,69.76,163.0,133.0,138.0,11396.91,11676.57,12120.31
AMZN US Equity,2008-03-31,26.03,2398.49,2493.43,71.3,163.0,133.0,138.0,11647.93,11881.39,12332.83
AMZN US Equity,2008-04-01,26.03,20.79,39.03,76.7,163.0,164.0,170.0,12528.13,12599.59,13078.03
AMZN US Equity,2008-04-02,26.03,20.79,39.03,77.37,163.0,164.0,170.0,12637.34,12709.47,13191.93
AMZN US Equity,2008-04-03,26.03,20.79,39.03,74.94,163.0,164.0,170.0,12241.25,12310.95,12778.83
AMZN US Equity,2008-04-04,26.03,20.79,39.03,76.87,163.0,164.0,170.0,12555.84,12627.47,13106.93
AMZN US Equity,2008-04-07,26.03,20.79,39.03,76.9,163.0,164.0,170.0,12560.73,12632.39,13112.03
AMZN US Equity,2008-04-08,26.03,20.79,39.03,77.3,163.0,164.0,170.0,12625.93,12697.99,13180.03
AMZN US Equity,2008-04-09,26.03,20.79,39.03,74.39,163.0,164.0,170.0,12151.6,12220.75,12685.33
AMZN US Equity,2008-04-10,26.03,20.79,39.03,74.83,163.0,164.0,170.0,12223.32,12292.91,12760.13
AMZN US Equity,2008-04-11,26.03,20.79,39.03,71.99,163.0,164.0,170.0,11760.4,11827.15,12277.33
AMZN US Equity,2008-04-14,26.03,2416.92,2507.77,72.61,163.0,131.0,136.0,11861.46,11928.83,12382.73
AMZN US Equity,2008-04-15,26.03,2416.92,2507.77,72.5,163.0,131.0,136.0,11843.53,11914.42,12367.77
AMZN US Equity,2008-04-16,26.03,2416.92,2507.77,74.59,163.0,131.0,136.0,12184.2,12188.21,12652.01
AMZN US Equity,2008-04-17,26.03,2416.92,2507.77,74.04,163.0,131.0,136.0,12094.55,12116.16,12577.21
AMZN US Equity,2008-04-18,26.03,2416.92,2507.77,80.1,163.0,131.0,136.0,13082.33,12910.02,13401.37
AMZN US Equity,2008-04-21,26.03,2416.92,2507.77,80.18,163.0,131.0,136.0,13095.37,12920.5,13412.25
AMZN US Equity,2008-04-22,26.03,2416.92,2507.77,79.6,163.0,131.0,136.0,13000.83,12844.52,13333.37
AMZN US Equity,2008-04-23,26.03,2416.92,2507.77,81.0,163.0,131.0,136.0,13229.03,13027.92,13523.77
AMZN US Equity,2008-04-24,26.03,2416.92,2507.77,77.69,163.0,131.0,136.0,12689.5,12594.31,13073.61
AMZN US Equity,2008-04-25,26.03,2416.92,2507.77,80.86,163.0,131.0,136.0,13206.21,13009.58,13504.73
AMZN US Equity,2008-04-28,26.03,2416.92,2507.77,81.97,163.0,131.0,136.0,13387.14,13154.99,13655.69
AMZN US Equity,2008-04-29,26.03,2416.92,2507.77,80.74,163.0,131.0,136.0,13186.65,12993.86,13488.41
AMZN US Equity,2008-04-30,26.03,2416.92,2507.77,78.63,163.0,131.0,136.0,12842.72,12717.45,13201.45
AMZN US Equity,2008-05-01,26.03,36.12,47.61,79.36,163.0,161.0,167.0,12961.71,12813.08,13300.73
AMZN US Equity,2008-05-02,26.03,36.12,47.61,77.31,163.0,161.0,167.0,12627.56,12483.03,12958.38
AMZN US Equity,2008-05-05,26.03,36.12,47.61,75.92,163.0,161.0,167.0,12400.99,12259.24,12726.25
AMZN US Equity,2008-05-06,26.03,36.12,47.61,75.71,163.0,161.0,167.0,12366.76,12225.43,12691.18
AMZN US Equity,2008-05-07,26.03,36.12,47.61,73.18,163.0,161.0,167.0,11954.37,11818.1,12268.67
AMZN US Equity,2008-05-08,26.03,2438.19,2522.47,72.79,163.0,128.0,133.0,11890.8,11755.31,12203.54
AMZN US Equity,2008-05-09,26.03,2438.19,2522.47,72.41,163.0,128.0,133.0,11828.86,11706.67,12153.0
AMZN US Equity,2008-05-12,26.03,2438.19,2522.47,74.53,163.0,128.0,133.0,12174.42,11978.03,12434.96
AMZN US Equity,2008-05-13,26.03,2438.19,2522.47,74.56,163.0,128.0,133.0,12179.31,11981.87,12438.95
AMZN US Equity,2008-05-14,26.03,2438.19,2522.47,74.2,163.0,128.0,133.0,12120.63,11935.79,12391.07
AMZN US Equity,2008-05-15,26.03,2438.19,2522.47,76.12,163.0,128.0,133.0,12433.59,12181.55,12646.43
AMZN US Equity,2008-05-16,26.03,2438.19,2522.47,76.46,163.0,128.0,133.0,12489.01,12225.07,12691.65
AMZN US Equity,2008-05-19,26.03,2438.19,2522.47,82.29,163.0,128.0,133.0,13439.3,12971.31,13467.04
AMZN US Equity,2008-05-20,26.03,2438.19,2522.47,80.72,163.0,128.0,133.0,13183.39,12770.35,13258.23
AMZN US Equity,2008-05-21,26.03,2438.19,2522.47,78.3,163.0,128.0,133.0,12788.93,12460.59,12936.37
AMZN US Equity,2008-05-22,26.03,2438.19,2522.47,79.26,163.0,128.0,133.0,12945.41,12583.47,13064.05
AMZN US Equity,2008-05-23,26.03,2438.19,2522.47,78.35,163.0,128.0,133.0,12797.08,12466.99,12943.02
AMZN US Equity,2008-05-27,26.03,2438.19,2522.47,80.62,163.0,128.0,133.0,13167.09,12757.55,13244.93
AMZN US Equity,2008-05-28,26.03,2438.19,2522.47,80.08,163.0,128.0,133.0,13079.07,12688.43,13173.11
AMZN US Equity,2008-05-29,26.03,2438.19,2522.47,80.35,163.0,128.0,133.0,13123.08,12722.99,13209.02
AMZN US Equity,2008-05-30,26.03,2438.19,2522.47,81.62,163.0,128.0,133.0,13330.09,12885.55,13377.93
AMZN US Equity,2008-06-02,26.03,31.29,35.34,80.23,163.0,158.0,164.0,13103.52,12707.63,13193.06
AMZN US Equity,2008-06-03,26.03,31.29,35.34,80.11,163.0,158.0,164.0,13083.96,12688.67,13173.38
AMZN US Equity,2008-06-04,26.03,31.29,35.34,81.5,163.0,158.0,164.0,13310.53,12908.29,13401.34
AMZN US Equity,2008-06-05,26.03,31.29,35.34,84.51,163.0,158.0,164.0,13801.16,13383.87,13894.98
AMZN US Equity,2008-06-06,26.03,31.29,35.34,80.63,163.0,158.0,164.0,13168.72,12770.83,13258.66
AMZN US Equity,2008-06-09,26.03,31.29,35.34,79.43,163.0,158.0,164.0,12973.12,12581.23,13061.86
AMZN US Equity,2008-06-10,26.03,2579.13,2662.8,79.62,163.0,126.0,131.0,13004.09,12611.25,13093.02
AMZN US Equity,2008-06-11,26.03,2579.13,2662.8,77.28,163.0,126.0,131.0,12622.67,12316.41,12786.48
AMZN US Equity,2008-06-12,26.03,2579.13,2662.8,76.15,163.0,126.0,131.0,12438.48,12174.03,12638.45
AMZN US Equity,2008-06-13,26.03,2579.13,2662.8,79.17,163.0,126.0,131.0,12930.74,12554.55,13034.07
AMZN US Equity,2008-06-16,26.03,2579.13,2662.8,81.7,163.0,126.0,131.0,13343.13,12873.33,13365.5
AMZN US Equity,2008-06-17,26.03,2579.13,2662.8,82.97,163.0,126.0,131.0,13550.14,13033.35,13531.87
AMZN US Equity,2008-06-18,26.03,2579.13,2662.8,82.52,163.0,126.0,131.0,13476.79,12976.65,13472.92
AMZN US Equity,2008-06-19,26.03,2579.13,2662.8,84.26,163.0,126.0,131.0,13760.41,13195.89,13700.86
AMZN US Equity,2008-06-20,26.03,2579.13,2662.8,81.1,163.0,126.0,131.0,13245.33,12797.73,13286.9
AMZN US Equity,2008-06-23,26.03,2579.13,2662.8,80.68,163.0,126.0,131.0,13176.87,12744.81,13231.88
AMZN US Equity,2008-06-24,26.03,2579.13,2662.8,79.64,163.0,126.0,131.0,13007.35,12613.77,13095.64
AMZN US Equity,2008-06-25,26.03,2579.13,4836.57,80.51,163.0,126.0,104.0,13149.16,12723.39,13209.61
AMZN US Equity,2008-06-26,26.03,2579.13,4836.57,76.3,163.0,126.0,104.0,12462.93,12192.93,12771.77
AMZN US Equity,2008-06-27,26.03,2579.13,4836.57,74.66,163.0,126.0,104.0,12195.61,11986.29,12601.21
AMZN US Equity,2008-06-30,26.03,2579.13,4836.57,73.33,163.0,126.0,104.0,11978.82,11818.71,12462.89
AMZN US Equity,2008-07-01,26.03,2.43,51.27,73.62,163.0,161.0,169.0,12026.09,11855.25,12493.05
AMZN US Equity,2008-07-02,26.03,2.43,51.27,71.44,163.0,161.0,169.0,11670.75,11504.27,12124.63
AMZN US Equity,2008-07-03,26.03,2.43,51.27,72.0,163.0,161.0,169.0,11762.03,11594.43,12219.27
AMZN US Equity,2008-07-07,26.03,2.43,51.27,72.49,163.0,161.0,169.0,11841.9,11673.32,12302.08
AMZN US Equity,2008-07-08,26.03,2.43,51.27,75.04,163.0,161.0,169.0,12257.55,12083.87,12733.03
BRK/B US Equity,2007-05-01,47.44,47.44,47.44,72.12,138.0,138.0,138.0,10000.0,10000.0,10000.0
BRK/B US Equity,2007-05-02,47.44,47.44,47.44,72.38,138.0,138.0,138.0,10035.88,10035.88,10035.88
BRK/B US Equity,2007-05-03,47.44,47.44,47.44,72.36,138.0,138.0,138.0,10033.12,10033.12,10033.12
BRK/B US Equity,2007-05-04,47.44,47.44,47.44,72.62,138.0,138.0,138.0,10069.0,10069.0,10069.0
BRK/B US Equity,2007-05-07,47.44,47.44,47.44,73.58,138.0,138.0,138.0,10201.48,10201.48,10201.48
BRK/B US Equity,2007-05-08,47.44,47.44,47.44,72.36,138.0,138.0,138.0,10033.12,10033.12,10033.12
BRK/B US Equity,2007-05-09,47.44,47.44,47.44,72.74,138.0,138.0,138.0,10085.56,10085.56,10085.56
BRK/B US Equity,2007-05-10,47.44,47.44,47.44,72.74,138.0,138.0,138.0,10085.56,10085.56,10085.56
BRK/B US Equity,2007-05-11,47.44,47.44,47.44,73.36,138.0,138.0,138.0,10171.12,10171.12,10171.12
BRK/B US Equity,2007-05-14,47.44,47.44,47.44,72.8,138.0,138.0,138.0,10093.84,10093.84,10093.84
BRK/B US Equity,2007-05-15,47.44,47.44,47.44,72.66,138.0,138.0,138.0,10074.52,10074.52,10074.52
BRK/B US Equity,2007-05-16,47.44,47.44,47.44,72.6,138.0,138.0,138.0,10066.24,10066.24,10066.24
BRK/B US Equity,2007-05-17,47.44,47.44,47.44,72.26,138.0,138.0,138.0,10019.32,10019.32,10019.32
BRK/B US Equity,2007-05-18,47.44,47.44,47.44,72.09,138.0,138.0,138.0,9995.86,9995.86,9995.86
BRK/B US Equity,2007-05-21,47.44,47.44,47.44,72.62,138.0,138.0,138.0,10069.0,10069.0,10069.0
BRK/B US Equity,2007-05-22,47.44,47.44,47.44,72.87,138.0,138.0,138.0,10103.5,10103.5,10103.5
BRK/B US Equity,2007-05-23,47.44,47.44,47.44,72.78,138.0,138.0,138.0,10091.08,10091.08,10091.08
BRK/B US Equity,2007-05-24,47.44,47.44,47.44,72.45,138.0,138.0,138.0,10045.54,10045.54,10045.54
BRK/B US Equity,2007-05-25,47.44,47.44,47.44,73.2,138.0,138.0,138.0,10149.04,10149.04,10149.04
BRK/B US Equity,2007-05-29,47.44,47.44,47.44,72.68,138.0,138.0,138.0,10077.28,10077.28,10077.28
BRK/B US Equity,2007-05-30,47.44,47.44,47.44,72.56,138.0,138.0,138.0,10060.72,10060.72,10060.72
BRK/B US Equity,2007-05-31,47.44,47.44,47.44,72.5,138.0,138.0,138.0,10052.44,10052.44,10052.44
BRK/B US Equity,2007-06-01,47.44,47.44,47.44,72.7,138.0,138.0,138.0,10080.04,10080.04,10080.04
BRK/B US Equity,2007-06-04,47.44,47.44,47.44,72.9,138.0,138.0,138.0,10107.64,10107.64,10107.64
BRK/B US Equity,2007-06-05,47.44,47.44,47.44,72.38,138.0,138.0,138.0,10035.88,10035.88,10035.88
BRK/B US Equity,2007-06-06,47.44,47.44,47.44,72.12,138.0,138.0,138.0,10000.0,10000.0,10000.0
BRK/B US Equity,2007-06-07,47.44,47.44,47.44,72.54,138.0,138.0,138.0,10057.96,10057.96,10057.96
BRK/B US Equity,2007-06-08,47.44,47.44,47.44,72.24,138.0,138.0,138.0,10016.56,10016.56,10016.56
BRK/B US Equity,2007-06-11,47.44,47.44,47.44,72.63,138.0,138.0,138.0,10070.38,10070.38,10070.38
BRK/B US Equity,2007-06-12,47.44,47.44,47.44,72.36,138.0,138.0,138.0,10033.12,10033.12,10033.12
BRK/B US Equity,2007-06-13,47.44,47.44,47.44,72.5,138.0,138.0,138.0,10052.44,10052.44,10052.44
BRK/B US Equity,2007-06-14,47.44,47.44,47.44,72.42,138.0,138.0,138.0,10041.4,10041.4,10041.4
BRK/B US Equity,2007-06-15,47.44,47.44,47.44,72.44,138.0,138.0,138.0,10044.16,10044.16,10044.16
BRK/B US Equity,2007-06-18,47.44,47.44,47.44,72.28,138.0,138.0,138.0,10022.08,10022.08,10022.08
BRK/B US Equity,2007-06-19,47.44,47.44,47.44,72.57,138.0,138.0,138.0,10062.1,10062.1,10062.1
BRK/B US Equity,2007-06-20,47.44,47.44,47.44,72.23,138.0,138.0,138.0,10015.18,10015.18,10015.18
BRK/B US Equity,2007-06-21,47.44,47.44,47.44,71.88,138.0,138.0,138.0,9966.88,9966.88,9966.88
BRK/B US Equity,2007-06-22,47.44,47.44,47.44,71.56,138.0,138.0,138.0,9922.72,9922.72,9922.72
BRK/B US Equity,2007-06-25,47.44,47.44,47.44,71.06,138.0,138.0,138.0,9853.72,9853.72,9853.72
BRK/B US Equity,2007-06-26,47.44,47.44,47.44,70.81,138.0,138.0,138.0,9819.22,9819.22,9819.22
BRK/B US Equity,2007-06-27,47.44,47.44,47.44,71.19,138.0,138.0,138.0,9871.66,9871.66,9871.66
BRK/B US Equity,2007-06-28,47.44,47.44,47.44,71.84,138.0,138.0,138.0,9961.36,9961.36,9961.36
BRK/B US Equity,2007-06-29,47.44,47.44,47.44,72.1,138.0,138.0,138.0,9997.24,9997.24,9997.24
BRK/B US Equity,2007-07-02,47.44,47.44,47.44,72.49,138.0,138.0,138.0,10051.06,10051.06,10051.06
BRK/B US Equity,2007-07-03,47.44,47.44,47.44,72.74,138.0,138.0,138.0,10085.56,10085.56,10085.56
BRK/B US Equity,2007-07-05,47.44,47.44,47.44,73.36,138.0,138.0,138.0,10171.12,10171.12,10171.12
BRK/B US Equity,2007-07-06,47.44,47.44,47.44,74.1,138.0,138.0,138.0,10273.24,10273.24,10273.24
BRK/B US Equity,2007-07-09,47.44,47.44,47.44,74.28,138.0,138.0,138.0,10298.08,10298.08,10298.08
BRK/B US Equity,2007-07-10,47.44,47.44,47.44,74.08,138.0,138.0,138.0,10270.48,10270.48,10270.48
BRK/B US Equity,2007-07-11,47.44,47.44,47.44,73.8,138.0,138.0,138.0,10231.84,10231.84,10231.84
BRK/B US Equity,2007-07-12,47.44,47.44,47.44,73.55,138.0,138.0,138.0,10197.34,10197.34,10197.34
BRK/B US Equity,2007-07-13,47.44,47.44,47.44,73.55,138.0,138.0,138.0,10197.34,10197.34,10197.34
BRK/B US Equity,2007-07-16,47.44,47.44,47.44,73.08,138.0,138.0,138.0,10132.48,10132.48,10132.48
BRK/B US Equity,2007-07-17,47.44,47.44,47.44,73.26,138.0,138.0,138.0,10157.32,10157.32,10157.32
BRK/B US Equity,2007-07-18,47.44,47.44,47.44,72.98,138.0,138.0,138.0,10118.68,10118.68,10118.68
BRK/B US Equity,2007-07-19,47.44,47.44,47.44,72.76,138.0,138.0,138.0,10088.32,10088.32,10088.32
BRK/B US Equity,2007-07-20,47.44,47.44,47.44,72.85,138.0,138.0,138.0,10100.74,10100.74,10100.74
BRK/B US Equity,2007-07-23,47.44,47.44,47.44,72.77,138.0,138.0,138.0,10089.7,10089.7,10089.7
BRK/B US Equity,2007-07-24,47.44,47.44,47.44,72.72,138.0,138.0,138.0,10082.8,10082.8,10082.8
BRK/B US Equity,2007-07-25,47.44,47.44,47.44,72.77,138.0,138.0,138.0,10089.7,10089.7,10089.7
BRK/B US Equity,2007-07-26,47.44,47.44,47.44,71.91,138.0,138.0,138.0,9971.02,9971.02,9971.02
BRK/B US Equity,2007-07-27,47.44,47.44,47.44,72.3,138.0,138.0,138.0,10024.84,10024.84,10024.84
BRK/B US Equity,2007-07-30,47.44,47.44,47.44,71.98,138.0,138.0,138.0,9980.68,9980.68,9980.68
BRK/B US Equity,2007-07-31,47.44,47.44,47.44,72.08,138.0,138.0,138.0,9994.48,9994.48,9994.48
BRK/B US Equity,2007-08-01,47.44,47.44,47.44,71.99,138.0,138.0,138.0,9982.06,9982.06,9982.06
BRK/B US Equity,2007-08-02,47.44,47.44,47.44,71.76,138.0,138.0,138.0,9950.32,9950.32,9950.32
BRK/B US Equity,2007-08-03,47.44,47.44,47.44,71.98,138.0,138.0,138.0,9980.68,9980.68,9980.68
BRK/B US Equity,2007-08-06,47.44,47.44,47.44,73.4,138.0,138.0,138.0,10176.64,10176.64,10176.64
BRK/B US Equity,2007-08-07,47.44,47.44,47.44,73.84,138.0,138.0,138.0,10237.36,10237.36,10237.36
BRK/B US Equity,2007-08-08,47.44,47.44,47.44,73.74,138.0,138.0,138.0,10223.56,10223.56,10223.56
BRK/B US Equity,2007-08-09,47.44,47.44,47.44,72.86,138.0,138.0,138.0,10102.12,10102.12,10102.12
BRK/B US Equity,2007-08-10,47.44,47.44,47.44,72.5,138.0,138.0,138.0,10052.44,10052.44,10052.44
BRK/B US Equity,2007-08-13,47.44,47.44,47.44,72.78,138.0,138.0,138.0,10091.08,10091.08,10091.08
BRK/B US Equity,2007-08-14,47.44,47.44,47.44,72.58,138.0,138.0,138.0,10063.48,10063.48,10063.48
BRK/B US Equity,2007-08-15,47.44,47.44,47.44,73.1,138.0,138.0,138.0,10135.24,10135.24,10135.24
BRK/B US Equity,2007-08-16,47.44,47.44,47.44,75.83,138.0,138.0,138.0,10511.98,10511.98,10511.98
BRK/B US Equity,2007-08-17,47.44,47.44,47.44,78.96,138.0,138.0,138.0,10943.92,10943.92,10943.92
BRK/B US Equity,2007-08-20,47.44,47.44,47.44,79.24,138.0,138.0,138.0,10982.56,10982.56,10982.56
BRK/B US Equity,2007-08-21,47.44,47.44,47.44,79.65,138.0,138.0,138.0,11039.14,11039.14,11039.14
BRK/B US Equity,2007-08-22,47.44,47.44,47.44,78.78,138.0,138.0,138.0,10919.08,10919.08,10919.08
BRK/B US Equity,2007-08-23,47.44,47.44,47.44,78.9,138.0,138.0,138.0,10935.64,10935.64,10935.64
BRK/B US Equity,2007-08-24,47.44,47.44,47.44,79.9,138.0,138.0,138.0,11073.64,11073.64,11073.64
BRK/B US Equity,2007-08-27,47.44,47.44,47.44,79.31,138.0,138.0,138.0,10992.22,10992.22,10992.22
BRK/B US Equity,2007-08-28,47.44,47.44,47.44,79.3,138.0,138.0,138.0,10990.84,10990.84,10990.84
BRK/B US Equity,2007-08-29,47.44,47.44,47.44,79.0,138.0,138.0,138.0,10949.44,10949.44,10949.44
BRK/B US Equity,2007-08-30,47.44,47.44,47.44,78.97,138.0,138.0,138.0,10945.3,10945.3,10945.3
BRK/B US Equity,2007-08-31,47.44,47.44,47.44,77.8,138.0,138.0,138.0,10783.84,10783.84,10783.84
BRK/B US Equity,2007-09-04,47.44,47.44,47.44,79.14,138.0,138.0,138.0,10968.76,10968.76,10968.76
BRK/B US Equity,2007-09-05,47.44,47.44,47.44,79.58,138.0,138.0,138.0,11029.48,11029.48,11029.48
BRK/B US Equity,2007-09-06,47.44,47.44,47.44,79.99,138.0,138.0,138.0,11086.06,11086.06,11086.06
BRK/B US Equity,2007-09-07,47.44,47.44,47.44,79.59,138.0,138.0,138.0,11030.86,11030.86,11030.86
BRK/B US Equity,2007-09-10,47.44,47.44,47.44,78.86,138.0,138.0,138.0,10930.12,10930.12,10930.12
BRK/B US Equity,2007-09-11,47.44,47.44,47.44,78.97,138.0,138.0,138.0,10945.3,10945.3,10945.3
BRK/B US Equity,2007-09-12,47.44,47.44,47.44,78.97,138.0,138.0,138.0,10945.3,10945.3,10945.3
BRK/B US Equity,2007-09-13,47.44,47.44,47.44,79.14,138.0,138.0,138.0,10968.76,10968.76,10968.76
BRK/B US Equity,2007-09-14,47.44,47.44,47.44,79.92,138.0,138.0,138.0,11076.4,11076.4,11076.4
BRK/B US Equity,2007-09-17,47.44,47.44,47.44,78.95,138.0,138.0,138.0,10942.54,10942.54,10942.54
BRK/B US Equity,2007-09-18,47.44,47.44,47.44,79.04,138.0,138.0,138.0,10954.96,10954.96,10954.96
BRK/B US Equity,2007-09-19,47.44,47.44,47.44,78.01,138.0,138.0,138.0,10812.82,10812.82,10812.82
BRK/B US Equity,2007-09-20,47.44,47.44,47.44,78.3,138.0,138.0,138.0,10852.84,10852.84,10852.84
BRK/B US Equity,2007-09-21,47.44,47.44,47.44,77.8,138.0,138.0,138.0,10783.84,10783.84,10783.84
BRK/B US Equity,2007-09-24,47.44,47.44,47.44,78.08,138.0,138.0,138.0,10822.48,10822.48,10822.48
BRK/B US Equity,2007-09-25,47.44,47.44,47.44,77.89,138.0,138.0,138.0,10796.26,10796.26,10796.26
BRK/B US Equity,2007-09-26,47.44,47.44,47.44,77.98,138.0,138.0,138.0,10808.68,10808.68,10808.68
BRK/B US Equity,2007-09-27,47.44,47.44,47.44,78.27,138.0,138.0,138.0,10848.7,10848.7,10848.7
BRK/B US Equity,2007-09-28,47.44,47.44,47.44,79.04,138.0,138.0,138.0,10954.96,10954.96,10954.96
BRK/B US Equity,2007-10-01,47.44,47.44,47.44,79.18,138.0,138.0,138.0,10974.28,10974.28,10974.28
BRK/B US Equity,2007-10-02,47.44,47.44,47.44,79.93,138.0,138.0,138.0,11077.78,11077.78,11077.78
BRK/B US Equity,2007-10-03,47.44,47.44,47.44,79.64,138.0,138.0,138.0,11037.76,11037.76,11037.76
BRK/B US Equity,2007-10-04,47.44,47.44,47.44,79.4,138.0,138.0,138.0,11004.64,11004.64,11004.64
BRK/B US Equity,2007-10-05,47.44,47.44,47.44,80.58,138.0,138.0,138.0,11167.48,11167.48,11167.48
BRK/B US Equity,2007-10-08,47.44,47.44,47.44,82.2,138.0,138.0,138.0,11391.04,11391.04,11391.04
BRK/B US Equity,2007-10-09,47.44,47.44,47.44,81.78,138.0,138.0,138.0,11333.08,11333.08,11333.08
BRK/B US Equity,2007-10-10,47.44,47.44,47.44,83.2,138.0,138.0,138.0,11529.04,11529.04,11529.04
BRK/B US Equity,2007-10-11,47.44,47.44,47.44,83.9,138.0,138.0,138.0,11625.64,11625.64,11625.64
BRK/B US Equity,2007-10-12,47.44,47.44,47.44,84.68,138.0,138.0,138.0,11733.28,11733.28,11733.28
BRK/B US Equity,2007-10-15,47.44,47.44,47.44,84.16,138.0,138.0,138.0,11661.52,11661.52,11661.52
BRK/B US Equity,2007-10-16,47.44,47.44,47.44,84.64,138.0,138.0,138.0,11727.76,11727.76,11727.76
BRK/B US Equity,2007-10-17,47.44,47.44,47.44,86.7,138.0,138.0,138.0,12012.04,12012.04,12012.04
BRK/B US Equity,2007-10-18,47.44,47.44,47.44,86.0,138.0,138.0,138.0,11915.44,11915.44,11915.44
BRK/B US Equity,2007-10-19,47.44,47.44,47.44,84.86,138.0,138.0,138.0,11758.12,11758.12,11758.12
BRK/B US Equity,2007-10-22,47.44,47.44,47.44,84.26,138.0,138.0,138.0,11675.32,11675.32,11675.32
BRK/B US Equity,2007-10-23,47.44,47.44,47.44,85.12,138.0,138.0,138.0,11794.0,11794.0,11794.0
BRK/B US Equity,2007-10-24,47.44,47.44,47.44,84.94,138.0,138.0,138.0,11769.16,11769.16,11769.16
BRK/B US Equity,2007-10-25,47.44,47.44,47.44,85.05,138.0,138.0,138.0,11784.34,11784.34,11784.34
BRK/B US Equity,2007-10-26,47.44,47.44,47.44,84.66,138.0,138.0,138.0,11730.52,11730.52,11730.52
BRK/B US Equity,2007-10-29,47.44,47.44,47.44,85.46,138.0,138.0,138.0,11840.92,11840.92,11840.92
BRK/B US Equity,2007-10-30,47.44,47.44,47.44,85.8,138.0,138.0,138.0,11887.84,11887.84,11887.84
BRK/B US Equity,2007-10-31,47.44,47.44,47.44,88.28,138.0,138.0,138.0,12230.08,12230.08,12230.08
BRK/B US Equity,2007-11-01,47.44,47.44,47.44,87.54,138.0,138.0,138.0,12127.96,12127.96,12127.96
BRK/B US Equity,2007-11-02,47.44,47.44,47.44,88.04,138.0,138.0,138.0,12196.96,12196.96,12196.96
BRK/B US Equity,2007-11-05,47.44,47.44,47.44,88.74,138.0,138.0,138.0,12293.56,12293.56,12293.56
BRK/B US Equity,2007-11-06,47.44,47.44,47.44,89.47,138.0,138.0,138.0,12394.3,12394.3,12394.3
BRK/B US Equity,2007-11-07,47.44,47.44,47.44,90.06,138.0,138.0,138.0,12475.72,12475.72,12475.72
BRK/B US Equity,2007-11-08,47.44,47.44,47.44,89.7,138.0,138.0,138.0,12426.04,12426.04,12426.04
BRK/B US Equity,2007-11-09,47.44,47.44,47.44,88.66,138.0,138.0,138.0,12282.52,12282.52,12282.52
BRK/B US Equity,2007-11-12,47.44,47.44,47.44,89.38,138.0,138.0,138.0,12381.88,12381.88,12381.88
BRK/B US Equity,2007-11-13,47.44,47.44,47.44,90.48,138.0,138.0,138.0,12533.68,12533.68,12533.68
BRK/B US Equity,2007-11-14,47.44,47.44,47.44,91.4,138.0,138.0,138.0,12660.64,12660.64,12660.64
BRK/B US Equity,2007-11-15,47.44,47.44,47.44,90.11,138.0,138.0,138.0,12482.62,12482.62,12482.62
BRK/B US Equity,2007-11-16,47.44,47.44,47.44,90.88,138.0,138.0,138.0,12588.88,12588.88,12588.88
BRK/B US Equity,2007-11-19,47.44,47.44,47.44,91.3,138.0,138.0,138.0,12646.84,12646.84,12646.84
BRK/B US Equity,2007-11-20,47.44,47.44,47.44,91.03,138.0,138.0,138.0,12609.58,12609.58,12609.58
BRK/B US Equity,2007-11-21,47.44,47.44,47.44,89.43,138.0,138.0,138.0,12388.78,12388.78,12388.78
BRK/B US Equity,2007-11-23,47.44,47.44,47.44,89.5,138.0,138.0,138.0,12398.44,12398.44,12398.44
BRK/B US Equity,2007-11-26,47.44,47.44,47.44,91.26,138.0,138.0,138.0,12641.32,12641.32,12641.32
BRK/B US Equity,2007-11-27,47.44,47.44,47.44,91.54,138.0,138.0,138.0,12679.96,12679.96,12679.96
BRK/B US Equity,2007-11-28,47.44,47.44,47.44,91.5,138.0,138.0,138.0,12674.44,12674.44,12674.44
BRK/B US Equity,2007-11-29,47.44,47.44,47.44,92.76,138.0,138.0,138.0,12848.32,12848.32,12848.32
BRK/B US Equity,2007-11-30,47.44,47.44,47.44,93.8,138.0,138.0,138.0,12991.84,12991.84,12991.84
BRK/B US Equity,2007-12-03,47.44,47.44,47.44,95.0,138.0,138.0,138.0,13157.44,13157.44,13157.44
BRK/B US Equity,2007-12-04,47.44,47.44,47.44,96.45,138.0,138.0,138.0,13357.54,13357.54,13357.54
BRK/B US Equity,2007-12-05,47.44,47.44,47.44,98.1,138.0,138.0,138.0,13585.24,13585.24,13585.24
BRK/B US Equity,2007-12-06,47.44,47.44,47.44,99.02,138.0,138.0,138.0,13712.2,13712.2,13712.2
BRK/B US Equity,2007-12-07,47.44,47.44,47.44,99.0,138.0,138.0,138.0,13709.44,13709.44,13709.44
BRK/B US Equity,2007-12-10,47.44,47.44,47.44,99.7,138.0,138.0,138.0,13806.04,13806.04,13806.04
BRK/B US Equity,2007-12-11,47.44,47.44,47.44,98.44,138.0,138.0,138.0,13632.16,13632.16,13632.16
BRK/B US Equity,2007-12-12,47.44,47.44,47.44,96.18,138.0,138.0,138.0,13320.28,13320.28,13320.28
