Date,AAPL US Equity,BRK/B US Equity,JPM US Equity,JNJ US Equity,PFE US Equity,AMZN US Equity,CMCSA US Equity,WMT US Equity,PG US Equity,GE US Equity,MMM US Equity,XOM US Equity,CVX US Equity,VZ US Equity,NEE US Equity,DUK US Equity,DOW US Equity,DD US Equity,SPG US Equity,GOOGL US Equity
16/2/2012,71.74,78.91,38,64.92,21.33,179.93,14.32,62.04,65.2,19.01,87.65,85.41,106.52,38.05,60.43,63.3,34.44,48,129.69,303.55
17/2/2012,71.73,79.42,38.47,64.99,21.19,182.5,14.59,62.48,64.91,19.28,87.56,85.62,106.66,38.46,60.22,62.7,35,48.9,129.53,302.61
21/2/2012,73.55,79.63,38.46,65.04,21.22,182.26,14.54,60.07,64.42,19.41,87.6,86.57,108.41,38.49,60.41,62.58,34.65,49.02,127.69,307.3
22/2/2012,73.29,78.93,38.07,65,21.36,180.58,14.64,58.6,64.44,19.39,87.76,86.92,107.5,38.21,60.18,62.79,33.67,48.71,126.84,304.27
23/2/2012,73.77,79.37,38.49,65.1,21.03,178.89,14.91,58.54,66.42,19.31,87.9,87.02,108.35,38.13,60.21,62.67,33.86,48.86,127.66,303.35
24/2/2012,74.63,80.04,38.28,64.46,21.18,179.13,14.6,58.79,66.71,19.24,88.2,87.34,109.08,38.14,60.77,63.3,33.82,48.44,128.49,305.25
27/2/2012,75.11,80.25,39.06,64.45,21.26,178.53,14.6,58.46,66.7,19.07,88.07,87.23,109.63,38.13,60.82,63.21,34.19,48.64,128.64,304.95
28/2/2012,76.49,79.44,39.21,65.18,21.22,183.8,14.69,58.93,67.39,19.16,87.77,87.14,109.61,38.15,60.48,63.03,34.35,48.82,128.15,309.5
29/2/2012,77.49,78.45,39.24,65.08,21.13,179.69,14.7,59.08,67.62,19.05,87.6,86.5,109.12,38.11,59.51,62.76,33.51,48.31,127.38,309.43
1/3/2012,77.78,78.78,40.37,64.83,21.49,180.04,14.73,58.82,66.66,19.12,87.49,86.83,109.76,38.43,59.81,62.97,34.1,48.76,128.25,311.5
2/3/2012,77.88,78.29,40.63,64.77,21.41,179.3,14.62,59.01,66.67,18.97,87.52,86.33,109.61,38.67,59.8,63.12,34.2,48.88,129.05,310.93
5/3/2012,76.17,79.17,40.4,64.91,21.5,180.26,14.55,59.4,66.95,18.85,87.06,87.01,109.32,39,59.84,63.27,33.69,48.34,130.14,307.42
6/3/2012,75.75,78.47,39.32,64.35,21.27,181.09,14.46,58.97,66.84,18.42,84.95,85.86,108.85,38.69,59.53,63.06,32.5,47.53,128.57,302.77
7/3/2012,75.81,78.82,39.95,64.3,21.37,183.77,14.62,59.86,66.58,18.77,85.47,85.83,109.46,38.87,59.75,63.09,33.12,47.72,129.96,303.69
8/3/2012,77.43,78.87,40.44,64.85,21.46,187.64,14.81,59.77,66.9,19.03,86.71,84.83,110.03,39.22,59.76,63.45,33.86,48.52,129.98,303.86
9/3/2012,77.88,79.41,41.03,64.74,21.48,184.32,14.92,60.08,66.93,19.04,86.8,84.3,109.57,39.1,60.01,63.45,34.06,48.92,128.3,300.42
12/3/2012,78.86,79.54,40.54,65.1,21.54,183.39,14.81,60.68,67.71,19.13,87.54,85.55,110,39.32,60.77,64.11,33.61,48.64,130.83,302.87
13/3/2012,81.16,80.76,43.39,65.33,22.01,184.59,15.02,61,67.9,19.59,88.75,86.86,111.19,39.48,60.91,64.29,34.6,50.04,132.53,309.19
14/3/2012,84.23,80.71,43.58,65.08,21.93,182.26,14.89,61.08,67.85,19.79,88.87,86.02,110.69,39.47,60.06,63.45,34.45,50.02,132.69,308.29
15/3/2012,83.65,81.34,44.7,65.07,21.91,184.43,14.9,61.23,67.68,20.16,90,86.09,110.03,39.54,60.25,63.39,35,50.88,132.76,310.87
16/3/2012,83.65,81.07,44.57,65.12,21.94,185.05,14.75,60.84,67.25,20.2,89.56,86.44,110.28,39.57,60.16,63.21,35.3,50.71,133.42,312.82
19/3/2012,85.87,81.48,45,65.21,21.88,185.52,14.93,60.74,67.21,20.21,89.74,86.99,110.7,39.65,60.03,62.82,35.44,50.59,135,317.3
20/3/2012,86.57,81.45,45.38,64.96,21.8,192.33,14.89,60.6,67.21,20.07,89.35,86.6,109.08,39.63,60.2,62.67,35.3,50.07,134.92,317.05
21/3/2012,86.07,81.21,45.12,64.76,21.77,191.73,14.86,60.56,67.2,20.07,88.91,86.01,107.91,39.78,60.31,62.52,35.04,49.98,135.6,320.3
22/3/2012,85.62,80.93,44.65,64.46,21.73,192.4,14.95,60.65,67.52,19.85,88.57,85.33,105.35,39.66,60.29,62.61,34.47,49.61,134.24,323.34
23/3/2012,85.15,81.38,45.16,64.55,21.82,195.04,14.99,60.75,67.43,19.78,88.46,85.55,106.36,39.42,60.4,62.37,35.02,50,135.04,321.61
26/3/2012,86.71,82.34,46.17,65.17,22.16,202.87,15.18,61.2,67.46,20.05,89.12,87.03,107.84,39.33,60.93,62.91,35.68,50.59,135.9,324.98
27/3/2012,87.78,81.76,45.89,65.4,22.5,205.44,15.09,61.09,67.15,20.04,89.14,86.62,107.04,38.66,60.96,63.18,35.16,50.65,135.98,323.82
28/3/2012,88.23,81.78,46.27,65.62,22.41,201.16,14.96,61.19,67.19,20.01,88.45,85.86,105.89,38.26,60.45,62.73,34.12,50.3,135.66,328.2
29/3/2012,87.12,81.35,45.67,65.54,22.42,204.61,14.92,60.82,67.01,19.95,88.77,86.08,106.85,38.07,60.6,62.73,34.18,50.11,136.08,324.52
30/3/2012,85.65,81.15,45.98,65.96,22.65,202.51,15.01,61.2,67.21,20.07,89.21,86.73,107.21,38.23,61.08,63.03,34.64,50.25,136.97,320.93
2/4/2012,88.38,81.84,46.13,66.21,22.59,198.05,15.03,61.36,67.56,20.02,89.23,87.07,108.3,38.52,61.83,63.3,34.97,50.72,138.16,323.77
3/4/2012,89.9,81.54,45.42,65.88,22.54,199.66,14.83,60.65,67.09,19.96,88.79,85.83,107.14,38.46,61.96,63.42,34.05,50.63,137.84,321.62
4/4/2012,89.19,81.05,44.41,65.39,22.39,193.99,14.66,60.26,67.26,19.74,87.84,84.98,105.6,38.39,62.44,63.56,33.6,50,136.96,317.88
5/4/2012,90.53,80.91,44.34,65.34,22.34,194.39,14.78,60.67,67.31,19.49,87.27,84.82,104.75,37.66,62.88,62.28,33.42,50.06,137.08,316.47
9/4/2012,90.89,79.76,43.89,64.92,22.05,191.87,14.67,60.13,66.81,19.2,86.33,83.88,103.49,37.46,62.63,61.83,32.49,49.35,136.01,315.73
10/4/2012,89.78,78.7,42.96,64.2,21.99,186.98,14.33,59.93,66.35,18.74,84.58,82.17,101.45,36.8,62.25,61.11,31.7,48.5,133.26,313.73
11/4/2012,89.46,79.05,44.01,64.13,21.95,187.97,14.49,59.8,66.44,19.01,85.35,82.7,100.95,37.38,62.4,61.05,31.87,48.88,134.79,318.29
12/4/2012,88.97,80.06,44.84,64.15,21.92,190.69,14.84,60.14,66.09,19.3,86.86,83.6,102.59,37.55,62.52,61.14,32.67,49.79,137.02,325.82
13/4/2012,86.46,78.82,43.21,63.54,21.85,188.46,14.75,59.77,65.81,18.88,85.69,82.95,100.78,37.26,62.08,61.23,33.2,49.42,136.09,312.6
16/4/2012,82.88,79.67,43.33,63.98,21.98,185.5,14.88,60.58,66.78,18.9,86.4,84.01,101.51,37.43,62.72,61.89,33.6,50.08,139.76,303.33
17/4/2012,87.1,80.76,43.9,64.22,22.31,188.39,15.05,61.87,67.02,19.34,87.45,85.45,103.62,37.74,63.02,62.46,34.62,50.73,140.58,305.08
18/4/2012,86.91,79.74,43.29,63.26,22.45,191.07,14.93,62.06,66.75,19.1,87.13,85.75,103.39,37.66,62.8,63.06,34.61,50.6,140.11,304.02
19/4/2012,83.92,79.28,43.22,63.03,22.34,191.1,14.74,61.75,66.57,19.14,86.8,85.28,102.51,38.15,62.72,62.61,34.96,49.98,139.21,299.94
20/4/2012,81.85,78.9,42.72,63.71,22.56,189.98,14.73,62.45,67.51,19.36,87.48,85.3,102.52,38.73,63.46,63.03,35.31,49.99,141.14,298.32
23/4/2012,81.67,78.8,42.85,63.37,22.38,188.24,14.52,59.54,66.65,19.07,87.13,85.69,102.44,38.57,63.34,62.79,34.76,49.23,139.74,299.09
24/4/2012,80.04,79.79,43.28,63.77,22.63,190.33,14.68,57.77,67,19.54,88.49,86.31,103.03,39.5,63.9,63.54,34.63,50.04,141.85,300.93
25/4/2012,87.14,79.94,43.16,64.43,22.88,194.42,14.83,57.36,66.89,19.45,88.8,86.85,103.85,39.48,64.41,63.87,36.08,51.11,143.56,305.16
26/4/2012,86.81,80.4,43.8,64.75,23.06,195.99,15.12,58.95,66.87,19.62,89.32,86.07,106.22,40.14,64.43,64.14,34.85,51.05,143.09,308.03
27/4/2012,86.14,80.56,43.34,64.84,23.08,226.85,15.14,59.03,64.44,19.78,89.36,86.08,106.2,40.23,64.54,64.29,34.73,51.03,146.05,307.79
30/4/2012,83.43,80.45,42.98,65.1,22.9,231.9,15.17,58.91,63.64,19.58,89.36,86.34,106.56,40.38,64.35,64.29,33.88,50.78,146.3,302.72
1/5/2012,83.16,81.46,43.79,65.22,22.78,230.04,15.3,59.07,63.57,19.8,89.6,87.04,108.27,40.56,63.79,64.59,33.85,51.02,148.16,302.51
2/5/2012,83.71,81.13,43.2,65.33,22.66,230.25,15.21,59.01,63.98,19.77,89.52,86.2,107.03,40.6,63.79,64.44,33.35,50.98,147.61,303.92
3/5/2012,83.12,81.26,43.01,65.34,22.6,229.45,15.18,58.99,64.51,19.61,89.39,85.65,105.99,40.64,63.6,64.2,32.86,50.59,146.22,305.81
4/5/2012,80.75,80.94,41.75,64.74,22.38,223.99,14.73,58.7,64.28,19.34,88.67,84.57,103.72,40.26,63.57,64.68,32.33,50.24,144.98,298.77
7/5/2012,81.35,82.47,41.78,64.8,22.45,225.16,14.82,59.19,64.25,19.32,88.01,84.48,103.31,40.53,64.14,64.41,32.29,50.1,145.8,304.07
8/5/2012,81.17,82.22,41.38,64.98,22.42,223.9,14.7,59.05,64.16,19.25,87.56,84.02,102.84,40.55,64.2,64.65,32.11,50.04,146.12,306.69
9/5/2012,81.31,81.43,40.64,64.28,22.45,222.98,14.59,59.03,63.67,18.91,87.27,83.31,101.78,40.25,64.15,64.8,32.13,49.48,145.47,304.87
10/5/2012,81.5,81.78,40.74,64.57,22.83,226.69,14.82,59.19,64.14,19.09,87.13,82.84,103.36,40.55,65.09,65.37,32.19,49.42,145.67,307.13
11/5/2012,80.96,81.6,36.96,64.34,22.65,227.68,14.69,59.42,63.68,19.01,86.73,83.1,102.69,41.16,65.17,65.16,32.15,48.99,146.75,302.91
14/5/2012,79.75,80.53,35.79,63.93,22.59,222.93,14.45,59.07,63.58,18.6,85.83,82.12,101.94,40.89,65.7,65.07,31.67,48.3,145.23,302.29
15/5/2012,79.02,80.21,36.24,63.61,22.3,224.39,14.43,59.35,63.72,18.4,85.78,81.79,100.9,41.05,65.64,65.04,30.87,47.64,144.11,305.85
16/5/2012,78.01,80.59,35.46,63.71,22.64,224.06,14.43,59.19,64.29,19,85.35,82.17,100.1,40.88,65.56,64.17,30.15,47.36,141.36,314.77
17/5/2012,75.73,79.87,33.93,63.55,22.56,218.36,14.18,61.68,63.96,18.88,84.34,81.91,100.14,41.37,65.05,64.29,29.39,46.4,137.56,311.83
18/5/2012,75.77,78.91,33.49,63.35,22.57,213.85,14.14,62.43,63.52,18.95,83.51,81.47,98.46,41.53,65,64.38,29.45,45.57,135.71,300.49
21/5/2012,80.18,79.8,32.51,63.47,22.54,218.11,14.36,63.04,63.39,19.12,84.46,82.04,99.69,41.34,65.2,64.17,30.54,46.42,138.66,307.35
22/5/2012,79.57,79.65,34.01,63.52,22.37,215.33,14.48,63.73,63.15,19.18,84.13,81.95,99.32,41.39,65.61,64.95,30.48,46.15,138.95,300.69
23/5/2012,81.51,79.75,34.26,63.27,22.09,217.28,14.4,64.58,62.39,19.18,84.8,82.04,99,41.28,64.94,64.8,30.52,46.29,139.07,305.03
24/5/2012,80.76,79.8,33.97,63.1,22.14,215.24,14.47,65.07,62.57,19.25,84.98,82.61,100.06,41.39,65.03,65.4,31.55,46.23,140.12,302.12
25/5/2012,80.33,79.25,33.5,62.51,22.13,212.89,14.43,65.31,62.49,19.2,84.78,82.08,98.86,41.45,65.33,65.88,31.3,45.98,139.27,296.05
29/5/2012,81.75,79.82,33.63,62.59,22.18,214.75,14.61,65.68,62.95,19.35,85.73,81.93,100.24,41.75,65.64,65.94,31.98,46.71,141.19,297.46
30/5/2012,82.74,78.83,32.96,62.21,22.04,209.23,14.48,65.44,62.32,19.04,84.45,79.79,97.63,41.42,65.17,65.55,31.22,46.01,137.44,294.4
31/5/2012,82.53,79.36,33.15,62.43,21.87,212.91,14.46,65.82,62.29,19.09,84.41,78.63,98.31,41.64,65.34,65.94,31.06,45.85,138.7,290.71
1/6/2012,80.14,79.02,31.93,61.78,21.64,208.22,14.32,65.55,61.55,18.54,82.85,77.92,96.41,41.03,64.59,67.05,30.36,44.85,134.93,285.77
4/6/2012,80.61,79.04,31,62.34,21.61,214.57,14.48,65.99,61.4,18.15,82.62,77.83,96.58,41.34,64.73,67.44,30.49,44.67,134.76,289.58
5/6/2012,80.4,79.12,31.99,62.21,21.6,213.21,14.52,65.5,61.17,18.24,82.51,77.6,96.49,41.2,65.15,67.82,30.84,44.97,137.43,285.48
6/6/2012,81.64,80.68,33.07,62.8,21.91,217.64,14.88,65.93,61.8,18.88,84.63,80.18,99.8,41.77,65.66,68.07,31.69,46.2,140.21,290.57
7/6/2012,81.67,80.66,32.81,62.8,21.94,218.8,15.01,65.87,62.76,19,85.5,80.69,100.39,41.64,66.25,68.67,31.84,46.58,139.9,289.4
8/6/2012,82.9,81.36,33.68,62.98,22.14,218.48,15.14,68.22,62.75,19.2,86,80.84,100.84,42.44,66.94,69.45,32.11,47.02,141.61,290.51
11/6/2012,81.6,80.28,32.82,62.12,22.1,216.5,14.97,67.53,62.54,19.11,85.18,80.27,99.91,42.56,66.68,68.93,31.55,46.23,138.89,284.53
12/6/2012,82.31,81.26,33.77,63.08,22.19,216.42,15.23,67.72,62.76,19.48,86.73,81.26,100.74,42.94,66.9,68.88,32.11,47.39,140.12,282.82
13/6/2012,81.74,80.59,34.3,64.45,22.19,214.73,14.99,67.07,62.57,19.37,86.13,80.63,100.13,42.99,67,68.55,31.66,46.65,138.52,280.82
14/6/2012,81.65,81.72,34.65,65.45,22.56,214.45,15.36,67.63,63.18,19.72,86.86,82.13,101.92,43.75,67.51,69.42,32,47.07,139.39,279.8
15/6/2012,82.02,82.57,35.03,66.01,22.61,218.35,15.55,67.75,62.88,20,87.44,83.22,104.33,43.55,67.77,69.78,32.89,47.73,140.24,282.53
18/6/2012,83.68,82.15,34.62,66.3,22.62,222.66,15.58,68.12,62.29,19.75,87.31,83.11,103.46,43.82,68.2,69.84,33.02,47.8,140.39,285.7
19/6/2012,83.92,82.98,35.38,66.72,22.71,224.03,15.66,67.81,62.21,20,87.82,84.48,104.06,43.73,67.84,69.3,33.62,48.51,142.21,291.05
20/6/2012,83.68,82.46,36.45,67,22.67,223.02,15.6,68.52,60.39,20.1,87.54,84.97,103.63,43.3,67.2,68.49,33.76,48.49,143.18,289.04
21/6/2012,82.52,81.19,35.51,66.39,22.6,220.58,15.34,67.7,59.75,19.53,86.73,82.11,100.02,43.33,66.61,68.25,32.91,47.06,140.58,282.88
22/6/2012,83.16,81.87,35.99,66.63,22.73,222.16,15.42,67.3,59.83,19.81,86.83,82.11,100.44,43.95,66.62,68.64,32.82,47.46,141.21,286.02
25/6/2012,81.54,80.47,35.32,66.5,22.47,220.07,15.16,68.18,59.31,19.52,85.85,81.24,99.08,43.65,66.91,68.79,32.24,46.82,140.96,280.62
26/6/2012,81.72,81.33,35.71,66.42,22.44,225.61,15.29,68.58,59.27,19.8,86.18,82.4,100.95,43.84,67.02,68.7,31.32,46.39,141.48,282.61
27/6/2012,82.07,81.98,36.78,66.84,22.61,225.62,15.52,68.59,59.98,20.13,87.16,83.2,102.57,43.78,67.76,69.03,30.76,47.14,141.97,284.93
28/6/2012,81.29,82.34,35.88,66.94,22.53,221.31,15.52,68.3,60.29,20.2,87.16,83.1,103.46,43.97,67.93,69.18,30.66,47.2,142.63,282.43
29/6/2012,83.43,83.33,35.73,67.56,23,228.35,15.99,69.72,61.25,20.84,89.6,85.57,105.5,44.44,68.81,69.18,31.5,48.04,146.36,290.32
2/7/2012,84.65,83.65,36.28,68,23,229.32,16.13,69.35,61.19,20.49,89.28,85.34,105.86,44.93,68.84,69.84,31.51,46.96,148.63,290.52
3/7/2012,85.63,83.78,35.88,68.04,22.87,229.53,16.02,70.75,61.36,20.43,89.7,86.28,107.37,44.95,68.57,68.69,31.69,47.11,149.04,294.2
5/7/2012,87.13,83.22,34.38,67.78,22.67,227.06,15.73,71.08,61.35,20.33,89.57,85.57,106.03,44.89,68.41,68.57,31.66,47.13,147.47,298.25
6/7/2012,86.55,82.54,33.9,67.64,22.54,225.05,15.68,71.36,61.28,20,88.99,84.8,105.07,44.42,68.3,66.23,31.51,46.45,147.99,293.27
9/7/2012,87.7,83.39,33.96,67.78,22.65,225.05,15.64,71.76,61.55,20.04,88.96,83.65,104.46,44.74,67.86,65.31,31.19,45.09,149.08,293.29
10/7/2012,86.89,83.05,34.25,67.88,22.44,219.5,15.68,72.11,61.73,19.62,88.25,83.11,103.88,44.7,68.53,66.14,30.56,45.27,147.37,291.13
11/7/2012,86.35,84.09,34.59,67.9,22.34,218.37,15.87,72.26,61.4,19.68,87.85,84.38,104.85,44.9,68.37,66.48,30.29,44.78,147.71,285.87
12/7/2012,85.56,83.54,34.04,67.71,22.67,215.36,15.55,72.31,63.7,19.44,86.41,84.12,105.03,44.67,68.42,66.64,29.8,44.51,147.54,285.52
13/7/2012,86.42,84.48,36.07,68.61,22.81,218.39,15.94,73.18,65.09,19.77,87.59,85.47,106.01,45.21,69.33,66.74,30.32,45.25,149.08,288.54
16/7/2012,86.7,83.98,35.09,68.45,23.13,216.01,15.92,72.98,64.81,19.59,88.1,85.05,106.78,45.27,69.53,66.74,29.91,45.19,149.05,287.74
17/7/2012,86.71,85.19,34.99,69,23.62,216.93,16.17,73.1,65.35,19.72,88.98,85.73,107.43,45.66,69.46,66.34,30.25,45.93,150.29,288.64
18/7/2012,86.61,84.98,34.96,69.37,23.67,217.47,16.2,72.85,64.82,19.84,90.87,86.21,107.88,45.89,70.5,66.07,30.74,46.47,149.74,290.66
19/7/2012,87.76,84.63,34.46,69.53,23.8,226.17,16.19,71.53,64.92,19.8,90.83,86.21,108.84,44.54,70.3,66.12,31.32,46.74,148.68,296.82
20/7/2012,86.33,83.83,33.9,68.63,23.7,228.29,16.09,72.25,64.73,19.87,89.99,85.95,109.19,44.49,70.49,66.22,30.92,46.42,147.59,305.71
23/7/2012,86.26,83.59,34.44,68.11,23.6,226.01,15.69,71.85,64.39,20.09,89.36,85.21,107.95,44.35,69.95,65.5,30.43,46.27,146.62,308.05
24/7/2012,85.85,83.7,34.73,67.35,23.38,223.04,15.7,72.14,64.02,19.97,88.24,84.58,106.3,43.77,69.25,65.27,30.05,45.35,148.18,304.08
25/7/2012,82.14,84.04,35.17,67.53,23.33,217.05,15.68,72.08,64.02,20,88.75,85.24,106.06,43.72,68.82,65.82,30.27,45.75,147,304.29
26/7/2012,82.13,84.67,35.81,68.74,23.49,220.01,15.8,73.67,64.56,20.56,90.59,86.52,108.27,44.46,70.72,67.34,29.18,46.33,149.5,306.98
27/7/2012,83.59,85.2,36.89,69.52,23.83,237.32,16.14,74.52,65.09,20.92,91.71,87.45,109.26,44.9,71.09,67.46,29.08,47.22,150.89,317.79
30/7/2012,85,85.23,36.14,69.45,23.71,236.09,16.11,74.98,65.1,20.8,91.28,87.56,109.82,44.95,71.42,68.07,28.84,47.18,151.46,316.46
31/7/2012,87.25,84.84,36,69.22,24.04,233.3,16.28,74.43,64.54,20.75,91.23,86.85,109.58,45.14,70.9,67.78,28.78,47.21,150.9,316.79
1/8/2012,86.69,84.62,36,69.38,23.94,232.09,16.78,73.62,64.01,20.73,91.2,86.91,110.5,45.21,70.58,67.52,29.3,47.44,151.55,316.65
2/8/2012,86.83,84.08,35.17,68.45,23.92,230.81,17.06,74.05,63.51,20.52,90.08,85.88,109.25,44.62,70.2,67.46,29.08,46.57,151.76,314.68
3/8/2012,87.96,85.58,36.09,69.12,24.28,234.97,17.31,74.55,65.5,20.96,91.7,87.55,111.12,44.46,70.87,68.6,29.83,46.99,153.29,320.98
6/8/2012,88.94,85.15,36.3,68.84,24.26,233.99,17.47,74.28,65.81,20.97,91.41,87.45,111.31,44.69,70.39,68.21,29.99,47.65,152.11,321.72
7/8/2012,88.7,84.67,37.01,68.29,23.74,236.56,17.28,73.99,66.22,21.12,91.7,87.92,111.95,44.47,69.85,68.05,30.06,47.84,149.86,320.58
8/8/2012,88.55,84.65,37.16,68.35,23.83,234.38,17.26,74.31,66.72,21.01,91.63,88.28,112.14,44.18,69.8,68.04,29.92,47.78,149.01,321.43
9/8/2012,88.68,84.54,36.92,68.32,23.87,234.06,17.28,73.85,66.73,21.06,91.59,88.2,112.63,44.34,69.25,68.09,29.86,48.01,147.66,321.49
10/8/2012,88.81,84.77,36.97,68.64,23.94,232.75,17.37,73.68,66.77,21.1,92.29,88.44,113.55,44.6,69.8,67.85,29.73,48.52,148.28,321.31
13/8/2012,90,84.99,36.99,68.46,23.72,232.44,17.28,73.4,66.48,20.99,92.4,88.14,113.28,44.27,69.29,68.22,29.45,47.72,147.78,330.33
14/8/2012,90.24,84.94,37.1,68.64,23.98,233.19,17.18,74.01,66.73,20.94,92.3,88.2,113.32,44.33,69.59,68.2,29.68,47.63,148.13,334.65
15/8/2012,90.12,84.71,37.07,68.35,24.04,237.42,17.1,74.45,66.64,20.96,92.54,88,112.57,44.19,69.23,66.77,29.67,47.76,148.29,334.09
16/8/2012,90.91,85.22,37.1,68.2,24.02,241.55,17.07,72.15,67,21.05,93.74,88.67,113.32,44.12,69.58,66.69,30.05,48.03,150.17,336.76
17/8/2012,92.59,85.87,36.98,67.8,23.79,241.17,17.01,71.99,67,21,94.24,88.4,112.66,44.06,69.6,66.49,30.16,48.12,150.3,338.9
20/8/2012,95.02,85.75,37.37,67.7,23.91,240.35,16.95,72.3,66.75,20.93,93.89,87.95,112.52,43.7,69.03,66.44,30.18,48.03,149.56,338.1
21/8/2012,93.72,85.22,38.04,67.78,23.69,239.45,17.02,71.43,66.77,20.85,93.21,87.46,111.98,42.89,68.56,66.06,30.23,47.88,149.04,335.08
22/8/2012,95.55,85.69,37.83,67.75,23.7,243.1,16.99,71.77,66.85,20.78,92.68,87.73,112.15,42.62,68.21,66,30.2,48.25,149.22,338.92
23/8/2012,94.66,85.15,37.23,67.74,23.74,241.2,16.97,71.56,66.68,20.64,91.98,87.31,111.29,42.25,67.41,65.24,29.79,47.73,147.11,338.73
24/8/2012,94.75,85.39,37.17,67.6,24.01,245.74,16.98,72.11,67.02,20.8,92.83,88.05,112.01,43.17,67.84,65.47,29.89,47.83,147.73,339.64
27/8/2012,96.53,85.41,37.23,67.49,23.89,243.92,16.99,72.5,67.11,20.85,92.59,87.74,111.73,42.76,68.3,65.51,29.43,47.45,149.24,334.93
28/8/2012,96.4,84.92,37.13,67.51,23.85,246.11,16.98,72.41,66.99,20.81,92.3,88.1,112.35,42.67,68.39,65.37,29.26,47.31,149.11,338.95
29/8/2012,96.21,84.55,37.3,67.37,23.96,247.12,16.98,72.77,66.87,20.82,92.43,87.9,111.8,43.09,67.75,65.31,29.32,47.44,148.38,344.34
30/8/2012,94.84,84.01,36.9,67.21,23.84,246.22,16.82,72.25,66.88,20.64,91.76,87.2,110.93,42.77,67.38,64.81,29.37,47.1,148,341.17
31/8/2012,95.03,84.34,37.14,67.43,23.86,248.27,16.77,72.6,67.19,20.71,92.6,87.3,112.16,42.94,67.31,64.78,29.31,47.26,149.22,342.88
4/9/2012,96.42,84.25,37.01,67.26,23.78,247.88,16.76,73.51,67.4,20.51,91.68,87.12,111.22,43.7,67.19,64.81,28.64,46.39,149.26,340.85
5/9/2012,95.75,85.19,37.11,67.27,23.92,246.22,16.86,73.55,67.29,20.65,91.75,87.33,110.77,43.8,67.15,64.47,28.45,46.34,148.51,340.69
6/9/2012,96.61,86.47,38.69,67.84,24.34,251.38,17.33,74.81,68.24,21.31,93.28,88.99,113.03,44.15,67.41,65,29.53,47.36,149.36,350.04
7/9/2012,97.21,86.64,39.3,67.88,24.24,259.14,17.23,73.82,68.52,21.59,92.82,89.92,114,43.72,67.65,64.72,30.33,48.03,149.54,353.42
10/9/2012,94.68,86.61,38.76,68.18,24.1,257.09,17.09,73.51,68.51,21.48,90.67,89.48,113.96,44.06,67.94,64.83,30.3,48.1,146.87,350.73
11/9/2012,94.37,86.76,39.6,68.2,24.17,255.67,17.14,74.06,68.26,21.59,91.17,89.62,114.18,44.24,67.74,64.46,30.24,48.5,148.31,346.43
12/9/2012,95.68,86.73,39.92,68.15,24.07,255.63,17.3,74.07,68.1,21.89,90.81,89.55,114.48,44.89,67.11,64.05,30.18,47.72,149.11,345.78
13/9/2012,97.57,88.56,41.4,68.99,24.25,260.24,17.63,75.14,68.91,22.02,92.06,91.23,116.56,45.58,68.7,64.66,31.43,48.57,152,353.36
14/9/2012,98.75,88.7,41.57,68.47,23.8,261.27,17.65,74.5,69.16,22.11,93.98,92.3,117.25,44.53,67.79,64.19,32.25,49.63,152.98,355.18
17/9/2012,99.97,88.52,41.19,68.25,24.02,258,17.53,73.99,69.25,22.05,93.78,91.91,117.14,44.58,67.55,64.14,31.13,49.1,153.76,355.33
18/9/2012,100.27,88.61,41.26,68.55,24.01,258.75,17.42,73.95,69.22,22.24,93.43,91.65,116.97,44.91,67.41,63.16,31.02,48.7,152.04,359.49
19/9/2012,100.3,88.95,41.34,68.6,24.16,261.68,17.69,74.37,69.26,22.43,93.63,90.57,116.6,45.27,67.51,63.43,30.96,49.04,151.07,364.1
20/9/2012,99.81,89.33,41.25,68.9,24.41,260.81,17.98,74.75,69.56,22.43,93.58,91.52,117.85,45.49,68.05,63.93,30.88,49.27,146.57,364.41
21/9/2012,100.01,89.54,40.88,69.06,24.52,257.47,18.11,74.45,69.42,22.53,93.21,91.92,117.8,45.64,68.63,64.08,30.26,49.21,146.86,367.35
24/9/2012,98.68,88.66,41.23,69,24.75,254.81,18.22,74.74,69.76,22.36,93.73,91.88,117.78,45.68,69.49,64.65,30.22,48.63,146.04,375.05
25/9/2012,96.22,88.12,40.55,69.32,24.84,252.46,17.93,74.26,69.59,22.31,92.83,91.74,116.93,45.62,69.59,64.34,29.79,47.93,143.28,374.94
26/9/2012,95.03,88.33,40.24,69,24.83,249.67,17.56,74.19,69.3,22.1,92.59,91.23,116.3,45.59,69.95,64.33,29.1,47.97,142.11,377.1
27/9/2012,97.33,88.26,40.68,69.01,24.96,256.59,17.89,73.98,69.3,22.73,92.82,91.8,117.2,45.76,70.14,64.06,29.15,48.3,142.86,378.62
28/9/2012,95.3,88.2,40.48,68.91,24.85,254.32,17.87,73.8,69.36,22.71,92.42,91.45,116.56,45.57,70.33,64.79,28.96,47.75,142.74,377.62
1/10/2012,94.2,88.66,40.97,69.13,25.04,252.01,17.69,74.05,69.45,22.81,93.29,91.8,117.25,45.81,70.15,64.38,29.32,47.84,142.15,381.26
2/10/2012,94.47,88.83,40.92,68.96,25.12,250.6,17.92,73.75,68.79,22.79,93.54,91.72,117.96,45.86,70.57,64.76,29.16,47.02,143.15,378.86
3/10/2012,95.92,89.49,40.86,69,25.32,255.92,18.1,74.2,69.17,22.91,93.78,91.7,116.14,46.28,70.72,64.78,28.71,46.97,143.78,381.62
