Date,FB US Equity,SPY US Equity,MSCI US Equity,700 HK Equity,PG US Equity
20120912,-1,-1,0,0,0
20120913,-1,-1,0,0,0
20120914,-1,-1,NA,0,0
20120917,-1,-1,NA,0,-1
20120918,0,-1,NA,0,-1
20120919,-1,-1,-1,-1,0
20120920,-1,-1,-1,0,0
20120921,0,0,-1,-1,0
20120924,0,0,-1,0,-1
20120925,0,0,-1,1,-1
20120926,1,0,-1,-1,0
20120927,0,0,-1,-1,0
20120928,0,0,-1,0,0
20121001,0,0,-1,0,0
20121002,0,1,0,0,-1
20121003,1,0,-1,0,-1
20121004,0,0,-1,1,0
20121005,1,0,1,0,0
20121009,0,1,0,0,0
20121010,0,1,0,0,0
20121011,0,0,0,-1,1
20121012,0,0,0,1,1
20121015,1,0,1,0,0
20121016,0,0,1,0,-1
20121017,0,0,0,0,0
20121018,0,0,0,0,0
20121019,1,0,0,0,1
20121022,0,1,0,0,0
20121023,1,0,0,0,0
20121024,0,1,0,0,1
20121025,0,0,0,0,0
20121026,0,0,0,0,0
20121029,0,0,0,0,0
20121030,0,0,0,0,0
20121031,0,0,0,1,0
20121101,0,0,0,0,-1
20121102,0,0,0,0,1
20121105,0,0,0,0,1
20121106,1,-1,0,0,0
20121107,0,1,0,0,0
20121108,0,0,0,1,0
20121109,0,0,0,0,0
20121113,1,0,0,0,0
20121114,0,0,0,1,0
20121115,0,0,0,0,1
20121116,-1,0,0,0,1
20121119,0,-1,0,0,-1
20121120,0,0,0,-1,1
20121121,0,0,0,0,0
20121123,-1,-1,0,0,1
20121126,-1,0,0,1,1
20121127,-1,0,0,0,0
20121128,0,0,0,0,-1
20121129,-1,0,0,-1,-1
20121130,-1,1,0,0,1
20121203,-1,0,0,0,0
20121204,-1,0,1,0,0
20121205,0,0,1,1,0
20121206,0,0,1,-1,0
20121207,-1,-1,1,-1,0
20121210,-1,0,0,0,1
20121211,0,0,0,-1,0
20121212,0,-1,0,0,0
20121213,0,0,0,-1,0
20121214,0,0,0,0,-1
20121217,0,-1,0,0,1
20121218,-1,-1,0,0,0
20121219,0,0,0,0,0
20121220,0,-1,1,0,0
20121221,0,0,1,0,0
20121224,-1,0,1,0,0
20121226,0,-1,1,0,0
20121227,0,0,1,0,0
20121228,0,0,0,0,0
20121231,0,0,0,1,0
20130102,0,0,0,0,0
20130103,0,0,0,0,0
20130104,-1,1,0,1,0
20130107,0,0,1,0,0
20130108,1,1,1,1,0
20130109,-1,0,1,1,1
20130110,0,0,1,1,0
20130111,-1,0,1,0,0
20130114,0,0,1,0,0
20130115,0,1,1,-1,-1
20130116,0,1,1,0,0
20130117,0,-1,1,-1,0
20130118,0,-1,1,0,0
20130122,0,1,0,0,0
20130123,0,0,0,0,0
20130124,0,0,0,0,0
20130125,-1,0,0,-1,0
20130128,-1,0,0,0,0
20130129,1,0,-1,0,0
20130130,0,1,-1,-1,0
20130131,0,0,-1,0,0
20130201,0,0,1,0,0
20130204,0,0,1,1,1
20130205,0,1,1,0,0
20130206,0,1,1,0,0
20130207,-1,0,0,0,0
20130208,0,0,0,0,1
20130211,0,1,0,0,0
20130212,1,0,0,0,0
20130213,0,0,0,0,0
20130214,0,1,1,-1,1
20130215,1,-1,0,0,1
20130219,0,0,0,0,0
20130220,1,0,0,0,1
20130221,0,0,0,0,0
20130222,1,0,0,0,0
20130225,1,0,0,0,1
20130226,1,1,0,0,1
20130227,0,0,0,1,0
20130228,0,0,0,1,0
20130301,0,0,0,0,0
20130304,0,1,0,0,0
20130305,0,0,0,0,0
20130306,-1,-1,0,0,0
20130307,0,0,0,-1,0
20130308,0,-1,0,0,-1
20130311,0,0,0,0,-1
20130312,0,0,0,0,0
20130313,0,-1,0,1,0
20130314,0,-1,0,0,1
20130315,1,0,0,0,1
20130318,0,1,0,0,0
20130319,0,0,0,0,0
20130320,0,0,0,1,-1
20130321,-1,0,0,0,0
20130322,0,0,0,0,0
20130325,0,0,0,0,0
20130326,1,0,0,-1,-1
20130327,0,0,0,0,1
20130328,1,0,0,0,0
20130401,0,1,0,0,0
20130402,0,1,0,1,0
20130403,1,0,0,-1,-1
20130404,0,0,0,-1,0
20130405,0,0,0,1,0
20130408,0,0,0,0,0
20130409,0,0,0,0,0
20130410,0,0,0,0,0
20130411,0,0,0,1,0
20130412,0,0,0,0,0
20130415,0,1,0,0,0
20130416,0,0,0,0,0
20130417,1,0,0,0,0
20130418,1,0,-1,0,0
20130419,1,0,-1,-1,0
20130422,0,0,-1,-1,1
20130423,0,0,-1,0,-1
20130424,0,0,-1,-1,0
20130425,0,0,1,0,0
20130426,0,-1,1,0,0
20130429,0,-1,1,0,0
20130430,-1,0,1,0,0
20130501,0,-1,1,0,0
20130502,0,-1,1,0,1
20130503,0,0,0,1,1
20130506,0,-1,0,1,0
20130507,0,0,0,1,0
20130508,0,-1,0,1,0
20130509,-1,0,0,1,0
20130510,0,0,0,0,0
20130513,0,-1,0,1,0
20130514,0,-1,0,0,0
20130515,0,0,0,0,-1
20130516,0,0,0,0,0
20130517,1,0,0,0,0
20130520,0,0,0,-1,0
20130521,0,0,0,0,0
20130522,0,0,0,-1,0
20130523,0,0,0,0,0
20130524,0,0,0,0,0
20130528,0,1,0,0,1
20130529,0,0,0,-1,0
20130530,0,1,0,0,-1
20130531,0,1,0,0,0
20130603,0,0,0,0,0
20130604,0,1,0,0,-1
20130605,0,1,0,0,0
20130606,0,1,0,0,0
20130607,0,1,0,1,1
20130610,-1,1,0,0,-1
20130611,0,1,0,0,1
20130612,0,1,0,0,1
20130613,0,0,0,1,1
20130614,0,0,1,0,1
20130617,-1,0,1,0,0
20130618,0,-1,1,1,0
20130619,0,0,1,-1,0
20130620,1,0,1,-1,0
20130621,0,0,1,0,1
20130624,1,0,1,0,0
20130625,0,0,1,0,0
20130626,0,0,1,-1,0
20130627,0,0,1,0,-1
20130628,1,0,1,0,0
20130701,0,0,1,0,0
20130702,0,1,1,0,0
20130703,0,0,1,0,0
20130705,0,0,0,1,1
20130708,-1,1,0,0,0
20130709,0,0,0,0,0
20130710,0,1,0,0,0
20130711,-1,0,0,0,0
20130712,0,0,0,1,0
20130715,-1,0,0,-1,0
20130716,-1,0,0,-1,-1
20130717,0,0,0,1,0
20130718,0,-1,0,0,0
20130719,1,-1,0,0,0
20130722,0,0,0,0,0
20130723,0,1,0,-1,0
20130724,0,1,0,0,0
20130725,0,0,NA,0,0
20130726,0,0,NA,-1,0
20130729,0,0,NA,0,0
20130730,0,0,NA,0,0
20130731,0,0,NA,0,0
20130801,0,-1,NA,1,0
20130802,0,-1,-1,1,0
20130805,-1,1,-1,0,0
20130806,0,0,-1,0,0
20130807,0,0,-1,0,0
20130808,0,-1,-1,0,0
20130809,0,0,-1,0,1
20130812,0,0,-1,0,0
20130813,-1,0,-1,0,0
20130814,0,0,-1,0,-1
20130815,0,0,-1,0,0
20130816,0,0,-1,0,0
20130819,-1,0,-1,0,0
20130820,0,0,-1,0,0
20130821,0,0,-1,0,0
20130822,1,0,0,0,0
20130823,0,-1,0,0,1
20130826,-1,0,0,0,1
20130827,0,0,0,0,0
20130828,0,0,0,0,0
20130829,0,0,0,-1,1
20130830,-1,0,0,0,-1
20130903,-1,0,0,0,0
20130904,0,0,1,1,-1
20130905,0,0,1,1,1
20130906,0,0,1,0,-1
20130909,0,0,1,0,-1
20130910,0,0,1,1,-1
20130911,0,0,1,1,0
20130912,0,1,1,1,0
20130913,1,0,1,1,-1
20130916,0,0,1,0,0
20130917,0,-1,1,0,0
20130918,-1,0,1,0,1
20130919,0,-1,0,0,0
20130920,0,1,0,0,0
20130923,0,0,0,0,0
20130924,0,0,0,0,1
20130925,1,0,0,0,0
20130926,1,-1,0,0,1
20130927,0,1,0,-1,0
20130930,0,1,0,0,1
20131001,1,1,0,0,0
20131002,-1,0,0,0,0
20131003,0,0,0,1,0
20131004,0,0,0,1,0
20131007,-1,0,0,1,0
20131008,0,0,0,-1,-1
20131009,1,0,0,0,0
20131010,0,0,0,0,0
20131011,1,0,0,1,0
20131015,0,1,0,1,-1
20131016,-1,0,0,1,0
20131017,-1,0,0,-1,1
20131018,0,-1,0,0,0
20131021,0,0,-1,0,0
20131022,0,0,-1,0,0
20131023,-1,0,-1,0,-1
20131024,0,1,-1,-1,1
20131025,0,0,-1,0,0
20131028,1,1,-1,-1,0
20131029,1,0,-1,0,0
20131030,1,0,-1,0,-1
20131031,1,0,-1,0,0
20131101,0,1,-1,0,0
20131104,0,1,-1,1,0
20131105,-1,1,-1,0,-1
20131106,0,0,-1,0,0
20131107,0,0,-1,0,0
20131108,1,0,0,0,0
20131112,1,1,0,-1,0
20131113,0,0,0,0,0
20131114,1,-1,0,0,0
20131115,1,-1,0,0,-1
20131118,0,0,0,0,-1
20131119,1,1,0,0,1
20131120,0,0,0,0,0
20131121,-1,0,0,0,0
20131122,1,-1,0,0,0
20131125,0,0,0,0,0
20131126,0,-1,0,0,1
20131127,1,0,0,0,1
20131129,0,0,0,1,0
20131202,1,0,0,1,0
20131203,0,0,0,0,0
20131204,-1,0,0,1,1
20131205,0,0,1,0,-1
20131206,-1,-1,1,0,-1
20131209,0,-1,1,0,0
20131210,-1,-1,1,1,0
20131211,-1,-1,0,0,0
20131212,0,-1,0,0,0
20131213,0,0,0,0,-1
20131216,-1,0,0,1,0
20131217,-1,0,0,1,0
20131218,0,-1,0,0,0
20131219,0,-1,0,0,-1
20131220,0,0,0,0,0
20131223,0,0,0,-1,0
20131224,0,0,0,0,0
20131226,-1,-1,0,0,0
20131227,0,0,0,-1,0
20131230,0,0,0,-1,0
20131231,0,-1,0,0,1
20140102,0,0,0,0,0
20140103,0,0,0,0,-1
20140106,0,0,0,0,0
20140107,-1,0,0,-1,0
20140108,-1,0,0,-1,0
20140109,0,1,0,-1,0
20140110,0,0,0,0,0
20140113,0,0,0,0,0
20140114,0,0,0,-1,0
20140115,-1,0,0,0,0
20140116,1,1,0,0,0
20140117,0,0,1,0,-1
20140121,0,0,1,1,0
20140122,0,1,1,0,1
20140123,0,1,1,-1,1
20140124,0,0,1,0,0
20140127,0,0,0,0,1
20140128,0,0,0,-1,0
20140129,1,0,0,-1,-1
20140130,0,0,0,0,0
20140131,0,0,0,0,0
20140203,0,0,0,0,0
20140204,0,0,0,0,0
20140205,-1,0,0,0,1
20140206,0,0,0,0,0
20140207,0,-1,0,0,0
20140210,0,0,0,0,0
20140211,0,0,0,0,0
20140212,-1,0,0,0,0
20140213,-1,0,0,-1,0
20140214,1,0,0,0,0
20140218,0,1,1,0,0
20140219,0,1,0,0,0
20140220,0,0,0,0,0
20140221,0,0,0,0,1
20140224,0,0,0,0,0
20140225,1,1,0,-1,0
20140226,0,1,0,0,1
20140227,0,0,0,0,0
20140228,1,0,0,1,0
20140303,1,1,0,1,1
20140304,1,0,0,0,0
20140305,0,0,0,0,0
20140306,0,0,0,1,0
20140307,0,0,0,0,0
20140310,0,1,0,0,0
20140311,0,0,0,-1,0
20140312,1,0,0,0,1
20140313,1,1,0,0,0
20140314,1,1,0,0,-1
20140317,0,1,0,0,0
20140318,0,0,0,-1,-1
20140319,0,-1,0,0,0
20140320,0,-1,0,0,0
20140321,0,0,0,0,-1
20140324,-1,0,0,1,0
20140325,0,1,1,0,0
20140326,0,1,1,1,0
20140327,0,0,0,0,0
20140328,1,0,0,0,0
20140331,0,0,0,-1,0
20140401,0,0,0,0,0
20140402,0,-1,0,0,0
20140403,1,-1,0,0,1
20140404,0,0,0,0,1
20140407,-1,1,0,0,0
20140408,0,0,0,0,-1
20140409,0,0,0,-1,0
20140410,1,0,0,-1,0
20140411,1,1,0,0,0
20140414,1,0,0,0,0
20140415,0,0,0,-1,1
20140416,0,0,0,-1,-1
20140417,1,0,0,0,0
20140421,0,0,0,0,0
20140422,-1,0,0,0,-1
20140423,0,1,0,0,0
20140424,0,0,0,0,0
20140425,0,0,0,1,0
20140428,1,0,0,1,0
20140429,0,0,0,0,1
20140430,0,0,0,0,1
20140501,0,0,0,0,0
20140502,0,0,0,0,0
20140505,0,0,0,0,0
20140506,1,0,0,0,0
20140507,0,0,0,0,0
20140508,0,0,0,0,-1
20140509,1,0,0,-1,0
20140512,-1,0,0,-1,1
20140513,0,0,0,-1,0
20140514,1,0,0,0,0
20140515,-1,0,0,0,0
20140516,0,-1,0,0,0
20140519,-1,0,0,0,0
20140520,0,0,1,0,0
20140521,-1,1,1,-1,0
20140522,0,-1,1,0,0
20140523,-1,-1,1,0,0
20140527,-1,-1,0,0,0
20140528,0,1,0,-1,0
20140529,0,0,0,1,-1
20140530,0,0,0,0,0
20140602,0,0,0,0,0
20140603,0,0,0,0,0
20140604,-1,0,0,-1,0
20140605,-1,-1,0,0,0
20140606,0,0,0,-1,0
20140609,0,0,0,1,0
20140610,-1,-1,0,0,0
20140611,0,0,0,0,0
20140612,0,1,0,0,0
20140613,0,1,0,0,0
20140616,0,0,0,1,0
20140617,0,1,0,1,0
20140618,0,0,0,0,0
20140619,-1,-1,0,1,0
20140620,0,0,0,0,0
20140623,0,1,0,0,1
20140624,0,0,0,0,1
20140625,-1,0,0,0,-1
20140626,0,0,1,0,0
20140627,0,0,1,0,0
20140630,1,1,1,0,0
20140701,0,0,1,0,0
20140702,0,0,1,0,1
20140703,1,0,1,0,0
20140707,0,0,1,0,0
20140708,0,1,1,1,0
20140709,-1,0,1,0,0
20140710,1,0,1,0,0
20140711,-1,0,1,0,1
20140714,-1,0,1,0,0
20140715,1,0,1,0,-1
20140716,0,0,1,-1,0
20140717,1,1,1,0,1
20140718,0,0,0,0,0
20140721,0,0,0,0,1
20140722,0,0,0,0,0
20140723,1,0,0,0,0
20140724,0,0,0,0,1
20140725,0,0,0,0,1
20140728,0,0,0,-1,0
20140729,0,0,0,0,0
20140730,0,0,0,0,0
20140731,0,0,0,1,0
20140801,1,0,-1,0,0
20140804,0,0,-1,0,0
20140805,1,0,-1,-1,0
20140806,0,0,-1,0,0
20140807,0,-1,-1,1,0
20140808,0,-1,-1,1,0
20140811,-1,0,-1,0,0
20140812,-1,0,-1,0,0
20140813,0,0,-1,-1,0
20140814,0,0,-1,0,0
20140815,0,0,-1,0,0
20140818,1,-1,-1,1,0
20140819,0,0,-1,0,0
20140820,0,1,-1,0,0
20140821,0,-1,-1,0,-1
20140822,1,0,0,-1,0
20140825,1,0,0,0,0
20140826,0,-1,0,0,0
20140827,0,0,0,0,0
20140828,-1,1,0,1,0
20140829,0,-1,0,0,0
20140902,-1,1,0,0,0
20140903,0,1,0,0,0
20140904,0,0,0,0,0
20140905,-1,0,0,0,-1
20140908,1,0,0,0,-1
20140909,1,0,0,0,1
20140910,-1,0,0,0,0
20140911,0,0,0,0,0
20140912,1,0,0,0,1
20140915,-1,1,0,-1,0
20140916,0,0,0,0,0
20140917,0,0,0,-1,0
20140918,0,-1,1,0,0
20140919,-1,0,1,0,0
20140922,1,0,1,0,0
20140923,1,0,1,1,1
20140924,0,0,1,-1,0
20140925,0,0,1,1,0
20140926,0,1,1,1,0
20140929,0,1,1,1,1
20140930,0,0,1,0,1
20141001,0,0,1,0,0
20141002,0,0,1,0,0
20141003,0,0,1,0,0
20141006,0,0,1,0,1
20141007,0,0,1,0,0
20141008,0,-1,1,0,0
20141009,1,0,0,0,0
20141010,1,0,0,1,-1
20141014,0,0,0,0,0
20141015,0,0,0,0,0
20141016,-1,0,-1,0,0
20141017,0,0,-1,0,0
20141020,1,-1,-1,0,-1
20141021,0,-1,-1,0,-1
20141022,1,0,-1,0,1
20141023,1,0,-1,0,0
20141024,1,-1,-1,0,-1
20141027,0,0,-1,0,0
20141028,1,0,-1,0,-1
20141029,0,0,-1,0,0
20141030,0,0,-1,0,0
20141031,0,-1,-1,0,0
20141103,-1,-1,-1,0,-1
20141104,-1,0,-1,0,0
20141105,0,-1,-1,0,-1
20141106,0,0,0,0,-1
20141107,0,0,0,0,-1
20141110,-1,0,0,-1,0
20141112,-1,0,0,-1,0
20141113,-1,0,0,0,0
20141114,-1,0,0,-1,1
20141117,0,0,0,0,0
20141118,0,-1,0,0,0
20141119,-1,1,0,-1,0
20141120,-1,0,0,-1,0
20141121,0,-1,0,0,0
20141124,-1,0,0,0,1
20141125,-1,-1,0,0,0
20141126,0,0,0,0,0
20141128,0,1,0,0,0
20141201,-1,1,0,1,0
20141202,-1,1,0,0,0
20141203,0,0,0,0,0
20141204,0,0,0,-1,0
20141205,-1,0,0,-1,0
20141208,0,1,0,-1,1
20141209,0,0,0,0,0
20141210,0,1,0,0,1
20141211,-1,1,0,0,0
20141212,0,1,0,0,0
20141215,0,0,0,0,0
20141216,0,0,0,0,1
20141217,0,0,0,0,-1
20141218,0,-1,0,0,0
20141219,-1,0,0,-1,0
20141222,0,-1,0,1,0
20141223,0,0,0,1,0
20141224,1,-1,0,1,0
20141226,0,-1,0,1,0
20141229,0,0,0,0,1
20141230,0,0,0,1,0
20141231,0,0,0,-1,0
20150102,1,0,0,0,0
20150105,0,1,0,-1,0
20150106,-1,1,0,0,0
20150107,0,0,0,0,0
20150108,-1,0,-1,0,0
20150109,0,0,-1,0,0
20150112,0,0,-1,0,0
20150113,0,0,-1,0,1
20150114,0,0,-1,0,0
20150115,0,1,1,0,0
20150116,1,0,1,0,0
20150120,0,0,1,0,0
20150121,0,1,1,-1,1
20150122,1,0,1,0,1
20150123,0,0,1,0,1
20150126,0,0,1,0,1
20150127,1,0,1,0,1
20150128,0,1,1,0,1
20150129,1,0,1,0,0
20150130,1,0,1,1,0
20150202,1,0,1,0,0
20150203,0,0,1,0,1
20150204,0,1,1,0,0
20150205,0,0,1,0,0
20150206,0,0,0,0,0
20150209,0,1,0,0,0
20150210,0,0,0,1,0
20150211,0,1,0,1,0
20150212,0,0,0,0,0
20150213,0,-1,0,0,0
20150217,0,1,0,0,0
20150218,0,1,0,0,0
20150219,-1,0,0,0,1
20150220,-1,-1,0,0,1
20150223,0,1,0,-1,0
20150224,-1,0,0,0,0
20150225,-1,-1,0,0,0
20150226,-1,0,0,-1,1
20150227,-1,0,0,0,0
20150302,0,1,0,1,0
20150303,0,0,0,0,0
20150304,0,-1,0,1,0
20150305,0,0,0,0,0
20150306,0,0,0,0,0
20150309,0,0,0,-1,-1
20150310,0,0,-1,0,0
20150311,-1,1,-1,-1,0
20150312,0,1,-1,-1,0
20150313,1,0,-1,0,0
20150316,0,0,-1,-1,-1
20150317,0,0,-1,0,0
20150318,-1,0,-1,0,0
20150319,0,-1,-1,0,1
20150320,0,-1,-1,1,1
20150323,0,0,-1,0,0
20150324,0,0,-1,0,1
20150325,1,0,-1,0,0
20150326,0,0,0,0,0
20150327,0,0,0,1,0
20150330,0,0,-1,0,0
20150331,1,0,-1,0,0
20150401,0,0,-1,0,0
20150402,1,0,0,0,0
20150406,0,0,0,0,-1
20150407,1,0,0,0,0
20150408,0,0,0,0,0
20150409,0,0,0,0,0
20150410,0,0,0,0,0
20150413,0,-1,0,-1,0
20150414,0,0,0,0,0
20150415,-1,-1,0,0,0
20150416,0,-1,0,0,1
20150417,1,0,0,0,0
20150420,0,0,0,0,0
20150421,0,0,0,0,0
20150422,0,0,0,-1,0
20150423,0,0,0,0,0
20150424,0,0,0,0,0
20150427,0,1,0,0,0
20150428,0,0,0,0,0
20150429,1,0,0,0,1
20150430,0,0,0,0,0
20150501,1,0,0,0,0
20150504,0,1,0,1,0
20150505,-1,1,0,1,0
20150506,-1,0,0,0,0
20150507,0,0,0,0,0
20150508,0,0,0,0,0
20150511,0,1,0,0,0
20150512,-1,0,0,-1,0
20150513,-1,0,0,1,1
20150514,-1,-1,1,0,1
20150515,0,-1,1,0,1
20150518,-1,0,0,1,0
20150519,0,0,0,1,0
20150520,0,-1,0,0,-1
20150521,0,0,0,0,0
20150522,0,1,0,-1,0
20150526,0,0,0,0,0
20150527,0,1,0,0,0
20150528,0,1,0,1,0
20150529,0,0,0,0,0
20150601,0,0,0,0,0
20150602,0,1,0,1,0
20150603,0,0,0,0,0
20150604,0,1,0,0,0
20150605,0,0,0,0,0
20150608,1,1,0,0,0
20150609,0,0,0,0,0
20150610,-1,-1,0,0,0
20150611,0,0,0,0,0
20150612,1,0,0,0,0
20150615,1,0,0,0,0
20150616,0,0,0,0,0
20150617,0,0,0,0,0
20150618,0,-1,0,-1,0
20150619,0,1,0,-1,1
20150622,0,0,0,0,0
20150623,0,0,0,0,0
20150624,0,0,0,-1,1
20150625,0,1,0,0,0
20150626,0,0,0,0,0
20150629,1,1,1,0,0
20150630,0,0,1,-1,0
20150701,-1,0,1,-1,0
20150702,0,0,1,0,0
20150706,0,1,1,1,0
20150707,0,0,1,1,0
20150708,0,0,1,1,0
20150709,0,0,1,1,0
20150710,0,-1,1,-1,0
20150713,-1,0,1,1,0
20150714,-1,1,1,0,0
20150715,-1,0,1,1,1
20150716,-1,-1,1,0,0
20150717,-1,-1,1,-1,1
20150720,-1,0,0,-1,0
20150721,-1,0,0,-1,0
20150722,0,0,0,-1,0
20150723,0,0,0,0,0
20150724,-1,0,0,0,0
20150727,0,1,0,1,0
20150728,0,-1,0,0,0
20150729,0,0,0,1,0
20150730,1,0,-1,1,0
20150731,0,0,-1,0,0
20150803,0,0,-1,1,0
20150804,1,-1,-1,0,0
20150805,0,0,-1,0,0
20150806,0,0,-1,0,0
20150807,0,0,-1,0,1
20150810,0,-1,-1,0,0
20150811,0,0,-1,-1,0
20150812,0,0,0,0,0
20150813,1,0,0,-1,0
20150814,1,0,0,0,0
20150817,1,1,0,0,0
20150818,0,0,0,0,0
20150819,0,0,0,1,0
20150820,0,0,0,0,0
20150821,1,1,0,0,1
20150824,1,1,0,1,0
20150825,0,0,0,0,0
20150826,0,0,0,0,0
20150827,1,0,1,0,0
20150828,0,0,0,0,0
20150831,0,-1,0,0,0
20150901,1,0,0,0,0
20150902,0,0,0,0,0
20150903,0,-1,0,0,0
20150904,1,0,0,0,0
20150908,0,-1,0,0,0
20150909,1,-1,0,-1,0
20150910,1,1,0,0,0
20150911,1,0,0,-1,0
20150914,0,0,0,0,0
20150915,0,0,0,0,0
20150916,0,-1,0,0,0
20150917,-1,-1,0,0,0
20150918,0,1,1,0,0
20150921,0,-1,0,0,0
20150922,1,0,0,0,0
20150923,0,0,0,0,1
20150924,0,0,0,1,0
20150925,0,0,0,0,0
20150928,1,0,0,0,0
20150929,0,0,0,1,0
20150930,-1,0,0,-1,-1
20151001,0,0,0,-1,-1
20151002,-1,0,0,0,-1
20151005,-1,-1,0,-1,0
20151006,0,0,0,1,1
20151007,0,0,1,0,0
20151008,0,0,0,-1,0
20151009,-1,-1,0,0,0
20151013,0,1,0,0,0
20151014,0,0,0,-1,1
20151015,0,1,0,0,0
20151016,-1,0,0,-1,-1
20151019,0,0,0,-1,0
20151020,-1,0,0,-1,-1
20151021,-1,1,0,-1,0
20151022,0,-1,0,0,0
20151023,-1,0,0,0,-1
20151026,0,0,0,0,-1
20151027,0,0,0,0,1
20151028,-1,0,1,-1,0
20151029,-1,-1,0,0,0
20151030,-1,-1,0,0,0
20151102,0,0,0,0,0
20151103,0,0,0,0,0
20151104,0,1,1,0,0
20151105,0,1,0,-1,0
20151106,0,0,0,0,0
20151109,0,0,0,1,0
20151110,0,1,0,1,0
20151112,0,0,0,0,0
20151113,0,0,0,1,0
20151116,0,0,0,0,-1
20151117,0,0,0,0,0
20151118,0,0,0,0,-1
20151119,0,0,0,0,0
20151120,-1,-1,0,0,-1
20151123,0,0,0,0,-1
20151124,1,0,0,0,0
20151125,-1,0,0,0,0
20151127,0,0,0,1,0
20151130,1,0,0,0,1
20151201,0,-1,0,0,0
20151202,0,0,0,-1,0
20151203,0,0,0,0,0
20151204,0,-1,0,0,0
20151207,1,0,0,0,0
20151208,0,0,0,-1,1
20151209,0,0,0,0,0
20151210,1,0,0,0,1
20151211,1,0,0,0,0
20151214,0,0,0,1,1
20151215,0,-1,0,0,-1
20151216,0,0,0,0,0
20151217,0,-1,0,0,0
20151218,1,0,0,0,0
20151221,1,0,0,0,0
20151222,1,0,0,0,-1
20151223,0,-1,0,0,0
20151224,0,0,0,0,0
20151228,1,0,0,0,1
20151229,0,0,0,1,0
20151230,0,0,0,0,0
20151231,0,0,0,-1,0
20160104,1,0,0,1,0
20160105,0,1,0,1,1
20160106,0,0,0,-1,0
20160107,0,1,1,1,0
20160108,0,1,1,1,0
20160111,0,0,0,1,0
20160112,0,0,0,0,0
20160113,0,0,0,0,0
20160114,0,0,0,1,0
20160115,1,0,0,1,0
20160119,0,0,1,0,0
20160120,0,0,1,0,0
20160121,0,0,1,0,0
20160122,1,-1,0,1,0
20160125,1,0,0,0,1
20160126,0,0,0,1,0
20160127,0,-1,1,1,1
20160128,0,-1,1,1,0
20160129,-1,-1,1,0,0
20160201,0,1,1,1,0
20160202,0,1,1,0,-1
20160203,0,0,1,0,1
20160204,0,0,1,0,1
20160205,0,0,0,0,0
20160208,0,1,0,0,0
20160209,0,-1,0,0,0
20160210,0,-1,0,0,-1
20160211,0,0,1,-1,-1
20160212,-1,-1,1,0,-1
20160216,0,0,0,0,0
20160217,0,1,0,0,-1
20160218,0,0,0,-1,-1
20160219,1,0,0,0,-1
20160222,-1,1,0,1,0
20160223,0,1,0,1,1
20160224,0,1,0,0,1
20160225,0,-1,0,1,0
20160226,0,0,1,0,0
20160229,0,0,0,0,0
20160301,0,0,0,-1,0
20160302,-1,1,0,-1,0
20160303,0,1,0,-1,0
20160304,0,0,0,0,0
20160307,0,-1,0,-1,1
20160308,1,1,0,0,1
20160309,0,0,0,-1,1
20160310,0,-1,0,0,1
20160311,0,0,0,0,0
20160314,1,1,0,-1,0
20160315,0,0,0,0,1
20160316,0,-1,0,-1,0
20160317,0,-1,0,0,0
20160318,0,-1,0,0,0
20160321,-1,0,0,0,1
20160322,0,1,0,-1,1
20160323,0,0,0,0,0
20160324,-1,0,0,0,0
20160328,-1,0,0,0,0
20160329,0,0,0,0,0
20160330,-1,0,0,0,0
20160331,-1,0,0,0,0
20160401,-1,0,0,1,0
20160404,-1,0,0,1,0
20160405,-1,1,0,0,0
20160406,-1,0,0,1,0
20160407,-1,0,0,0,1
20160408,0,0,0,0,0
20160411,-1,-1,1,0,0
20160412,0,0,1,1,0
20160413,0,-1,1,0,-1
20160414,0,-1,1,0,0
20160415,1,0,0,0,0
20160418,0,0,0,0,0
20160419,0,0,0,1,-1
20160420,1,0,0,1,0
