Date,positions,shares,cash,holdings,total,close,signal,returns
2012-09-13,2607.0,2607.0,21.55000000000291,99978.449999999997,100000.0,38.35,0,
2012-09-14,0.0,2607.0,21.55000000000291,99378.839999999997,99400.389999999999,38.12,1,-0.0059961
2012-09-17,0.0,2607.0,21.55000000000291,99978.449999999997,100000.0,38.35,1,0.00603227009471
2012-09-18,0,2607.0,21.55000000000291,100682.34,100703.89,38.62,0,0.0070389
2012-09-19,0.0,2607.0,21.55000000000291,100421.64000000001,100443.19000000002,38.52,1,-0.00258877785158
2012-09-20,0.0,2607.0,21.55000000000291,100734.48,100756.03,38.64,1,0.00311459642013
2012-09-21,0.0,2607.0,21.55000000000291,99144.210000000006,99165.760000000009,38.03,1,-0.0157833729654
2012-09-24,0.0,2607.0,21.55000000000291,99378.839999999997,99400.389999999999,38.12,1,0.00236603843907
2012-09-25,0,2607.0,21.55000000000291,98231.759999999995,98253.309999999998,37.68,0,-0.0115399949638
2012-09-26,0.0,2607.0,21.55000000000291,98440.319999999992,98461.869999999995,37.76,1,0.00212267657955
2012-09-27,0,2607.0,21.55000000000291,99874.170000000013,99895.720000000016,38.31,0,0.0145624900279
2012-09-28,0.0,2607.0,21.55000000000291,98883.509999999995,98905.059999999998,37.93,1,-0.00991694138648
2012-10-01,0,2607.0,21.55000000000291,100056.66,100078.21000000001,38.38,0,0.0118613749388
2012-10-02,0,2607.0,21.55000000000291,99952.380000000005,99973.930000000008,38.34,0,-0.00104198506348
2012-10-03,0,2607.0,21.55000000000291,99691.680000000008,99713.23000000001,38.24,0,-0.00260767982213
2012-10-04,0,2607.0,21.55000000000291,99926.309999999998,99947.860000000001,38.33,0,0.00235304783528
2012-10-05,0.0,2607.0,21.55000000000291,100578.06,100599.61,38.58,1,0.00652089999726
2012-10-09,0,2607.0,21.55000000000291,100525.92000000001,100547.47000000002,38.56,0,-0.000518292267733
2012-10-10,0,2607.0,21.55000000000291,99300.630000000005,99322.180000000008,38.09,0,-0.0121861842968
2012-10-11,0,2607.0,21.55000000000291,99352.770000000004,99374.320000000007,38.11,0,0.00052495827216
2012-10-12,0,2607.0,21.55000000000291,99665.609999999986,99687.159999999989,38.23,0,0.00314809701339
2012-10-15,0,2607.0,21.55000000000291,99404.910000000003,99426.460000000006,38.13,0,-0.00261518133328
2012-10-16,0,2607.0,21.55000000000291,98805.300000000003,98826.850000000006,37.9,0,-0.00603068841031
2012-10-17,0,2607.0,21.55000000000291,98388.180000000008,98409.73000000001,37.74,0,-0.0042207153218
2012-10-18,0,2607.0,21.55000000000291,98648.880000000005,98670.430000000008,37.84,0,0.0026491282925
2012-10-19,0,2607.0,21.55000000000291,97501.800000000003,97523.350000000006,37.4,0,-0.0116253673973
2012-10-22,0,2607.0,21.55000000000291,97058.609999999986,97080.159999999989,37.23,0,-0.004544450124
2012-10-23,0,2607.0,21.55000000000291,95442.270000000004,95463.820000000007,36.61,0,-0.0166495399266
2012-10-24,0,2607.0,21.55000000000291,96146.160000000003,96167.710000000006,36.88,0,0.00737336930368
2012-10-25,0,2607.0,21.55000000000291,96693.630000000005,96715.180000000008,37.09,0,0.00569286717964
2012-10-26,2607.0,0,96584.830000000002,0.0,96584.830000000002,37.04,-1,-0.00134777188028
2012-10-29,0,0,96584.830000000002,0.0,96584.830000000002,37.04,-1,0.0
2012-10-30,0,0,96584.830000000002,0.0,96584.830000000002,37.04,0,0.0
2012-10-31,0,0,96584.830000000002,0.0,96584.830000000002,37.18,0,0.0
2012-11-01,0,0,96584.830000000002,0.0,96584.830000000002,37.33,0,0.0
2012-11-02,0,0,96584.830000000002,0.0,96584.830000000002,37.08,0,0.0
2012-11-05,0,0,96584.830000000002,0.0,96584.830000000002,36.77,0,0.0
2012-11-06,0,0,96584.830000000002,0.0,96584.830000000002,37.42,0,0.0
2012-11-07,0,0,96584.830000000002,0.0,96584.830000000002,36.72,0,0.0
2012-11-08,0,0,96584.830000000002,0.0,96584.830000000002,36.36,0,0.0
2012-11-09,0,0,96584.830000000002,0.0,96584.830000000002,36.29,0,0.0
2012-11-13,0,0,96584.830000000002,0.0,96584.830000000002,36.16,0,0.0
2012-11-14,0,0,96584.830000000002,0.0,96584.830000000002,36.01,0,0.0
2012-11-15,0,0,96584.830000000002,0.0,96584.830000000002,36.43,0,0.0
2012-11-16,0,0,96584.830000000002,0.0,96584.830000000002,36.56,0,0.0
2012-11-19,0,0,96584.830000000002,0.0,96584.830000000002,37.24,0,0.0
2012-11-20,0,0,96584.830000000002,0.0,96584.830000000002,37.25,0,0.0
2012-11-21,0,0,96584.830000000002,0.0,96584.830000000002,37.39,-1,0.0
2012-11-23,0,0,96584.830000000002,0.0,96584.830000000002,37.93,0,0.0
2012-11-26,0,0,96584.830000000002,0.0,96584.830000000002,37.36,-1,0.0
2012-11-27,0,0,96584.830000000002,0.0,96584.830000000002,37.42,-1,0.0
2012-11-28,0,0,96584.830000000002,0.0,96584.830000000002,37.56,-1,0.0
2012-11-29,0,0,96584.830000000002,0.0,96584.830000000002,37.97,0,0.0
2012-11-30,0,0,96584.830000000002,0.0,96584.830000000002,37.92,0,0.0
2012-12-03,2583.0,2583.0,32.289999999993597,96552.540000000008,96584.830000000002,37.38,1,0.0
2012-12-04,0.0,2583.0,32.289999999993597,95958.449999999997,95990.739999999991,37.15,1,-0.00615096594362
2012-12-05,0,2583.0,32.289999999993597,96371.73000000001,96404.020000000004,37.31,0,0.00430541529318
2012-12-06,0,2583.0,32.289999999993597,96552.540000000008,96584.830000000002,37.38,0,0.00187554419411
2012-12-07,0,2583.0,32.289999999993597,97404.930000000008,97437.220000000001,37.71,0,0.00882529896258
2012-12-10,0.0,2583.0,32.289999999993597,97224.119999999995,97256.409999999989,37.64,1,-0.00185565639085
2012-12-11,0,2583.0,32.289999999993597,97792.380000000005,97824.669999999998,37.86,0,0.00584290536737
2012-12-12,2583.0,0,97256.409999999989,0.0,97256.409999999989,37.64,-1,-0.00580896413962
2012-12-13,0,0,97256.409999999989,0.0,97256.409999999989,37.6,0,0.0
2012-12-14,0,0,97256.409999999989,0.0,97256.409999999989,37.66,0,0.0
2012-12-17,0,0,97256.409999999989,0.0,97256.409999999989,37.5,0,0.0
2012-12-18,0,0,97256.409999999989,0.0,97256.409999999989,37.28,0,0.0
2012-12-19,0,0,97256.409999999989,0.0,97256.409999999989,36.78,0,0.0
2012-12-20,0,0,97256.409999999989,0.0,97256.409999999989,37.05,0,0.0
2012-12-21,0,0,97256.409999999989,0.0,97256.409999999989,36.89,0,0.0
2012-12-24,0,0,97256.409999999989,0.0,97256.409999999989,36.73,-1,0.0
2012-12-26,0,0,97256.409999999989,0.0,97256.409999999989,36.42,0,0.0
2012-12-27,0,0,97256.409999999989,0.0,97256.409999999989,36.42,-1,0.0
2012-12-28,0,0,97256.409999999989,0.0,97256.409999999989,35.97,0,0.0
2012-12-31,0,0,97256.409999999989,0.0,97256.409999999989,36.25,0,0.0
2013-01-02,0,0,97256.409999999989,0.0,97256.409999999989,37.6,0,0.0
2013-01-03,0,0,97256.409999999989,0.0,97256.409999999989,37.6,0,0.0
2013-01-04,0,0,97256.409999999989,0.0,97256.409999999989,37.66,0,0.0
2013-01-07,0,0,97256.409999999989,0.0,97256.409999999989,37.3,0,0.0
2013-01-08,0,0,97256.409999999989,0.0,97256.409999999989,37.04,0,0.0
2013-01-09,0,0,97256.409999999989,0.0,97256.409999999989,37.03,0,0.0
2013-01-10,0,0,97256.409999999989,0.0,97256.409999999989,36.96,0,0.0
2013-01-11,0,0,97256.409999999989,0.0,97256.409999999989,36.91,0,0.0
2013-01-14,2629.0,2629.0,9.6999999999825377,97246.710000000006,97256.409999999989,36.99,1,0.0
2013-01-15,0,2629.0,9.6999999999825377,98114.279999999999,98123.979999999981,37.32,0,0.00892044030825
2013-01-16,0,2629.0,9.6999999999825377,98114.279999999999,98123.979999999981,37.32,0,0.0
2013-01-17,0,2629.0,9.6999999999825377,98613.789999999994,98623.489999999976,37.51,0,0.00509060068701
2013-01-18,2629.0,0,99122.999999999985,0.0,99122.999999999985,37.7,-1,0.00506481772243
2013-01-22,0,0,99122.999999999985,0.0,99122.999999999985,37.13,0,0.0
2013-01-23,0,0,99122.999999999985,0.0,99122.999999999985,37.13,0,0.0
2013-01-24,0,0,99122.999999999985,0.0,99122.999999999985,37.11,0,0.0
2013-01-25,0,0,99122.999999999985,0.0,99122.999999999985,37.05,0,0.0
