Securities,Date,Buy_Hold,SD_05,SD_1,SD_2
MMM,10/5/2016,0.010323896,0,0.01031705,0.010320216
MMM,11/5/2016,-0.002877596,0,0,-0.002876581
MMM,12/5/2016,0.002238045,0,0,0.002237253
MMM,13/5/2016,-0.010753887,0,0,-0.010750091
MMM,16/5/2016,0.007306597,0,0,0.00730399
MMM,17/5/2016,-0.010261187,0,0,-0.010257552
MMM,18/5/2016,-0.00589879,0,0,0
MMM,19/5/2016,-0.010249277,0,0,0
MMM,20/5/2016,-0.00060558,-0.000605451,-0.000605384,0
MMM,23/5/2016,0.006665413,0.006663998,0.006663261,0
MMM,24/5/2016,0.01516875,0,0,0
MMM,25/5/2016,0.008063989,0.008061042,0,0
MMM,26/5/2016,-0.006352529,-0.006350226,-0.006349817,-0.006349365
MMM,27/5/2016,-0.000118392,-0.000118348,-0.000118341,-0.000118332
MMM,31/5/2016,-0.003374558,0,-0.003373108,-0.003372866
MMM,1/6/2016,0.002197919,0,0.002196972,0.002196814
MMM,2/6/2016,-0.003852742,0,-0.003851084,-0.003850808
MMM,3/6/2016,0.002023075,0,0.002022201,0.002022055
MMM,6/6/2016,0.01009495,0.010086496,0.010090599,0.010089874
MMM,7/6/2016,0.004879453,0,0.004877371,0.004877024
MMM,8/6/2016,0.00298366,0,0,0.002982182
MMM,9/6/2016,-0.007524453,0,0,-0.007520737
MMM,10/6/2016,-0.009227097,-0.009222156,-0.009222124,-0.009222505
MMM,13/6/2016,-0.008482568,-0.008477984,-0.008477954,-0.008478307
MMM,14/6/2016,0.002871654,0.002870089,0.002870079,0.0028702
MMM,15/6/2016,0.001133442,0.001132826,0.001132822,0.001132869
MMM,16/6/2016,0.012692092,0.012685203,0.012685157,0.012685688
MMM,17/6/2016,-0.005825207,-0.005822085,-0.005822064,-0.005822305
MMM,20/6/2016,0.013553421,0.013546114,0.013546065,0.013546629
MMM,21/6/2016,0.000817513,0.000817078,0.000817076,0.000817109
MMM,22/6/2016,-0.000816846,0,-0.000816409,-0.000816442
MMM,23/6/2016,0.016817417,0,0.016808412,0.016809102
MMM,24/6/2016,-0.028656581,-0.028654405,-0.02864149,-0.028642646
MMM,27/6/2016,-0.011410596,-0.011409704,-0.01140441,-0.011404884
MMM,28/6/2016,0.01435312,0,0.014345249,0.014345852
MMM,29/6/2016,0.011378977,0,0.011372825,0.011373296
MMM,30/6/2016,0.020986233,0,0.020975014,0.020975874
MMM,1/7/2016,0.002398067,0,0.002396812,0.002396908
MMM,5/7/2016,0.000512642,0,0.000512374,0.000512395
MMM,6/7/2016,-0.00267576,-0.002676067,-0.002674363,-0.00267447
MMM,7/7/2016,-0.00165543,-0.001655621,-0.001654564,-0.00165463
MMM,8/7/2016,0.012865154,0.012866634,0.012858408,0.012858925
MMM,11/7/2016,0.005024245,0,0.005021644,0.005021844
MMM,12/7/2016,0.006459548,0,0.006456221,0.006456476
MMM,13/7/2016,0.000279047,0,0.000278905,0.000278916
MMM,14/7/2016,0.009429171,0.009424829,0.009424346,0.009424716
MMM,15/7/2016,0.002763637,0,0,0.002762343
MMM,18/7/2016,-0.001598492,0,0,-0.001597746
MMM,19/7/2016,0.000717712,0,0,0.000717377
MMM,20/7/2016,0.000993043,0,0,0.000992579
MMM,21/7/2016,-0.006393262,-0.006391082,0,-0.006390278
MMM,22/7/2016,0.000998441,0.000998098,0,0.000997972
MMM,25/7/2016,-0.004488504,0,0,-0.004486398
MMM,26/7/2016,-0.010965704,0,0,-0.010960535
MMM,27/7/2016,0.003433118,0.003430341,0,0.003431482
MMM,28/7/2016,-0.001626554,-0.001625243,0,-0.001625782
MMM,29/7/2016,0.002134819,0,0,0.002133804
MMM,1/8/2016,-0.000392418,0,0,-0.000392232
MMM,2/8/2016,0.000392572,0,0,0.000392386
MMM,3/8/2016,0.00011212,0,0,0.000112066
MMM,4/8/2016,-0.003195049,0,0,-0.003193532
MMM,5/8/2016,0.00427372,0.004271987,0.004273323,0.004271685
MMM,8/8/2016,5.59939E-05,5.59712E-05,5.59887E-05,5.60E-05
MMM,9/8/2016,-0.001063824,-0.001063394,-0.001063725,-0.001063319
MMM,10/8/2016,0.002410165,0,0,0.002409021
MMM,11/8/2016,0.012189596,0,0,0.012183825
MMM,12/8/2016,-0.004032681,0,0,-0.004030794
MMM,15/8/2016,0.00160851,0,0,0.001607755
MMM,16/8/2016,-0.007254361,0,0,-0.007250959
MMM,17/8/2016,0.003458451,0,0,0.003456817
MMM,18/8/2016,-0.003835655,0,0,-0.00383385
MMM,19/8/2016,0.00239954,0.002399384,0,0.002398406
MMM,22/8/2016,-0.003006162,-0.003005967,0,-0.003004745
MMM,23/8/2016,0.003908627,0.003908373,0.003906011,0.003906779
MMM,24/8/2016,-0.002002325,0,-0.00200099,-0.002001382
MMM,25/8/2016,0.000947439,0,0.000946806,0.000946992
MMM,26/8/2016,-0.000946542,0,-0.000945911,-0.000946096
MMM,29/8/2016,0.006074757,0,0.0060707,0.006071891
MMM,30/8/2016,-0.001938832,0,-0.001937545,-0.001937923
MMM,31/8/2016,-0.005050756,0,-0.005047397,-0.005048383
MMM,1/9/2016,0.004128058,0,0.004125298,0.004126108
MMM,2/9/2016,0.004611085,0.004609883,0.004608014,0.004608916
MMM,6/9/2016,-0.001935509,-0.001935006,-0.001934226,-0.001934602
MMM,7/9/2016,-0.003933931,-0.003932909,-0.003931319,-0.003932086
MMM,8/9/2016,0.001946921,0.001946413,0.001945623,0.001946004
MMM,9/9/2016,-0.024761128,-0.024754678,-0.024744652,-0.024749488
MMM,12/9/2016,0.014004244,0.014000503,0.013994689,0.013997494
MMM,13/9/2016,-0.011396745,0,-0.011389077,-0.011391327
MMM,14/9/2016,-0.002555496,-0.002553272,-0.002553757,-0.002554268
MMM,15/9/2016,0.005522628,0,0.005518859,0.005519965
MMM,16/9/2016,-0.008663106,0,-0.008657226,-0.008658952
MMM,19/9/2016,0.009481324,0,0.009474834,0.009476739
MMM,20/9/2016,0.004979036,0,0,0.004976651
MMM,21/9/2016,0.011203628,0,0,0.011198287
MMM,22/9/2016,0.001447573,0.001447065,0.001447489,0.00144689
MMM,23/9/2016,-0.013676466,-0.013671678,-0.013675682,-0.013670027
MMM,26/9/2016,-0.008116744,0,-0.008116273,-0.00811287
MMM,27/9/2016,0.001988964,0,0.001988847,0.001988007
MMM,28/9/2016,0.0073162,0,0.007315773,0.007312687
MMM,29/9/2016,-0.012499224,-0.012491619,-0.012498498,-0.012493265
MMM,30/9/2016,0.004903329,0.004900308,0.004903041,0.004900962
MMM,3/10/2016,-0.006751734,-0.006747594,-0.006751339,-0.00674849
MMM,4/10/2016,-0.019193306,0,-0.019192176,-0.019184023
MMM,5/10/2016,0.004135095,0.004131602,0.004134846,0.004133055
MMM,6/10/2016,-0.00435007,0,0,-0.004347933
MMM,7/10/2016,-0.001805885,0,0,-0.001804994
MMM,11/10/2016,-0.009629356,0,0,-0.009624597
MMM,12/10/2016,0.000235709,0,0,0.000235591
MMM,13/10/2016,0.001767398,0.001766834,0,0.001766517
MMM,14/10/2016,0.001823089,0,0,0.001822182
MMM,17/10/2016,-0.000704428,-0.000703606,0,-0.000704078
MMM,18/10/2016,-0.001527336,-0.001525552,0,-0.001526576
MMM,19/10/2016,-0.000235334,0,0,-0.000235217
MMM,20/10/2016,-0.000294237,-0.000294217,-0.00029419,-0.00029409
MMM,21/10/2016,-0.00211913,-0.002118982,-0.002118792,-0.002118074
MMM,24/10/2016,0.010441182,0,0.010439511,0.010435967
MMM,25/10/2016,-0.029423607,0,-0.029418945,-0.029409062
MMM,26/10/2016,0.0016842,0,0.001683925,0.001683342
MMM,27/10/2016,-0.004503665,0,-0.004502931,-0.004501375
MMM,28/10/2016,6.03205E-05,0,6.03107E-05,6.03E-05
MMM,31/10/2016,-0.002834894,0,0,-0.002833446
MMM,1/11/2016,-0.006351279,-0.0063506,-0.006346154,-0.006348026
MMM,2/11/2016,0.009009501,0.009008532,0.009002185,0.009004857
MMM,3/11/2016,0.006636459,0.006635752,0.006631118,0.006633069
MMM,4/11/2016,-0.00209768,0,-0.002096002,-0.002096615
MMM,7/11/2016,0.019579458,0,0.019563771,0.019569501
MMM,8/11/2016,0.007598917,0,0,0.007595127
MMM,9/11/2016,-0.003741573,-0.003740466,-0.003738129,-0.003739721
MMM,10/11/2016,0.022827161,0.022820378,0.022806068,0.022815818
MMM,14/11/2016,-0.007859965,0,-0.007852864,-0.007856147
MMM,15/11/2016,0.007690927,0,0.007683924,0.007687162
MMM,16/11/2016,-0.012796894,0,0,-0.012790676
MMM,17/11/2016,0.004417808,0,0,0.004415633
MMM,18/11/2016,0.001099594,0,0,0.001099055
MMM,21/11/2016,-0.008324612,0,0,-0.008320537
MMM,22/11/2016,0.002273509,0.002272696,0,0.002272386
MMM,23/11/2016,0.001977537,0,0,0.001976563
MMM,25/11/2016,0.00719796,0,0,0.007194422
MMM,28/11/2016,-0.005705689,0,0,-0.005702905
MMM,29/11/2016,0.001565027,0,0,0.001564258
MMM,30/11/2016,-0.005960958,0,0,-0.005958036
MMM,1/12/2016,0.005181618,0,0,0.005179063
MMM,2/12/2016,-0.001158406,0,0,-0.001157838
MMM,5/12/2016,-0.004696986,0,0,-0.004694679
MMM,6/12/2016,0.0010487,0,0,0.001048183
MMM,7/12/2016,0.02473504,0,0,0.02472285
MMM,8/12/2016,-0.000965519,0,0,-0.000965055
MMM,9/12/2016,0.014837889,0,0,0.014830746
MMM,12/12/2016,0.006442179,0,0,0.006439123
MMM,13/12/2016,-0.00450849,0,0,-0.004506365
MMM,14/12/2016,-0.012468477,0,0,-0.012462574
MMM,15/12/2016,-0.003283867,0,0,-0.003282293
MMM,16/12/2016,0.008123106,0,0,0.008119199
MMM,19/12/2016,0.004000653,0,0,0.003998744
MMM,20/12/2016,0.002750012,0,0,0.002748705
MMM,21/12/2016,-0.001231313,0,0,-0.00123073
MMM,22/12/2016,0.004314909,0,0,0.004312862
MMM,23/12/2016,-0.002510866,0,0,-0.00250968
MMM,27/12/2016,0.000950937,0,0,0.000950487
MMM,28/12/2016,-0.004694284,0,0,-0.004692063
MMM,29/12/2016,0.001852881,0,0,0.001852
MMM,30/12/2016,0.000896705,0,0,0
MMM,3/1/2017,-0.00291168,0,0,0
MMM,4/1/2017,0.001516249,0,0,0
MMM,5/1/2017,-0.003420413,0,0,0
MMM,6/1/2017,0.002925769,0,0,0
MMM,9/1/2017,-0.005385663,0,0,0
MMM,10/1/2017,-0.003891906,0,0,0
MMM,11/1/2017,0.00741785,0,0,0
MMM,12/1/2017,-0.002529354,0,0,0
MMM,13/1/2017,-0.000281752,0,0,0
MMM,17/1/2017,-0.000732762,0,0,0
MMM,18/1/2017,0.006938137,0,0,0
MMM,19/1/2017,0.00106436,0,0,0
MMM,20/1/2017,-0.001063228,0,0,0
MMM,23/1/2017,0.000112038,0,0,0
MMM,24/1/2017,-0.014227219,0,0,0
MMM,25/1/2017,0.004318402,0,0,0
MMM,26/1/2017,0.000509191,0,0,0
MMM,27/1/2017,0.003732166,0,0,0
MMM,30/1/2017,-0.011605566,0,0,0
MMM,31/1/2017,-0.003419953,0,0,0
MMM,1/2/2017,0.002001818,0.002000211,0.002000014,0
MMM,2/2/2017,-0.005650974,-0.005646445,-0.005645891,-0.005646561
MMM,3/2/2017,0.004936825,0.004932846,0.004932359,0.004932947
MMM,6/2/2017,0.000342738,0,0,0.00034247
MMM,7/2/2017,0.003768822,0,0,0.003765877
MMM,8/2/2017,0.007452454,0,0,0
MMM,9/2/2017,0.006267963,0,0,0
MMM,10/2/2017,0.004601545,0,0,0
MMM,13/2/2017,0.01128359,0,0,0
MMM,14/2/2017,0.003203694,0,0,0
MMM,15/2/2017,0.000550597,0,0,0
MMM,16/2/2017,0.009410028,0,0,0
MMM,17/2/2017,-0.002507755,0,0,0
MMM,21/2/2017,0.002295445,0,0,0
MMM,22/2/2017,0.014559054,0,0,0
MMM,23/2/2017,0.006180768,0,0,0
MMM,24/2/2017,0.001175144,0,0,0
MMM,27/2/2017,-0.002667648,0,0,0
MMM,28/2/2017,-0.002995757,-0.002995481,-0.00299404,-0.00299382
MMM,1/3/2017,0.018833399,0.018831654,0.018822572,0.018821181
MMM,2/3/2017,0.000157994,0.000157979,0.000157905,0.000157893
MMM,3/3/2017,-0.003054062,0,0,-0.003052117
MMM,6/3/2017,-0.002165519,0,0,-0.002164136
MMM,7/3/2017,0.001005711,0.001004659,0.001005821,0.001005068
MMM,8/3/2017,0.002220918,0.002218596,0.002221159,0.002219498
MMM,9/3/2017,0.002057711,0.002055564,0.002057934,0.002056398
MMM,10/3/2017,0.006897604,0.006890423,0.00689835,0.006893213
MMM,13/3/2017,0.001621076,0,0.00162125,0.001620051
MMM,14/3/2017,-0.006212768,0,-0.006213435,-0.006208846
MMM,15/3/2017,0.004570503,0.00457059,0.004570997,0.0045676
MMM,16/3/2017,-0.0046543,-0.004654387,-0.0046548,-0.004651357
MMM,17/3/2017,0.010770708,0,0.010771871,0.010763866
MMM,20/3/2017,0.003378711,0,0,0.003376588
MMM,21/3/2017,-0.004558853,0,0,-0.004555997
MMM,22/3/2017,0.000468382,0.000468194,0.000468422,0.000468087
MMM,23/3/2017,-0.000416144,-0.000415978,-0.00041618,-0.000415883
MMM,24/3/2017,-0.0032785,-0.003277188,-0.003278783,-0.003276437
MMM,27/3/2017,-0.005638773,-0.005636508,-0.005639261,-0.005635213
MMM,28/3/2017,0.002940388,0.002939201,0.002940645,0.002938522
MMM,29/3/2017,-0.001622943,0,-0.001623084,-0.001621916
MMM,30/3/2017,0.003146286,0,0.00314656,0.003144291
MMM,31/3/2017,0.000261368,0,0.000261391,0.000261203
MMM,3/4/2017,-0.003187858,0,-0.003188135,-0.003185844
MMM,4/4/2017,-0.002778637,-0.002777548,-0.002778878,-0.002776875
MMM,5/4/2017,0.000262866,0.000262763,0.000262889,0.000262699
MMM,6/4/2017,-0.001839578,-0.001838855,-0.001839738,-0.001838409
MMM,7/4/2017,0.000526562,0.000526355,0.000526608,0.000526227
MMM,10/4/2017,-0.001473599,-0.001473019,-0.001473727,-0.001472661
MMM,11/4/2017,0.001897423,0.001896676,0.001897589,0.001896214
MMM,12/4/2017,-0.001946436,-0.001945671,-0.001946606,-0.001945198
MMM,13/4/2017,-0.005534442,-0.005532262,-0.005534926,-0.005530915
MMM,17/4/2017,0.009063395,0.009059805,0.009064192,0.009057586
MMM,18/4/2017,-0.000735367,-0.000735079,-0.000735431,-0.0007349
MMM,19/4/2017,-0.002050031,-0.002049226,-0.00205021,-0.002048728
MMM,20/4/2017,0.007005493,0.007002735,0.007006105,0.007001031
MMM,21/4/2017,0.001778419,0.001777724,0.001778573,0.001777294
MMM,24/4/2017,0.014254309,0,0.014255544,0.01424531
MMM,25/4/2017,0.00463318,0,0.004633576,0.004630296
MMM,26/4/2017,-0.000666151,0,-0.000666207,-0.000665738
MMM,27/4/2017,0.005691694,0,0.005692178,0.005688165
MMM,28/4/2017,-0.001427617,0,-0.001427738,-0.001426737
MMM,1/5/2017,-0.00520804,0,-0.005208481,-0.005204825
MMM,2/5/2017,0.008828162,0,0.008828914,0.008822684
MMM,3/5/2017,0.005596511,0,0.005596983,0.005593068
MMM,4/5/2017,0.009511714,0.009504816,0.009512512,0.009505895
MMM,5/5/2017,-0.000551293,-0.000550897,-0.000551339,-0.000550959
MMM,8/5/2017,-0.003760887,-0.003758184,-0.0037612,-0.003758607
MMM,9/5/2017,-0.003473078,-0.003470572,-0.003473368,-0.003470964
MMM,10/5/2017,-0.006667305,-0.006662478,-0.006667864,-0.006663234
MMM,11/5/2017,0.000559338,0.00055893,0.000559385,0.000558994
MMM,12/5/2017,-0.000914769,-0.000914102,-0.000914846,-0.000914207
MMM,15/5/2017,0.005391904,0.005387973,0.005392359,0.005388588
MMM,16/5/2017,0.001416638,0.001415611,0.001416757,0.001415772
MMM,17/5/2017,-0.015510453,0,-0.015511753,-0.015500978
MMM,18/5/2017,0.002052745,0.00205211,0.00205292,0.002051471
MMM,19/5/2017,0.002867956,0.00286707,0.002868199,0.00286618
MMM,22/5/2017,0.013839167,0.013834907,0.01384034,0.013830622
MMM,23/5/2017,-0.003928857,-0.003927664,-0.003929185,-0.003926464
MMM,24/5/2017,-0.001213647,-0.001213277,-0.001213749,-0.001212905
MMM,25/5/2017,0.010379167,0.010375999,0.010380039,0.010372813
MMM,26/5/2017,0.005662428,0,0.005662899,0.005658997
MMM,30/5/2017,0.008819527,0,0.008820256,0.008814214
MMM,31/5/2017,0.010026621,0,0.010027443,0.010020633
MMM,1/6/2017,-0.000586823,0,-0.00058687,-0.000586476
MMM,2/6/2017,0.011498694,0,0.011499628,0.011491891
MMM,5/6/2017,-0.00232197,0,0,-0.002320612
MMM,6/6/2017,-0.003927444,0,0,-0.003925141
MMM,7/6/2017,-0.001947126,0,0,-0.001945979
MMM,8/6/2017,0.004535899,0,0,0.004533224
MMM,9/6/2017,0.004806735,0,0,0.004803913
MMM,12/6/2017,0.002222748,0,0,0.002221449
MMM,13/6/2017,0.008292712,0,0,0.008287878
MMM,14/6/2017,0.004303522,0,0,0.004301034
MMM,15/6/2017,0.006094338,0,0,0.006090829
MMM,16/6/2017,0.009228103,0,0,0.009222823
MMM,19/6/2017,0.000562691,0,0,0.000562372
MMM,20/6/2017,0,0,0,0
MMM,21/6/2017,-0.002343226,-0.002341626,-0.002342167,-0.002341898
MMM,22/6/2017,-0.003006374,-0.003004316,-0.003005012,-0.003004666
MMM,23/6/2017,0.003203905,0.003201705,0.003202449,0.003202079
MMM,26/6/2017,-0.001362007,-0.001361075,-0.00136139,-0.001361234
MMM,27/6/2017,-0.01330944,-0.01330032,-0.013303403,-0.013301872
MMM,28/6/2017,0.004003793,0.004001013,0.004001953,0.004001486
MMM,29/6/2017,-0.013150334,-0.013141238,-0.013144313,-0.013142786
MMM,30/6/2017,0.00163563,0.001634483,0.001634871,0.001634678
MMM,3/7/2017,0.007876624,0.007871112,0.007872975,0.00787205
MMM,5/7/2017,-0.00033357,-0.000333338,-0.000333417,-0.000333378
MMM,6/7/2017,-0.008294363,-0.008288602,-0.008290549,-0.008289582
MMM,7/7/2017,0.007546588,0.007541303,0.00754309,0.007542202
MMM,10/7/2017,0.004293667,0.004290682,0.004291692,0.00429119
MMM,11/7/2017,-0.003942786,-0.003940057,-0.00394098,-0.003940522
MMM,12/7/2017,0.007821404,0.007815969,0.007817806,0.007816893
MMM,13/7/2017,-0.000993749,0,-0.000993295,-0.00099318
MMM,14/7/2017,0.003221054,0,0.003219582,0.003219209
MMM,17/7/2017,-0.000424947,0,-0.000424754,-0.000424705
MMM,18/7/2017,-0.001747748,0,-0.001746951,-0.00174675
MMM,19/7/2017,0.003738211,0,0.003736505,0.003736072
MMM,20/7/2017,0.001650001,0,0.001649251,0.001649061
MMM,21/7/2017,-0.006071416,0,-0.00606866,-0.006067961
MMM,24/7/2017,-0.005492918,0,-0.005490409,-0.005489773
MMM,25/7/2017,-0.05051875,0,-0.05049555,-0.050489665
MMM,26/7/2017,-0.001805316,0,-0.001804443,-0.001804222
MMM,27/7/2017,0.005124314,0,0.005121831,0.005121201
MMM,28/7/2017,-0.001649414,0,-0.001648619,-0.001648417
MMM,31/7/2017,0.0072594,0,0.007255895,0.007255005
MMM,1/8/2017,0.009990505,0,0.009985716,0.009984501
MO,14/9/2012,-0.025732032,-0.0257259,-0.0257259,-0.0257259
MO,17/9/2012,0.008196721,0.008194716,0.008194716,0.008194716
MO,18/9/2012,0.002408913,0,0.002408329,0.002408329
MO,19/9/2012,-0.004205467,-0.004204598,-0.004204449,-0.004204449
MO,20/9/2012,0.01387632,0.01387344,0.013872947,0.013872947
MO,21/9/2012,0.013388872,0.013386132,0.013385663,0.013385663
MO,24/9/2012,0.004403993,0,0.004402951,0.004402951
MO,25/9/2012,-0.005846244,0,-0.005844867,-0.005844867
MO,26/9/2012,0.004704499,0,0.004703384,0.004703384
MO,27/9/2012,-0.007901668,0,-0.007899805,-0.007899805
MO,28/9/2012,-0.015044248,0,-0.015040672,-0.015040672
MO,1/10/2012,0.007487272,0.007485276,0.007485465,0.007485465
MO,2/10/2012,0.002675386,0.002674679,0.002674746,0.002674746
MO,3/10/2012,0.009487103,0.0094846,0.009484837,0.009484837
MO,4/10/2012,-0.001468429,0,-0.001468081,-0.001468081
MO,5/10/2012,0,0,0,0
MO,9/10/2012,-0.014117647,0,-0.014114302,-0.014114302
MO,10/10/2012,-0.005369928,0,-0.005368638,-0.005368638
MO,11/10/2012,-0.018896221,0,-0.018891654,-0.018891654
MO,12/10/2012,0.012534393,0,0.012531306,0.012531306
MO,15/10/2012,0.001509662,0,0,0.001509295
MO,16/10/2012,0.002713295,0,0,0.002712636
MO,17/10/2012,0.007215875,0,0,0.007214127
MO,18/10/2012,-0.012238806,0,0,-0.012235862
MO,19/10/2012,-0.013901481,0,0,-0.013898096
MO,22/10/2012,0.008887527,0.008885355,0.008887127,0.008885332
MO,23/10/2012,-0.017314702,-0.017310509,-0.01731393,-0.017310465
MO,24/10/2012,-0.006800618,-0.006798942,-0.006800309,-0.006798925
MO,25/10/2012,-0.000933707,-0.000933475,-0.000933664,-0.000933473
MO,26/10/2012,-0.0105919,-0.01058927,-0.010591416,-0.010589242
MO,29/10/2012,0,0,0,0
MO,30/10/2012,0,0,0,0
MO,31/10/2012,0.001259446,0.00125913,0.001259388,0.001259126
MO,1/11/2012,0.005345912,0.005344572,0.005345665,0.005344558
MO,2/11/2012,-0.008445418,0,-0.00844503,-0.008443289
MO,5/11/2012,0.005678233,0.005677275,0.00567797,0.00567679
MO,6/11/2012,0.001882058,0.001881742,0.001881971,0.001881582
MO,7/11/2012,-0.0169067,0,0,-0.016902435
MO,8/11/2012,-0.003821656,-0.003821652,-0.003820696,-0.003820675
MO,9/11/2012,0.006393862,0.006393854,0.006392249,0.006392215
MO,13/11/2012,-0.00952986,-0.009529849,-0.009527472,-0.009527421
MO,14/11/2012,-0.012508018,0,-0.012504853,-0.012504786
MO,15/11/2012,-0.009743423,0,-0.009740927,-0.009740874
MO,16/11/2012,0.024598229,0,0.024591865,0.024591729
MO,19/11/2012,0.042253521,0,0,0.042242624
MO,20/11/2012,0.008906634,0,0,0.00890443
MO,21/11/2012,0.000304414,0,0,0.000304339
MO,23/11/2012,0.018867925,0,0,0.018863298
MO,26/11/2012,-0.008064516,0,0,-0.008062575
MO,27/11/2012,-0.001806685,0,0,-0.001806246
MO,28/11/2012,0.007843137,0,0,0.007841231
MO,29/11/2012,0.004788985,0,0,0.00478783
MO,30/11/2012,0.00714924,0,0,0.007147525
MO,3/12/2012,-0.004436557,0,0,-0.0044355
MO,4/12/2012,-0.005050505,0,0,-0.005049296
MO,5/12/2012,-0.005673335,0,0,-0.00567197
MO,6/12/2012,-0.003603604,0,0,-0.003602732
MO,7/12/2012,0.008740205,0,0,0.008738083
MO,10/12/2012,-0.001493875,0,0,-0.001493516
MO,11/12/2012,-0.013764213,-0.013763999,-0.013761453,-0.013760895
MO,12/12/2012,0.008798544,0.008798405,0.008796755,0.008796393
MO,13/12/2012,0.000300752,0.000300747,0.000300691,0.000300679
MO,14/12/2012,-0.003006615,-0.003006568,-0.003006009,-0.003005886
MO,17/12/2012,-0.005126659,-0.005126578,-0.005125623,-0.005125413
MO,18/12/2012,-0.012124886,-0.012124696,-0.012122423,-0.012121925
MO,19/12/2012,-0.006136852,0,-0.00613559,-0.006135335
MO,20/12/2012,0.008335906,0.008334226,0.008334181,0.008333833
MO,21/12/2012,-0.02480098,0,0,-0.024794862
MO,24/12/2012,-0.005965463,-0.005964453,-0.005965091,-0.005963954
MO,26/12/2012,-0.010739103,-0.010737273,-0.010738429,-0.01073637
MO,27/12/2012,0.002554278,0.002553839,0.002554116,0.002553621
MO,28/12/2012,-0.009872611,-0.009870915,-0.009871986,-0.009870078
MO,31/12/2012,0.011257639,0.011255686,0.011256919,0.011254722
MO,2/1/2013,0.034987277,0,0,0.034978312
MO,3/1/2013,0.000614628,0,0,0.000614476
MO,4/1/2013,-0.000614251,0,0,-0.000614099
MO,7/1/2013,-0.002458513,0,0,-0.002457904
MO,8/1/2013,-0.009858287,0,0,-0.00985584
MO,9/1/2013,-0.00746733,0,0,-0.007465459
MO,10/1/2013,0.02507837,0.025071742,0.025069895,0.025072036
MO,11/1/2013,0.007033639,0.007031826,0.00703132,0.007031906
MO,14/1/2013,0.001822047,0.00182158,0.00182145,0.001821601
MO,15/1/2013,-0.006365565,-0.006363939,-0.006363485,-0.006364011
MO,16/1/2013,0,0,0,0
MO,17/1/2013,0.006406345,0.006404698,0.006404239,0.006404771
MO,18/1/2013,0.00848742,0.008485252,0.008484647,0.008485348
MO,22/1/2013,-0.003606853,0,0,-0.00360598
MO,23/1/2013,-0.004223228,0,0,-0.004222201
MO,24/1/2013,0.01211754,0.012114193,0,0.012114583
MO,25/1/2013,0.001197246,0,0,0.001196958
MO,28/1/2013,0.007473842,0,0,0.007472041
MO,29/1/2013,0,0,0,0
MO,30/1/2013,0,0,0,0
MO,31/1/2013,-0.000593472,-0.000593408,0,-0.00059333
MO,1/2/2013,0.01543943,0.015437765,0.015435013,0.015435737
MO,4/2/2013,-0.009064327,0,-0.009061774,-0.009062192
MO,5/2/2013,0.008557096,0.008556367,0.008554664,0.008555062
MO,6/2/2013,-0.001755413,0,0,-0.001754999
MO,7/2/2013,0.014361079,0,0,0.014357687
MO,8/2/2013,0.002311471,0,0,0.002310933
MO,11/2/2013,0.001729605,0,0,0.001729203
MO,12/2/2013,-0.002589928,-0.002589328,-0.002589874,-0.002589328
MO,13/2/2013,0.003462204,0.0034614,0.003462132,0.003461399
MO,14/2/2013,-0.019263945,-0.019259483,-0.019263544,-0.019259482
MO,15/2/2013,0.007915567,0,0,0.007913698
MO,19/2/2013,0.011343805,0.011340385,0.011343617,0.011341146
MO,20/2/2013,0.003451251,0.003450222,0.003451195,0.003450451
MO,21/2/2013,0.008885067,0.008882428,0.008884923,0.008883016
MO,22/2/2013,0.003409091,0,0.003409036,0.003408311
MO,25/2/2013,-0.018969422,-0.018965207,-0.018969117,-0.018965095
MO,26/2/2013,-0.01010101,-0.010098722,-0.010100844,-0.010098661
MO,27/2/2013,-0.006705539,0,-0.006705428,-0.006703964
MO,28/2/2013,-0.015262694,0,-0.01526244,-0.015259085
MO,1/3/2013,-0.001788376,0,0,-0.001787946
MO,4/3/2013,0.01313825,0,0,0.013135089
MO,5/3/2013,0.009136457,0,0,0.009134288
MO,6/3/2013,-0.003212617,0,0,-0.003211861
MO,7/3/2013,-0.004980955,0,0,-0.004979779
MO,8/3/2013,0.001177856,0,0,0.001177577
MO,11/3/2013,0.007647059,0,0,0.007645247
MO,12/3/2013,-0.002918856,0,0,-0.002918169
MO,13/3/2013,-0.006733021,0,0,-0.006731433
MO,14/3/2013,-0.003831418,0,0,-0.003830508
MO,15/3/2013,-0.003550296,-0.00355026,0,-0.00354945
MO,18/3/2013,-0.006235154,-0.006235092,-0.006234451,-0.006233663
MO,19/3/2013,0.00657305,0,0.006572304,0.006571468
MO,20/3/2013,0.010388839,0.010388269,0.010387667,0.010386355
MO,21/3/2013,-0.005287897,0,0,-0.005286645
MO,22/3/2013,0.001476669,0,0,0.001476317
MO,25/3/2013,-0.000884695,0,0,-0.000884485
MO,26/3/2013,0.014167651,0,0,0.014164281
MO,27/3/2013,0.00145518,0,0,0.001454839
MO,28/3/2013,-0.000581226,-0.000581097,-0.000581116,-0.00058109
MO,1/4/2013,-0.00261704,-0.002616455,-0.002616542,-0.002616427
MO,2/4/2013,0.026239067,0.026233187,0.026234062,0.026232904
MO,3/4/2013,-0.010795455,0,-0.010793448,-0.010792984
MO,4/4/2013,0.009764503,0,0.009762668,0.009762244
